year,regtyp,sampreg,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,West,Very concerned,0.32966,3887,12029,0.32126,0.33806
1984,No answer / don't know,West,Somewhat concerned,0.53948,6373,12029,0.53057,0.54839
1984,No answer / don't know,West,Not concerned at all,0.13086,1769,12029,0.12483,0.13689
1985,Urban regions,West,Very concerned,0.30027,2492,8568,0.29056,0.30997
1985,Urban regions,West,Somewhat concerned,0.56347,4749,8568,0.55297,0.57397
1985,Urban regions,West,Not concerned at all,0.13626,1327,8568,0.12900,0.14353
1985,Rural regions,West,Very concerned,0.33432,757,2302,0.31504,0.35359
1985,Rural regions,West,Somewhat concerned,0.55458,1266,2302,0.53428,0.57489
1985,Rural regions,West,Not concerned at all,0.11110,279,2302,0.09826,0.12394
1986,Urban regions,West,Very concerned,0.17939,1475,8239,0.17111,0.18768
1986,Urban regions,West,Somewhat concerned,0.58186,4757,8239,0.57121,0.59251
1986,Urban regions,West,Not concerned at all,0.23875,2007,8239,0.22954,0.24795
1986,Rural regions,West,Very concerned,0.22950,487,2193,0.21190,0.24711
1986,Rural regions,West,Somewhat concerned,0.55388,1227,2193,0.53307,0.57469
1986,Rural regions,West,Not concerned at all,0.21662,479,2193,0.19937,0.23386
1987,Urban regions,West,Very concerned,0.20749,1555,8145,0.19869,0.21630
1987,Urban regions,West,Somewhat concerned,0.60610,4904,8145,0.59549,0.61672
1987,Urban regions,West,Not concerned at all,0.18640,1686,8145,0.17794,0.19486
1987,Rural regions,West,Very concerned,0.20034,425,2163,0.18347,0.21721
1987,Rural regions,West,Somewhat concerned,0.61829,1306,2163,0.59781,0.63877
1987,Rural regions,West,Not concerned at all,0.18137,432,2163,0.16513,0.19761
1988,Urban regions,West,Very concerned,0.27905,1983,7818,0.26911,0.28899
1988,Urban regions,West,Somewhat concerned,0.58062,4587,7818,0.56968,0.59156
1988,Urban regions,West,Not concerned at all,0.14033,1248,7818,0.13263,0.14803
1988,Rural regions,West,Very concerned,0.28103,557,2050,0.26156,0.30049
1988,Rural regions,West,Somewhat concerned,0.59201,1203,2050,0.57073,0.61329
1988,Rural regions,West,Not concerned at all,0.12697,290,2050,0.11255,0.14138
1989,Urban regions,West,Very concerned,0.17438,1290,7594,0.16585,0.18292
1989,Urban regions,West,Somewhat concerned,0.58479,4420,7594,0.57371,0.59587
1989,Urban regions,West,Not concerned at all,0.24083,1884,7594,0.23121,0.25045
1989,Rural regions,West,Very concerned,0.17930,344,1931,0.16219,0.19642
1989,Rural regions,West,Somewhat concerned,0.57485,1113,1931,0.55279,0.59690
1989,Rural regions,West,Not concerned at all,0.24585,474,1931,0.22664,0.26506
1990,No answer / don't know,East,Very concerned,0.32452,31,75,0.21785,0.43120
1990,No answer / don't know,East,Somewhat concerned,0.53716,44,75,0.42355,0.65077
1990,Urban regions,West,Very concerned,0.18217,1301,7418,0.17339,0.19096
1990,Urban regions,West,Somewhat concerned,0.52565,3948,7418,0.51429,0.53702
1990,Urban regions,West,Not concerned at all,0.29218,2169,7418,0.28183,0.30252
1990,Urban regions,East,Very concerned,0.36432,542,1454,0.33957,0.38906
1990,Urban regions,East,Somewhat concerned,0.52113,764,1454,0.49544,0.54682
1990,Urban regions,East,Not concerned at all,0.11455,148,1454,0.09817,0.13093
1990,Rural regions,West,Very concerned,0.20368,385,1923,0.18568,0.22169
1990,Rural regions,West,Somewhat concerned,0.51217,1003,1923,0.48982,0.53452
1990,Rural regions,West,Not concerned at all,0.28415,535,1923,0.26398,0.30431
1990,Rural regions,East,Very concerned,0.35084,1052,2869,0.33337,0.36831
1990,Rural regions,East,Somewhat concerned,0.54547,1553,2869,0.52725,0.56369
1990,Rural regions,East,Not concerned at all,0.10369,264,2869,0.09253,0.11485
1991,No answer / don't know,East,Very concerned,0.33783,36,84,0.23607,0.43958
1991,No answer / don't know,East,Somewhat concerned,0.60650,48,84,0.50140,0.71160
1991,Urban regions,West,Very concerned,0.18879,1304,7383,0.17986,0.19772
1991,Urban regions,West,Somewhat concerned,0.59186,4372,7383,0.58064,0.60307
1991,Urban regions,West,Not concerned at all,0.21936,1707,7383,0.20992,0.22879
1991,Urban regions,East,Very concerned,0.47687,630,1318,0.44989,0.50384
1991,Urban regions,East,Somewhat concerned,0.45668,612,1318,0.42977,0.48358
1991,Urban regions,East,Not concerned at all,0.06646,76,1318,0.05301,0.07991
1991,Rural regions,West,Very concerned,0.18235,364,1975,0.16532,0.19939
1991,Rural regions,West,Somewhat concerned,0.59029,1159,1975,0.56860,0.61199
1991,Rural regions,West,Not concerned at all,0.22735,452,1975,0.20886,0.24584
1991,Rural regions,East,Very concerned,0.47465,1305,2715,0.45587,0.49344
1991,Rural regions,East,Somewhat concerned,0.45949,1252,2715,0.44074,0.47824
1991,Rural regions,East,Not concerned at all,0.06585,158,2715,0.05652,0.07518
1992,No answer / don't know,East,Somewhat concerned,0.67245,71,71,0.56251,0.78240
1992,Urban regions,West,Very concerned,0.23591,1650,7287,0.22616,0.24566
1992,Urban regions,West,Somewhat concerned,0.60828,4402,7287,0.59707,0.61949
1992,Urban regions,West,Not concerned at all,0.15581,1235,7287,0.14748,0.16414
1992,Urban regions,East,Very concerned,0.37773,493,1303,0.35140,0.40407
1992,Urban regions,East,Somewhat concerned,0.52284,694,1303,0.49571,0.54997
1992,Urban regions,East,Not concerned at all,0.09943,116,1303,0.08318,0.11569
