year,bula_h,quintil_oecd,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,2nd Quintile,Somewhat concerned,0.57043,43,43,0.42072,0.72014
1984,Schleswig-Holstein,3rd Quintile,Somewhat concerned,0.57731,34,34,0.40877,0.74586
1984,Schleswig-Holstein,4th Quintile,Somewhat concerned,0.57931,55,55,0.44764,0.71098
1984,Schleswig-Holstein,5th Quintile,Somewhat concerned,0.57290,55,55,0.44096,0.70483
1984,Hamburg,4th Quintile,Somewhat concerned,0.50579,36,36,0.34016,0.67143
1984,Hamburg,5th Quintile,Somewhat concerned,0.52571,39,39,0.36694,0.68447
1984,Lower Saxony,1st Quintile,Very concerned,0.36959,105,293,0.31422,0.42495
1984,Lower Saxony,1st Quintile,Somewhat concerned,0.50917,151,293,0.45183,0.56651
1984,Lower Saxony,1st Quintile,Not concerned at all,0.12124,37,293,0.08380,0.15868
1984,Lower Saxony,2nd Quintile,Very concerned,0.36430,86,208,0.29875,0.42986
1984,Lower Saxony,2nd Quintile,Somewhat concerned,0.53674,122,208,0.46881,0.60467
1984,Lower Saxony,3rd Quintile,Very concerned,0.36279,86,214,0.29821,0.42736
1984,Lower Saxony,3rd Quintile,Somewhat concerned,0.57575,128,214,0.50938,0.64213
1984,Lower Saxony,4th Quintile,Very concerned,0.32946,79,222,0.26749,0.39143
1984,Lower Saxony,4th Quintile,Somewhat concerned,0.59501,143,222,0.53029,0.65973
1984,Lower Saxony,5th Quintile,Very concerned,0.33987,74,200,0.27406,0.40568
1984,Lower Saxony,5th Quintile,Somewhat concerned,0.58206,126,200,0.51353,0.65058
1984,North Rhine-Westphalia,1st Quintile,Very concerned,0.35249,269,763,0.31857,0.38641
1984,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.48451,363,763,0.44903,0.52000
1984,North Rhine-Westphalia,1st Quintile,Not concerned at all,0.16300,131,763,0.13677,0.18923
1984,North Rhine-Westphalia,2nd Quintile,Very concerned,0.38063,231,624,0.34250,0.41876
1984,North Rhine-Westphalia,2nd Quintile,Somewhat concerned,0.49856,306,624,0.45930,0.53782
1984,North Rhine-Westphalia,2nd Quintile,Not concerned at all,0.12081,87,624,0.09522,0.14640
1984,North Rhine-Westphalia,3rd Quintile,Very concerned,0.37246,212,576,0.33294,0.41197
1984,North Rhine-Westphalia,3rd Quintile,Somewhat concerned,0.50810,288,576,0.46724,0.54897
1984,North Rhine-Westphalia,3rd Quintile,Not concerned at all,0.11944,76,576,0.09293,0.14595
1984,North Rhine-Westphalia,4th Quintile,Very concerned,0.40350,252,645,0.36561,0.44139
1984,North Rhine-Westphalia,4th Quintile,Somewhat concerned,0.48803,309,645,0.44942,0.52664
1984,North Rhine-Westphalia,4th Quintile,Not concerned at all,0.10847,84,645,0.08445,0.13249
1984,North Rhine-Westphalia,5th Quintile,Very concerned,0.35340,207,604,0.31525,0.39156
1984,North Rhine-Westphalia,5th Quintile,Somewhat concerned,0.56145,339,604,0.52184,0.60106
1984,North Rhine-Westphalia,5th Quintile,Not concerned at all,0.08515,58,604,0.06287,0.10743
1984,Hesse,1st Quintile,Very concerned,0.26517,65,265,0.21192,0.31841
1984,Hesse,1st Quintile,Somewhat concerned,0.48111,128,265,0.42083,0.54138
1984,Hesse,1st Quintile,Not concerned at all,0.25373,72,265,0.20124,0.30622
1984,Hesse,2nd Quintile,Very concerned,0.28517,60,229,0.22656,0.34378
