year,sex,plh0032,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,male,Somewhat concerned,0.5250127183313549,16099,0.5172986670114715,0.5327267696512382
1984,male,Very concerned,0.3381380362896388,16099,0.33083022462943834,0.34544584794983924
1984,male,Not concerned at all,0.13684924537900628,16099,0.131540142367965,0.14215834839004757
1984,female,Somewhat concerned,0.534409654272668,16099,0.5267042442769063,0.5421150642684296
1984,female,Very concerned,0.30870841487279843,16099,0.3015723056225496,0.31584452412304725
1984,female,Not concerned at all,0.15688193085453359,16099,0.15126385908966597,0.1625000026194012
1985,male,Somewhat concerned,0.5478991596638656,14443,0.5397821635126735,0.5560161558150577
1985,male,Very concerned,0.3150326797385621,14443,0.3074566774819023,0.32260868199522186
1985,male,Not concerned at all,0.13706816059757237,14443,0.13145918042530566,0.1426771407698391
1985,female,Somewhat concerned,0.5586582048957389,14443,0.5505600144653982,0.5667563953260797
1985,female,Very concerned,0.2832275611967362,14443,0.27587927993576616,0.29057584245770623
1985,female,Not concerned at all,0.15811423390752494,14443,0.15216392608587262,0.16406454172917725
1986,male,Somewhat concerned,0.5619563116180166,13742,0.5536608398525517,0.5702517833834816
1986,male,Not concerned at all,0.2408660351826793,13742,0.23371649530839475,0.24801557505696384
1986,male,Very concerned,0.19717765319930408,13742,0.19052538619564108,0.20382992020296709
1986,female,Somewhat concerned,0.5850922228560563,13742,0.5768542747908532,0.5933301709212595
1986,female,Not concerned at all,0.23578627115421183,13742,0.2286888957994204,0.24288364650900326
1986,female,Very concerned,0.1791215059897319,13742,0.17271023101027172,0.18553278096919207
1987,male,Somewhat concerned,0.6112521976948623,13496,0.6030279207417769,0.6194764746479476
1987,male,Not concerned at all,0.20277397929283064,13496,0.19599053315173004,0.20955742543393124
1987,male,Very concerned,0.18597382301230708,13496,0.1794093686789527,0.19253827734566145
1987,female,Somewhat concerned,0.5937560223549817,13496,0.5854699061743576,0.6020421385356058
1987,female,Not concerned at all,0.20813258816727692,13496,0.2012832309892642,0.21498194534528964
1987,female,Very concerned,0.19811138947774137,13496,0.19138680767396032,0.20483597128152242
1988,male,Somewhat concerned,0.5879345603271984,12817,0.5794131697850462,0.5964559508693505
1988,male,Very concerned,0.26319018404907973,12817,0.2555663150609738,0.27081405303718564
1988,male,Not concerned at all,0.1488752556237219,12817,0.14271255958471818,0.1550379516627256
1988,female,Somewhat concerned,0.5855765367617517,12817,0.5770479537597578,0.5941051197637456
1988,female,Very concerned,0.2517075130574528,12817,0.24419393745019957,0.25922108866470606
1988,female,Not concerned at all,0.1627159501807955,12817,0.1563257516430151,0.16910614871857588
1989,male,Somewhat concerned,0.5642006802721088,12393,0.5554704052878421,0.5729309552563755
1989,male,Not concerned at all,0.26658163265306123,12393,0.2587966284885768,0.27436663681754564
1989,male,Very concerned,0.16921768707482993,12393,0.1626163129762486,0.17581906117341126
1989,female,Somewhat concerned,0.5971790085044597,12393,0.5885437337523531,0.6058142832565663
1989,female,Not concerned at all,0.22899813316739265,12393,0.2216001807737883,0.236396085560997
1989,female,Very concerned,0.1738228583281477,12393,0.1671508300617467,0.1804948865945487
1990,male,Somewhat concerned,0.5135416666666667,18165,0.5062730956646566,0.5208102376686767
1990,male,Not concerned at all,0.2523809523809524,18165,0.24606401114954238,0.25869789361236234
1990,male,Very concerned,0.23407738095238095,18165,0.22791979415119926,0.24023496775356265
