"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","maennlich","5.31","4.5","1022","5.23","5.39"
"2005","(Fach-)Abitur","weiblich","5.29","5.5","1262","5.21","5.37"
"2005","(noch) kein Abschluss","maennlich","4.97","4.5","415","4.82","5.12"
"2005","(noch) kein Abschluss","weiblich","4.98","4.5","474","4.84","5.12"
"2005","AkademikerIn","maennlich","5.49","5.5","2298","5.44","5.54"
"2005","AkademikerIn","weiblich","5.51","5.5","1851","5.45","5.57"
"2005","Hauptschule","maennlich","5.25","4.5","3626","5.2","5.3"
"2005","Hauptschule","weiblich","5.13","4.5","3862","5.08","5.18"
"2005","Realschule","maennlich","5.31","5.5","2283","5.25","5.37"
"2005","Realschule","weiblich","5.21","4.5","3081","5.16","5.26"
"2006","(Fach-)Abitur","maennlich","","","","",""
"2006","(Fach-)Abitur","weiblich","","","","",""
"2006","(noch) kein Abschluss","maennlich","","","","",""
"2006","(noch) kein Abschluss","weiblich","","","","",""
"2006","AkademikerIn","maennlich","","","","",""
"2006","AkademikerIn","weiblich","","","","",""
"2006","Hauptschule","maennlich","","","","",""
"2006","Hauptschule","weiblich","","","","",""
"2006","Realschule","maennlich","","","","",""
"2006","Realschule","weiblich","","","","",""
"2007","(Fach-)Abitur","maennlich","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerIn","maennlich","","","","",""
"2007","AkademikerIn","weiblich","","","","",""
"2007","Hauptschule","maennlich","","","","",""
"2007","Hauptschule","weiblich","","","","",""
"2007","Realschule","maennlich","","","","",""
"2007","Realschule","weiblich","","","","",""
"2008","(Fach-)Abitur","maennlich","","","","",""
"2008","(Fach-)Abitur","weiblich","","","","",""
"2008","(noch) kein Abschluss","maennlich","","","","",""
"2008","(noch) kein Abschluss","weiblich","","","","",""
"2008","AkademikerIn","maennlich","","","","",""
"2008","AkademikerIn","weiblich","","","","",""
"2008","Hauptschule","maennlich","","","","",""
"2008","Hauptschule","weiblich","","","","",""
"2008","Realschule","maennlich","","","","",""
"2008","Realschule","weiblich","","","","",""
"2009","(Fach-)Abitur","maennlich","","","","",""
"2009","(Fach-)Abitur","weiblich","","","","",""
"2009","(noch) kein Abschluss","maennlich","","","","",""
"2009","(noch) kein Abschluss","weiblich","","","","",""
"2009","AkademikerIn","maennlich","","","","",""
"2009","AkademikerIn","weiblich","","","","",""
"2009","Hauptschule","maennlich","","","","",""
"2009","Hauptschule","weiblich","","","","",""
"2009","Realschule","maennlich","","","","",""
"2009","Realschule","weiblich","","","","",""
"2010","(Fach-)Abitur","maennlich","5.28","4.5","848","5.2","5.36"
"2010","(Fach-)Abitur","weiblich","5.22","4.5","1046","5.13","5.31"
"2010","(noch) kein Abschluss","maennlich","5.09","4.5","212","4.88","5.3"
"2010","(noch) kein Abschluss","weiblich","5.17","4.5","195","4.96","5.38"
"2010","AkademikerIn","maennlich","5.36","5.5","2057","5.3","5.42"
"2010","AkademikerIn","weiblich","5.39","5.5","1762","5.33","5.45"
"2010","Hauptschule","maennlich","5.19","4.5","2675","5.13","5.25"
"2010","Hauptschule","weiblich","5.12","4.5","2876","5.06","5.18"
"2010","Realschule","maennlich","5.24","4.5","1878","5.18","5.3"
"2010","Realschule","weiblich","5.04","4.5","2579","4.98","5.1"
"2011","(Fach-)Abitur","maennlich","","","","",""
"2011","(Fach-)Abitur","weiblich","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","",""
"2011","AkademikerIn","maennlich","","","","",""
"2011","AkademikerIn","weiblich","","","","",""
"2011","Hauptschule","maennlich","","","","",""
"2011","Hauptschule","weiblich","","","","",""
"2011","Realschule","maennlich","","","","",""
"2011","Realschule","weiblich","","","","",""
"2012","(Fach-)Abitur","maennlich","","","","",""
"2012","(Fach-)Abitur","weiblich","","","","",""
"2012","(noch) kein Abschluss","maennlich","","","","",""
"2012","(noch) kein Abschluss","weiblich","","","","",""
"2012","AkademikerIn","maennlich","","","","",""
"2012","AkademikerIn","weiblich","","","","",""
"2012","Hauptschule","maennlich","","","","",""
"2012","Hauptschule","weiblich","","","","",""
"2012","Realschule","maennlich","","","","",""
"2012","Realschule","weiblich","","","","",""
"2013","(Fach-)Abitur","maennlich","","","","",""
