"year","bildungsniveau","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","(Fach-)Abitur","Ländlicher Raum","5.35","5.5","549","4","5","6","7","7","5.23","5.47","1","7","5","6"
"2005","(Fach-)Abitur","Städtischer Raum","5.29","4.5","1735","4","4","6","7","7","5.23","5.35","1","7","5","6"
"2005","(noch) kein Abschluss","Ländlicher Raum","4.86","4.5","256","3","4","6","7","7","4.67","5.05","1","7","5","5"
"2005","(noch) kein Abschluss","Städtischer Raum","5.02","4.5","633","3","4","6","7","7","4.9","5.14","1","7","5","5"
"2005","AkademikerIn","Ländlicher Raum","5.45","5.5","1221","4","5","6","7","7","5.38","5.52","1","7","6","6"
"2005","AkademikerIn","Städtischer Raum","5.52","5.5","2928","4","5","7","7","7","5.47","5.57","1","7","6","6"
"2005","Hauptschule","Ländlicher Raum","5.1","4.5","2595","3","4","6","7","7","5.04","5.16","1","7","5","6"
"2005","Hauptschule","Städtischer Raum","5.23","4.5","4893","3","4","7","7","7","5.19","5.27","1","7","5","6"
"2005","Realschule","Ländlicher Raum","5.23","5.5","2179","3","4","6","7","7","5.17","5.29","1","7","5","6"
"2005","Realschule","Städtischer Raum","5.26","4.5","3185","3","4","6","7","7","5.21","5.31","1","7","5","6"
"2006","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2006","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2007","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2008","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2009","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2009","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2009","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","Ländlicher Raum","5.2","4.5","487","4","4","6","7","7","5.08","5.32","1","7","5","5"
"2010","(Fach-)Abitur","Städtischer Raum","5.27","4.5","1407","3","4","6","7","7","5.2","5.34","1","7","5","6"
"2010","(noch) kein Abschluss","Ländlicher Raum","4.67","4.5","104","2","4","6","6","7","4.38","4.96","1","7","5","6"
"2010","(noch) kein Abschluss","Städtischer Raum","5.29","4.5","303","3","4","7","7","7","5.11","5.47","1","7","5","5"
"2010","AkademikerIn","Ländlicher Raum","5.44","5.5","1128","4","5","6","7","7","5.36","5.52","1","7","6","6"
"2010","AkademikerIn","Städtischer Raum","5.35","5.5","2691","3","5","6","7","7","5.3","5.4","1","7","6","6"
