year,hhtyp,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Single-person household,"Yes, Regularly",0.08756,93,1277,0.07205,0.10307
1991,Single-person household,"Yes, Occasionally",0.06919,76,1277,0.05527,0.08312
1991,Single-person household,No,0.82912,1108,1277,0.80847,0.84977
1991,Couple without children,"Yes, Regularly",0.05223,68,1621,0.04139,0.06306
1991,Couple without children,"Yes, Occasionally",0.03703,48,1621,0.02783,0.04623
1991,Couple without children,No,0.89092,1505,1621,0.87573,0.90610
1991,Single parent,No,0.93539,359,359,0.90993,0.96086
1991,Couple with children,"Yes, Regularly",0.03396,61,2972,0.02745,0.04048
1991,Couple with children,"Yes, Occasionally",0.01839,32,2972,0.01356,0.02322
1991,Couple with children,No,0.93995,2879,2972,0.93141,0.94849
1991,Multi-generational household,No,0.95148,147,147,0.91662,0.98633
1991,Other Combinations,No,0.93337,142,142,0.89221,0.97453
1994,Single-person household,"Yes, Regularly",0.08483,82,1323,0.06981,0.09985
1994,Single-person household,"Yes, Occasionally",0.06921,70,1323,0.05553,0.08290
1994,Single-person household,No,0.81295,1171,1323,0.79193,0.83397
1994,Couple without children,"Yes, Regularly",0.05639,70,1735,0.04553,0.06725
1994,Couple without children,"Yes, Occasionally",0.03596,44,1735,0.02720,0.04472
1994,Couple without children,No,0.88419,1621,1735,0.86913,0.89925
1994,Single parent,No,0.90107,331,331,0.86885,0.93328
1994,Couple with children,"Yes, Regularly",0.04362,75,2650,0.03584,0.05140
1994,Couple with children,"Yes, Occasionally",0.02300,42,2650,0.01729,0.02871
1994,Couple with children,No,0.90673,2533,2650,0.89566,0.91781
1994,Multi-generational household,No,0.82211,120,120,0.75340,0.89082
1994,Other Combinations,No,0.90593,156,156,0.85998,0.95189
1999,Single-person household,"Yes, Regularly",0.08613,105,1627,0.07249,0.09977
1999,Single-person household,"Yes, Occasionally",0.05814,74,1627,0.04676,0.06951
1999,Single-person household,No,0.84799,1448,1627,0.83054,0.86544
1999,Couple without children,"Yes, Regularly",0.06905,103,2141,0.05831,0.07980
1999,Couple without children,"Yes, Occasionally",0.03307,51,2141,0.02549,0.04064
1999,Couple without children,No,0.89087,1987,2141,0.87765,0.90408
1999,Single parent,No,0.93245,427,427,0.90861,0.95628
1999,Couple with children,"Yes, Regularly",0.04850,84,2716,0.04042,0.05659
1999,Couple with children,"Yes, Occasionally",0.01946,45,2716,0.01426,0.02466
1999,Couple with children,No,0.92516,2587,2716,0.91527,0.93506
1999,Multi-generational household,No,0.87313,92,92,0.80475,0.94152
1999,Other Combinations,No,0.88212,62,62,0.80119,0.96304
2000,Single-person household,"Yes, Regularly",0.08323,234,3229,0.07370,0.09275
2000,Single-person household,"Yes, Occasionally",0.04499,127,3229,0.03784,0.05214
2000,Single-person household,No,0.86252,2868,3229,0.85064,0.87440
2000,Couple without children,"Yes, Regularly",0.05590,194,3937,0.04872,0.06308
2000,Couple without children,"Yes, Occasionally",0.02834,100,3937,0.02315,0.03352
2000,Couple without children,No,0.90684,3643,3937,0.89776,0.91592
2000,Single parent,No,0.93580,719,719,0.91787,0.95373
2000,Couple with children,"Yes, Regularly",0.04283,159,4579,0.03696,0.04869
2000,Couple with children,"Yes, Occasionally",0.02010,82,4579,0.01603,0.02416
2000,Couple with children,No,0.92763,4338,4579,0.92012,0.93513
2000,Multi-generational household,No,0.92798,157,157,0.88741,0.96855
2000,Other Combinations,No,0.93799,151,151,0.89939,0.97658
2001,Single-person household,"Yes, Regularly",0.09158,231,2921,0.08112,0.10205
2001,Single-person household,"Yes, Occasionally",0.05369,138,2921,0.04551,0.06186
2001,Single-person household,No,0.85340,2552,2921,0.84057,0.86623
2001,Couple without children,"Yes, Regularly",0.06362,185,3575,0.05562,0.07162
2001,Couple without children,"Yes, Occasionally",0.03987,120,3575,0.03346,0.04629
2001,Couple without children,No,0.89155,3270,3575,0.88135,0.90174
2001,Single parent,No,0.93862,669,669,0.92042,0.95682
2001,Couple with children,"Yes, Regularly",0.04972,171,4158,0.04311,0.05633
2001,Couple with children,"Yes, Occasionally",0.01857,78,4158,0.01447,0.02268
2001,Couple with children,No,0.92602,3909,4158,0.91806,0.93397
2001,Multi-generational household,No,0.92855,147,147,0.88677,0.97033
2001,Other Combinations,No,0.82463,110,110,0.75324,0.89602
2002,Single-person household,"Yes, Regularly",0.08291,231,2918,0.07290,0.09291
2002,Single-person household,"Yes, Occasionally",0.05143,128,2918,0.04341,0.05944
2002,Single-person household,No,0.85874,2559,2918,0.84610,0.87137
2002,Couple without children,"Yes, Regularly",0.05438,269,3893,0.04726,0.06151
2002,Couple without children,"Yes, Occasionally",0.03109,141,3893,0.02563,0.03654
2002,Couple without children,No,0.91098,3483,3893,0.90204,0.91993
2002,Single parent,"Yes, Regularly",0.03074,31,700,0.01795,0.04354
2002,Single parent,No,0.95821,669,700,0.94338,0.97305
2002,Couple with children,"Yes, Regularly",0.03618,265,4368,0.03064,0.04172
2002,Couple with children,"Yes, Occasionally",0.01872,102,4368,0.01470,0.02275
2002,Couple with children,No,0.93977,4001,4368,0.93272,0.94683
2002,Multi-generational household,No,0.92334,136,136,0.87846,0.96822
2002,Other Combinations,No,0.89488,115,115,0.83858,0.95118
2003,Single-person household,"Yes, Regularly",0.08633,229,2900,0.07610,0.09655
2003,Single-person household,"Yes, Occasionally",0.05144,135,2900,0.04340,0.05949
2003,Single-person household,No,0.85657,2536,2900,0.84382,0.86933
2003,Couple without children,"Yes, Regularly",0.06325,281,3801,0.05551,0.07099
2003,Couple without children,"Yes, Occasionally",0.03062,127,3801,0.02515,0.03610
2003,Couple without children,No,0.90101,3393,3801,0.89151,0.91050
2003,Single parent,No,0.94624,657,657,0.92898,0.96350
2003,Couple with children,"Yes, Regularly",0.04142,268,4118,0.03534,0.04751
2003,Couple with children,"Yes, Occasionally",0.02404,111,4118,0.01936,0.02871
2003,Couple with children,No,0.92904,3739,4118,0.92120,0.93689
2003,Multi-generational household,No,0.95108,112,112,0.91096,0.99121
2003,Other Combinations,No,0.86491,98,98,0.79689,0.93294
2004,Single-person household,"Yes, Regularly",0.07074,183,2843,0.06131,0.08017
2004,Single-person household,"Yes, Occasionally",0.05237,132,2843,0.04418,0.06056
2004,Single-person household,No,0.87057,2528,2843,0.85823,0.88291
2004,Couple without children,"Yes, Regularly",0.04741,224,3807,0.04066,0.05416
2004,Couple without children,"Yes, Occasionally",0.03353,134,3807,0.02781,0.03925
