year,bula_h,hhtyp,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Schleswig-Holstein,Single-person household,No,0.86141,32,32,0.73978,0.98304
1991,Schleswig-Holstein,Couple without children,No,0.94574,41,41,0.87553,1.01594
1991,Schleswig-Holstein,Couple with children,No,0.91870,57,57,0.84712,0.99028
1991,Hamburg,Single-person household,No,0.83801,39,39,0.72086,0.95516
1991,Lower Saxony,Single-person household,No,0.84272,86,86,0.76532,0.92011
1991,Lower Saxony,Couple without children,No,0.86911,129,129,0.81069,0.92754
1991,Lower Saxony,Couple with children,No,0.91324,164,164,0.87003,0.95645
1991,North Rhine-Westphalia,Single-person household,"Yes, Regularly",0.15068,34,247,0.10598,0.19539
1991,North Rhine-Westphalia,Single-person household,No,0.76557,213,247,0.71263,0.81851
1991,North Rhine-Westphalia,Couple without children,No,0.86344,270,270,0.82241,0.90448
1991,North Rhine-Westphalia,Single parent,No,0.90223,61,61,0.82708,0.97738
1991,North Rhine-Westphalia,Couple with children,No,0.93727,523,523,0.91647,0.95807
1991,Hesse,Single-person household,No,0.80166,81,81,0.71428,0.88904
1991,Hesse,Couple without children,No,0.90836,115,115,0.85540,0.96132
1991,Hesse,Couple with children,No,0.92082,187,187,0.88202,0.95963
1991,"Rhineland-Palatinate, Saarland",Single-person household,No,0.81805,58,58,0.71789,0.91821
1991,"Rhineland-Palatinate, Saarland",Couple without children,No,0.85113,73,73,0.76891,0.93335
1991,"Rhineland-Palatinate, Saarland",Couple with children,No,0.92919,127,127,0.88440,0.97398
1991,Baden-Wuerttemberg,Single-person household,No,0.90482,130,130,0.85418,0.95546
1991,Baden-Wuerttemberg,Couple without children,No,0.93599,187,187,0.90082,0.97117
1991,Baden-Wuerttemberg,Single parent,No,0.95460,50,50,0.89631,1.01289
1991,Baden-Wuerttemberg,Couple with children,No,0.90063,382,382,0.87059,0.93067
1991,Bavaria,Single-person household,No,0.83414,149,149,0.77421,0.89406
