year,pgisced97,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Less important,0.50075,63,63,0.37629,0.62521
1990,Primary Level,Unimportant,0.17593,34,34,0.04602,0.30584
1990,Lower Secondary Level,Important,0.11831,239,1588,0.10242,0.13421
1990,Lower Secondary Level,Less important,0.33604,699,1588,0.31280,0.35928
1990,Lower Secondary Level,Unimportant,0.32916,650,1588,0.30604,0.35228
1990,Upper Secondary Level,Very important,0.01887,93,3854,0.01457,0.02317
1990,Upper Secondary Level,Important,0.16574,829,3854,0.15400,0.17748
1990,Upper Secondary Level,Less important,0.38645,1998,3854,0.37107,0.40183
1990,Upper Secondary Level,Unimportant,0.18771,934,3854,0.17538,0.20004
1990,Post-secondary Non-tertiary Level,Important,0.21293,56,169,0.15103,0.27484
1990,Post-secondary Non-tertiary Level,Less important,0.43073,113,169,0.35585,0.50561
1990,First Stage of Tertiary Education,Important,0.20251,122,487,0.16678,0.23824
1990,First Stage of Tertiary Education,Less important,0.41936,268,487,0.37548,0.46323
1990,First Stage of Tertiary Education,Unimportant,0.17119,97,487,0.13770,0.20468
1990,Second Stage of Tertiary Education,Very important,0.02908,34,654,0.01619,0.04197
1990,Second Stage of Tertiary Education,Important,0.24162,257,654,0.20879,0.27446
1990,Second Stage of Tertiary Education,Less important,0.27767,292,654,0.24332,0.31202
1990,Second Stage of Tertiary Education,Unimportant,0.06633,71,654,0.04724,0.08542
1992,Pre-primary Level,Less important,0.49040,81,81,0.38086,0.59995
1992,Primary Level,Unimportant,0.24517,59,59,0.13446,0.35589
1992,Lower Secondary Level,Important,0.07709,185,1899,0.06509,0.08909
1992,Lower Secondary Level,Less important,0.34165,793,1899,0.32031,0.36298
1992,Lower Secondary Level,Unimportant,0.44487,921,1899,0.42251,0.46723
1992,Upper Secondary Level,Very important,0.01650,101,5989,0.01327,0.01972
1992,Upper Secondary Level,Important,0.12364,733,5989,0.11530,0.13198
1992,Upper Secondary Level,Less important,0.47168,3064,5989,0.45903,0.48432
1992,Upper Secondary Level,Unimportant,0.33918,2091,5989,0.32719,0.35117
1992,Post-secondary Non-tertiary Level,Important,0.19078,62,284,0.14500,0.23656
1992,Post-secondary Non-tertiary Level,Less important,0.51185,167,284,0.45361,0.57009
1992,Post-secondary Non-tertiary Level,Unimportant,0.16658,55,284,0.12317,0.20999
1992,First Stage of Tertiary Education,Important,0.17503,129,727,0.14738,0.20267
1992,First Stage of Tertiary Education,Less important,0.49873,391,727,0.46236,0.53510
1992,First Stage of Tertiary Education,Unimportant,0.28506,207,727,0.25222,0.31790
1992,Second Stage of Tertiary Education,Very important,0.03492,53,1602,0.02593,0.04392
1992,Second Stage of Tertiary Education,Important,0.26210,390,1602,0.24056,0.28365
1992,Second Stage of Tertiary Education,Less important,0.51098,863,1602,0.48649,0.53546
1992,Second Stage of Tertiary Education,Unimportant,0.17238,296,1602,0.15388,0.19088
1995,Pre-primary Level,Important,0.14753,39,231,0.10170,0.19336
1995,Pre-primary Level,Less important,0.53852,142,231,0.47409,0.60295
1995,Pre-primary Level,Unimportant,0.18450,50,231,0.13437,0.23463
1995,Primary Level,Less important,0.13748,32,89,0.06554,0.20943
1995,Primary Level,Unimportant,0.21585,57,89,0.12989,0.30181
1995,Lower Secondary Level,Important,0.08680,169,1797,0.07378,0.09982
1995,Lower Secondary Level,Less important,0.36594,770,1797,0.34366,0.38822
1995,Lower Secondary Level,Unimportant,0.44339,858,1797,0.42041,0.46636
1995,Upper Secondary Level,Very important,0.01424,84,6040,0.01125,0.01722
1995,Upper Secondary Level,Important,0.12717,731,6040,0.11877,0.13557
1995,Upper Secondary Level,Less important,0.48978,3183,6040,0.47717,0.50239
1995,Upper Secondary Level,Unimportant,0.32465,2042,6040,0.31284,0.33646
1995,Post-secondary Non-tertiary Level,Important,0.19163,74,390,0.15252,0.23075
1995,Post-secondary Non-tertiary Level,Less important,0.51283,223,390,0.46315,0.56250
1995,Post-secondary Non-tertiary Level,Unimportant,0.21352,93,390,0.17280,0.25425
1995,First Stage of Tertiary Education,Important,0.16922,131,724,0.14188,0.19655
1995,First Stage of Tertiary Education,Less important,0.54035,418,724,0.50402,0.57668
1995,First Stage of Tertiary Education,Unimportant,0.25873,175,724,0.22681,0.29066
1995,Second Stage of Tertiary Education,Very important,0.03154,50,1698,0.02323,0.03986
1995,Second Stage of Tertiary Education,Important,0.22633,372,1698,0.20642,0.24624
1995,Second Stage of Tertiary Education,Less important,0.50796,896,1698,0.48417,0.53174
1995,Second Stage of Tertiary Education,Unimportant,0.21753,380,1698,0.19790,0.23716
2004,Pre-primary Level,Very important,0.05855,34,628,0.04017,0.07693
2004,Pre-primary Level,Important,0.24611,162,628,0.21239,0.27983
2004,Pre-primary Level,Less important,0.48527,324,628,0.44615,0.52439
2004,Pre-primary Level,Unimportant,0.18615,108,628,0.15569,0.21662
2004,Primary Level,Less important,0.39952,90,223,0.33509,0.46395
2004,Primary Level,Unimportant,0.47053,133,223,0.40487,0.53619
2004,Lower Secondary Level,Very important,0.01921,47,2538,0.01387,0.02455
2004,Lower Secondary Level,Important,0.13805,335,2538,0.12462,0.15147
2004,Lower Secondary Level,Less important,0.42491,1147,2538,0.40568,0.44415
2004,Lower Secondary Level,Unimportant,0.40172,1009,2538,0.38264,0.42080
2004,Upper Secondary Level,Very important,0.02408,262,10693,0.02117,0.02699
2004,Upper Secondary Level,Important,0.20894,2169,10693,0.20123,0.21665
2004,Upper Secondary Level,Less important,0.51534,5792,10693,0.50587,0.52482
