year,age_gr,pgisced97,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Pre-primary Level,Less important,0.50191,63,63,0.37745,0.62637
1990,17-29 y.,Lower Secondary Level,Important,0.16414,90,415,0.12846,0.19982
1990,17-29 y.,Lower Secondary Level,Less important,0.33954,200,415,0.29392,0.38515
1990,17-29 y.,Lower Secondary Level,Unimportant,0.20149,125,415,0.16285,0.24013
1990,17-29 y.,Upper Secondary Level,Important,0.14505,196,969,0.12286,0.16723
1990,17-29 y.,Upper Secondary Level,Less important,0.40044,558,969,0.36957,0.43131
1990,17-29 y.,Upper Secondary Level,Unimportant,0.14566,215,969,0.12344,0.16788
1990,17-29 y.,Post-secondary Non-tertiary Level,Less important,0.52911,61,61,0.40280,0.65541
1990,17-29 y.,First Stage of Tertiary Education,Less important,0.49493,44,44,0.34549,0.64437
1990,17-29 y.,Second Stage of Tertiary Education,Less important,0.24927,35,35,0.10386,0.39468
1990,30-45 y.,Lower Secondary Level,Important,0.13531,42,231,0.09110,0.17952
1990,30-45 y.,Lower Secondary Level,Less important,0.34898,109,231,0.28738,0.41058
1990,30-45 y.,Lower Secondary Level,Unimportant,0.24612,80,231,0.19045,0.30179
1990,30-45 y.,Upper Secondary Level,Important,0.17819,283,1172,0.15627,0.20011
1990,30-45 y.,Upper Secondary Level,Less important,0.41549,649,1172,0.38727,0.44372
1990,30-45 y.,Upper Secondary Level,Unimportant,0.15087,240,1172,0.13037,0.17137
1990,30-45 y.,First Stage of Tertiary Education,Important,0.22252,46,166,0.15906,0.28599
1990,30-45 y.,First Stage of Tertiary Education,Less important,0.49711,120,166,0.42082,0.57340
1990,30-45 y.,Second Stage of Tertiary Education,Important,0.27080,129,266,0.21729,0.32430
1990,30-45 y.,Second Stage of Tertiary Education,Less important,0.28638,137,266,0.23195,0.34081
1990,46-65 y.,Lower Secondary Level,Important,0.11266,74,573,0.08675,0.13857
1990,46-65 y.,Lower Secondary Level,Less important,0.38876,271,573,0.34882,0.42871
1990,46-65 y.,Lower Secondary Level,Unimportant,0.32273,228,573,0.28441,0.36104
1990,46-65 y.,Upper Secondary Level,Important,0.17629,264,1155,0.15430,0.19827
1990,46-65 y.,Upper Secondary Level,Less important,0.39377,607,1155,0.36558,0.42196
