year,age_gr,pgisced97,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Pre-primary Level,No,0.62931,312,312,0.57563,0.68299
2009,17-29 y.,Lower Secondary Level,No,0.88622,468,468,0.85742,0.91502
2009,17-29 y.,Upper Secondary Level,No,0.99001,1245,1245,0.98448,0.99553
2009,17-29 y.,Post-secondary Non-tertiary Level,No,0.99328,185,185,0.98148,1.00509
2009,17-29 y.,Second Stage of Tertiary Education,No,0.99430,244,244,0.98483,1.00377
2009,30-45 y.,Primary Level,No,0.97567,47,47,0.93115,1.02019
2009,30-45 y.,Lower Secondary Level,No,0.96603,267,267,0.94426,0.98780
2009,30-45 y.,Upper Secondary Level,Yes,0.01791,44,2331,0.01253,0.02330
2009,30-45 y.,Upper Secondary Level,No,0.98209,2287,2331,0.97670,0.98747
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.98606,431,431,0.97498,0.99714
2009,30-45 y.,First Stage of Tertiary Education,No,0.98517,428,428,0.97370,0.99663
2009,30-45 y.,Second Stage of Tertiary Education,No,0.99307,1134,1134,0.98824,0.99790
2009,46-65 y.,Primary Level,No,0.90804,51,51,0.82794,0.98814
2009,46-65 y.,Lower Secondary Level,Yes,0.07792,35,389,0.05125,0.10459
2009,46-65 y.,Lower Secondary Level,No,0.92208,354,389,0.89541,0.94875
2009,46-65 y.,Upper Secondary Level,Yes,0.08732,266,3294,0.07768,0.09696
2009,46-65 y.,Upper Secondary Level,No,0.91268,3028,3294,0.90304,0.92232
2009,46-65 y.,Post-secondary Non-tertiary Level,No,0.93640,262,262,0.90679,0.96601
2009,46-65 y.,First Stage of Tertiary Education,Yes,0.08154,41,545,0.05854,0.10453
2009,46-65 y.,First Stage of Tertiary Education,No,0.91846,504,545,0.89547,0.94146
2009,46-65 y.,Second Stage of Tertiary Education,Yes,0.06647,100,1759,0.05482,0.07811
2009,46-65 y.,Second Stage of Tertiary Education,No,0.93353,1659,1759,0.92189,0.94518
2009,66 and older,Primary Level,No,0.84378,34,34,0.71990,0.96765
2009,66 and older,Lower Secondary Level,Yes,0.31592,186,652,0.28021,0.35163
2009,66 and older,Lower Secondary Level,No,0.68408,466,652,0.64837,0.71979
2009,66 and older,Upper Secondary Level,Yes,0.27119,566,2173,0.25249,0.28988
2009,66 and older,Upper Secondary Level,No,0.72881,1607,2173,0.71012,0.74751
2009,66 and older,Post-secondary Non-tertiary Level,No,0.67767,69,69,0.56659,0.78876
2009,66 and older,First Stage of Tertiary Education,Yes,0.27985,83,316,0.23027,0.32943
2009,66 and older,First Stage of Tertiary Education,No,0.72015,233,316,0.67057,0.76973
2009,66 and older,Second Stage of Tertiary Education,Yes,0.25842,215,881,0.22950,0.28734
2009,66 and older,Second Stage of Tertiary Education,No,0.74158,666,881,0.71266,0.77050
2011,17-29 y.,Pre-primary Level,No,0.47233,313,313,0.41693,0.52773
2011,17-29 y.,Primary Level,No,0.67910,36,36,0.52444,0.83375
2011,17-29 y.,Lower Secondary Level,No,0.75040,464,464,0.71097,0.78982
2011,17-29 y.,Upper Secondary Level,No,0.91771,1337,1337,0.90297,0.93244
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.94981,213,213,0.92042,0.97920
2011,17-29 y.,First Stage of Tertiary Education,No,0.94121,50,50,0.87534,1.00707
2011,17-29 y.,Second Stage of Tertiary Education,No,0.92664,280,280,0.89604,0.95723
2011,30-45 y.,Primary Level,No,0.65056,60,60,0.52890,0.77222
2011,30-45 y.,Lower Secondary Level,No,0.72571,326,326,0.67721,0.77422
2011,30-45 y.,Upper Secondary Level,Yes,0.01973,52,2377,0.01413,0.02532
2011,30-45 y.,Upper Secondary Level,No,0.77082,2325,2377,0.75392,0.78773
2011,30-45 y.,Post-secondary Non-tertiary Level,No,0.76156,465,465,0.72278,0.80033
2011,30-45 y.,First Stage of Tertiary Education,No,0.85149,363,363,0.81486,0.88813
2011,30-45 y.,Second Stage of Tertiary Education,No,0.79700,1211,1211,0.77434,0.81967
2011,46-65 y.,Primary Level,No,0.79750,63,63,0.69747,0.89753
2011,46-65 y.,Lower Secondary Level,Yes,0.08842,47,536,0.06436,0.11248
2011,46-65 y.,Lower Secondary Level,No,0.86653,489,536,0.83771,0.89535
2011,46-65 y.,Upper Secondary Level,Yes,0.07960,333,4121,0.07133,0.08786
2011,46-65 y.,Upper Secondary Level,No,0.88553,3788,4121,0.87581,0.89525
2011,46-65 y.,Post-secondary Non-tertiary Level,No,0.87591,372,372,0.84236,0.90946
2011,46-65 y.,First Stage of Tertiary Education,Yes,0.06987,52,651,0.05027,0.08947
2011,46-65 y.,First Stage of Tertiary Education,No,0.89031,599,651,0.86628,0.91433
