year,age_gr,regtyp,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,No,0.91732,1852,1852,0.90477,0.92986
2009,17-29 y.,Rural regions,No,0.93699,968,968,0.92167,0.95230
2009,30-45 y.,Urban regions,Yes,0.01488,40,3074,0.01060,0.01916
2009,30-45 y.,Urban regions,No,0.98512,3034,3074,0.98084,0.98940
2009,30-45 y.,Rural regions,Yes,0.01757,36,1602,0.01113,0.02400
2009,30-45 y.,Rural regions,No,0.98243,1566,1602,0.97600,0.98887
2009,46-65 y.,Urban regions,Yes,0.07795,276,4036,0.06967,0.08622
2009,46-65 y.,Urban regions,No,0.92205,3760,4036,0.91378,0.93033
2009,46-65 y.,Rural regions,Yes,0.08554,183,2289,0.07408,0.09700
2009,46-65 y.,Rural regions,No,0.91446,2106,2289,0.90300,0.92592
2009,66 and older,Urban regions,Yes,0.27964,693,2698,0.26270,0.29658
2009,66 and older,Urban regions,No,0.72036,2005,2698,0.70342,0.73730
2009,66 and older,Rural regions,Yes,0.27397,391,1464,0.25112,0.29683
2009,66 and older,Rural regions,No,0.72603,1073,1464,0.70317,0.74888
2011,17-29 y.,Urban regions,No,0.83232,1985,1985,0.81589,0.84876
2011,17-29 y.,Rural regions,No,0.80993,970,970,0.78522,0.83463
2011,30-45 y.,Urban regions,Yes,0.01282,54,3191,0.00892,0.01673
2011,30-45 y.,Urban regions,No,0.78129,3137,3191,0.76694,0.79563
2011,30-45 y.,Rural regions,Yes,0.01558,35,1665,0.00963,0.02153
2011,30-45 y.,Rural regions,No,0.75633,1630,1665,0.73570,0.77696
2011,46-65 y.,Urban regions,Yes,0.07631,355,4859,0.06885,0.08378
2011,46-65 y.,Urban regions,No,0.88116,4504,4859,0.87206,0.89026
2011,46-65 y.,Rural regions,Yes,0.07267,218,2916,0.06325,0.08210
2011,46-65 y.,Rural regions,No,0.88636,2698,2916,0.87484,0.89788
2011,66 and older,Urban regions,Yes,0.24742,794,3306,0.23271,0.26213
2011,66 and older,Urban regions,No,0.75192,2512,3306,0.73719,0.76664
2011,66 and older,Rural regions,Yes,0.26007,475,1814,0.23988,0.28026
2011,66 and older,Rural regions,No,0.73883,1339,1814,0.71861,0.75905
2013,17-29 y.,Urban regions,No,0.67526,1699,1699,0.65298,0.69753
2013,17-29 y.,Rural regions,No,0.70922,811,811,0.67794,0.74049
2013,30-45 y.,Urban regions,Yes,0.01409,49,2669,0.00962,0.01856
2013,30-45 y.,Urban regions,No,0.65854,2620,2669,0.64055,0.67654
2013,30-45 y.,Rural regions,Yes,0.01438,33,1404,0.00815,0.02061
2013,30-45 y.,Rural regions,No,0.68724,1371,1404,0.66298,0.71150
2013,46-65 y.,Urban regions,Yes,0.07180,343,4489,0.06425,0.07935
2013,46-65 y.,Urban regions,No,0.81755,4146,4489,0.80625,0.82885
2013,46-65 y.,Rural regions,Yes,0.07763,229,2831,0.06777,0.08749
2013,46-65 y.,Rural regions,No,0.84903,2602,2831,0.83584,0.86222
2013,66 and older,Urban regions,Yes,0.26397,811,3177,0.24864,0.27930
2013,66 and older,Urban regions,No,0.72929,2366,3177,0.71384,0.74475
2013,66 and older,Rural regions,Yes,0.26519,459,1760,0.24456,0.28581
2013,66 and older,Rural regions,No,0.72743,1301,1760,0.70662,0.74824
2015,17-29 y.,Urban regions,No,0.87210,2605,2605,0.85927,0.88493
2015,17-29 y.,Rural regions,No,0.87777,1265,1265,0.85971,0.89583
