year,sex,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,male,Yes,0.08506,885,8598,0.07917,0.09096
2009,male,No,0.75072,7713,8598,0.74158,0.75986
2009,female,Yes,0.08046,769,9420,0.07497,0.08596
2009,female,No,0.77072,8651,9420,0.76223,0.77921
2011,male,Yes,0.08363,1101,9789,0.07815,0.08912
2011,male,No,0.68263,8688,9789,0.67341,0.69186
2011,female,Yes,0.06992,869,10956,0.06514,0.07469
2011,female,No,0.69766,10087,10956,0.68906,0.70626
2013,male,Yes,0.08486,1048,8834,0.07905,0.09067
2013,male,No,0.62167,7786,8834,0.61156,0.63179
2013,female,Yes,0.07537,902,10032,0.07021,0.08054
2013,female,No,0.64071,9130,10032,0.63132,0.65010
2015,male,Yes,0.09254,1148,11458,0.08724,0.09785
2015,male,No,0.72461,10310,11458,0.71643,0.73279
2015,female,Yes,0.07568,937,13582,0.07123,0.08013
2015,female,No,0.75738,12645,13582,0.75017,0.76459
2017,male,Yes,0.09314,1209,12261,0.08800,0.09829
2017,male,No,0.73167,11052,12261,0.72382,0.73951
2017,female,Yes,0.06971,938,14288,0.06554,0.07389
2017,female,No,0.77339,13350,14288,0.76652,0.78025
2019,male,Yes,0.09603,1329,12278,0.09082,0.10124
2019,male,No,0.72643,10949,12278,0.71854,0.73431
2019,female,Yes,0.07503,974,13440,0.07057,0.07948
2019,female,No,0.76527,12466,13440,0.75811,0.77244
2021,male,Yes,0.09531,942,9293,0.08934,0.10128
2021,male,No,0.72286,8351,9293,0.71376,0.73197
2021,female,Yes,0.08551,758,9867,0.08000,0.09103
2021,female,No,0.74261,9109,9867,0.73398,0.75123
