"hgeqpinsul","year","bula_h","quintil","n","percent","lower_confidence","upper_confidence"
"Ja","2015","Baden-Wuerttemberg","1","203","0.421328100791857","0.378558074230881","0.464098127352834"
"Ja","2015","Baden-Wuerttemberg","2","254","0.410932539680492","0.372962940164468","0.448902139196517"
"Ja","2015","Baden-Wuerttemberg","3","536","0.524260651652836","0.491972104541147","0.556549198764525"
"Ja","2015","Baden-Wuerttemberg","4","862","0.588609133205504","0.562271634742154","0.614946631668853"
"Ja","2015","Baden-Wuerttemberg","5","1047","0.630932465064596","0.606815964874919","0.655048965254274"
"Ja","2015","Bayern","1","263","0.354633819856848","0.320930647054939","0.388336992658756"
"Ja","2015","Bayern","2","496","0.40827676302056","0.378812479693283","0.437741046347837"
"Ja","2015","Bayern","3","687","0.529020633911555","0.502374120517349","0.555667147305761"
"Ja","2015","Bayern","4","926","0.52467850967003","0.500798537662616","0.548558481677445"
"Ja","2015","Bayern","5","1180","0.665575140074621","0.64359607165904","0.687554208490202"
"Ja","2015","Berlin","1","105","0.375956399057535","0.316389164193309","0.435523633921762"
"Ja","2015","Berlin","2","103","0.548995281783863","0.485375963872868","0.612614599694858"
"Ja","2015","Berlin","3","123","0.581692920135859","0.51992548819484","0.643460352076879"
"Ja","2015","Berlin","4","192","0.623360659722915","0.570518645292573","0.676202674153257"
"Ja","2015","Berlin","5","188","0.591855636464501","0.539146044627955","0.644565228301046"
"Ja","2015","Brandenburg","1","151","0.491971969890388","0.434132918725928","0.549811021054848"
"Ja","2015","Brandenburg","2","149","0.44583982000543","0.389964710868438","0.501714929142422"
"Ja","2015","Brandenburg","3","176","0.632882827352016","0.575704588655748","0.690061066048283"
"Ja","2015","Brandenburg","4","203","0.665935615552498","0.61326068855861","0.718610542546385"
"Ja","2015","Brandenburg","5","201","0.804984490947373","0.755371731740033","0.854597250154713"
"Ja","2015","Bremen","1","","","",""
"Ja","2015","Bremen","2","","","",""
"Ja","2015","Bremen","3","","","",""
"Ja","2015","Bremen","4","","","",""
"Ja","2015","Bremen","5","36","0.67253536278228","0.547368035892129","0.797702689672431"
"Ja","2015","Hamburg","1","32","0.366362180324866","0.268439683250073","0.464284677399659"
"Ja","2015","Hamburg","2","30","0.20525738638618","0.126096483603007","0.284418289169353"
"Ja","2015","Hamburg","3","56","0.39890514357997","0.317500905670437","0.480309381489504"
"Ja","2015","Hamburg","4","66","0.434364866550452","0.354776335246042","0.513953397854862"
"Ja","2015","Hamburg","5","120","0.508969866533842","0.441675258436686","0.576264474630998"
"Ja","2015","Hessen","1","89","0.204520377999896","0.166262843706254","0.242777912293537"
"Ja","2015","Hessen","2","188","0.398260168983279","0.354236209215333","0.442284128751225"
"Ja","2015","Hessen","3","316","0.540217184112418","0.498939564667179","0.581494803557656"
"Ja","2015","Hessen","4","364","0.529603440006068","0.490597546067573","0.568609333944562"
"Ja","2015","Hessen","5","521","0.573690645661454","0.539883111334898","0.607498179988011"
"Ja","2015","Mecklenburg-Vorpommern","1","86","0.464502317280275","0.387937891596069","0.541066742964481"
"Ja","2015","Mecklenburg-Vorpommern","2","109","0.690221602534983","0.616952273610645","0.763490931459322"
"Ja","2015","Mecklenburg-Vorpommern","3","163","0.784364540325274","0.725886830501452","0.842842250149096"
"Ja","2015","Mecklenburg-Vorpommern","4","138","0.828934687466579","0.773142909590297","0.884726465342861"
"Ja","2015","Mecklenburg-Vorpommern","5","81","0.816303053716946","0.742585343423499","0.890020764010393"
"Ja","2015","Niedersachsen","1","302","0.367506096134046","0.332555881407537","0.402456310860555"
"Ja","2015","Niedersachsen","2","405","0.577128938043898","0.541292315729651","0.612965560358146"
"Ja","2015","Niedersachsen","3","447","0.621014677842378","0.583918639318119","0.658110716366637"
"Ja","2015","Niedersachsen","4","644","0.637039195232528","0.606118220515648","0.667960169949408"
"Ja","2015","Niedersachsen","5","701","0.770851632317939","0.743499686363817","0.79820357827206"
"Ja","2015","Nordrhein-Westfalen","1","550","0.375921952959816","0.352069184118237","0.399774721801396"
"Ja","2015","Nordrhein-Westfalen","2","716","0.434071498624241","0.409429041907435","0.458713955341046"
"Ja","2015","Nordrhein-Westfalen","3","888","0.581977278029026","0.557082951647078","0.606871604410973"
"Ja","2015","Nordrhein-Westfalen","4","1140","0.593273427481676","0.570711726450241","0.615835128513112"
"Ja","2015","Nordrhein-Westfalen","5","1440","0.692328486982342","0.67256063425639","0.712096339708294"
"Ja","2015","Rheinland-Pfalz,Saarland","1","106","0.324544664601375","0.278945578919761","0.370143750282989"
"Ja","2015","Rheinland-Pfalz,Saarland","2","197","0.427389270394879","0.38372098100851","0.471057559781248"
"Ja","2015","Rheinland-Pfalz,Saarland","3","260","0.597869016158055","0.552157697671872","0.643580334644239"
