year,age_gr,regtyp,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Urban regions,Very concerned,0.45485,1060,2226,0.43416,0.47554
1994,17-29 y.,Urban regions,Somewhat concerned,0.46370,997,2226,0.44298,0.48443
1994,17-29 y.,Urban regions,Not concerned at all,0.08144,169,2226,0.07008,0.09281
1994,17-29 y.,Rural regions,Very concerned,0.48385,567,1101,0.45431,0.51338
1994,17-29 y.,Rural regions,Somewhat concerned,0.46322,474,1101,0.43375,0.49269
1994,17-29 y.,Rural regions,Not concerned at all,0.05293,60,1101,0.03970,0.06616
1994,30-45 y.,Urban regions,Very concerned,0.49748,1397,2687,0.47857,0.51639
1994,30-45 y.,Urban regions,Somewhat concerned,0.46043,1193,2687,0.44158,0.47928
1994,30-45 y.,Urban regions,Not concerned at all,0.04209,97,2687,0.03449,0.04968
1994,30-45 y.,Rural regions,Very concerned,0.53097,835,1440,0.50519,0.55676
1994,30-45 y.,Rural regions,Somewhat concerned,0.43426,563,1440,0.40865,0.45987
1994,30-45 y.,Rural regions,Not concerned at all,0.03477,42,1440,0.02530,0.04423
1994,46-65 y.,Urban regions,Very concerned,0.62014,1560,2557,0.60132,0.63896
1994,46-65 y.,Urban regions,Somewhat concerned,0.34629,884,2557,0.32785,0.36474
1994,46-65 y.,Urban regions,Not concerned at all,0.03357,113,2557,0.02658,0.04055
1994,46-65 y.,Rural regions,Very concerned,0.70052,945,1292,0.67553,0.72551
1994,46-65 y.,Rural regions,Somewhat concerned,0.28249,347,1292,0.25793,0.30705
1994,66 and older,Urban regions,Very concerned,0.68871,662,962,0.65944,0.71799
1994,66 and older,Urban regions,Somewhat concerned,0.28202,268,962,0.25357,0.31047
1994,66 and older,Urban regions,Not concerned at all,0.02926,32,962,0.01861,0.03992
1994,66 and older,Rural regions,Very concerned,0.72751,384,497,0.68832,0.76669
1994,66 and older,Rural regions,Somewhat concerned,0.24749,113,497,0.20951,0.28547
1995,17-29 y.,Urban regions,Very concerned,0.40369,957,2214,0.38325,0.42413
1995,17-29 y.,Urban regions,Somewhat concerned,0.50994,1070,2214,0.48911,0.53077
1995,17-29 y.,Urban regions,Not concerned at all,0.08637,187,2214,0.07467,0.09808
1995,17-29 y.,Rural regions,Very concerned,0.49735,580,1105,0.46785,0.52684
1995,17-29 y.,Rural regions,Somewhat concerned,0.44310,465,1105,0.41380,0.47240
1995,17-29 y.,Rural regions,Not concerned at all,0.05955,60,1105,0.04559,0.07351
1995,30-45 y.,Urban regions,Very concerned,0.45507,1352,2868,0.43684,0.47330
1995,30-45 y.,Urban regions,Somewhat concerned,0.47610,1330,2868,0.45782,0.49439
1995,30-45 y.,Urban regions,Not concerned at all,0.06883,186,2868,0.05956,0.07809
