year,pgisced97,regtyp,plh0040,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,Urban regions,Very concerned,0.49514,74,12438,0.49395,0.49632
1994,Pre-primary Level,Urban regions,Somewhat concerned,0.50486,80,12438,0.50368,0.50605
1994,Pre-primary Level,Rural regions,Somewhat concerned,1.00000,35,12438,1.00000,1.00000
1994,Primary Level,Urban regions,Very concerned,0.49632,225,12438,0.49542,0.49723
1994,Primary Level,Urban regions,Somewhat concerned,0.39022,185,12438,0.38934,0.39111
1994,Primary Level,Urban regions,Not concerned at all,0.11345,50,12438,0.11288,0.11403
1994,Primary Level,Rural regions,Very concerned,0.42818,33,12438,0.42622,0.43013
1994,Primary Level,Rural regions,Somewhat concerned,0.57182,41,12438,0.56987,0.57378
1994,Lower Secondary Level,Urban regions,Very concerned,0.61113,1005,12438,0.61081,0.61145
1994,Lower Secondary Level,Urban regions,Somewhat concerned,0.35040,623,12438,0.35008,0.35071
1994,Lower Secondary Level,Urban regions,Not concerned at all,0.03848,89,12438,0.03835,0.03860
1994,Lower Secondary Level,Rural regions,Very concerned,0.60732,454,12438,0.60683,0.60781
1994,Lower Secondary Level,Rural regions,Somewhat concerned,0.39268,269,12438,0.39219,0.39317
1994,Upper Secondary Level,Urban regions,Very concerned,0.58155,2365,12438,0.58135,0.58175
1994,Upper Secondary Level,Urban regions,Somewhat concerned,0.38192,1590,12438,0.38172,0.38211
1994,Upper Secondary Level,Urban regions,Not concerned at all,0.03653,162,12438,0.03646,0.03661
1994,Upper Secondary Level,Rural regions,Very concerned,0.62499,1532,12438,0.62471,0.62528
1994,Upper Secondary Level,Rural regions,Somewhat concerned,0.35216,830,12438,0.35188,0.35244
1994,Upper Secondary Level,Rural regions,Not concerned at all,0.02285,62,12438,0.02276,0.02293
1994,Post-secondary Non-tertiary Level,Urban regions,Very concerned,0.42333,115,12438,0.42249,0.42416
1994,Post-secondary Non-tertiary Level,Urban regions,Somewhat concerned,0.57667,151,12438,0.57584,0.57751
1994,Post-secondary Non-tertiary Level,Rural regions,Very concerned,0.53730,55,12438,0.53589,0.53871
1994,Post-secondary Non-tertiary Level,Rural regions,Somewhat concerned,0.46270,45,12438,0.46129,0.46411
1994,First Stage of Tertiary Education,Urban regions,Very concerned,0.61542,274,12438,0.61486,0.61598
