year,age_gr,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Very concerned,0.46397,1627,3327,0.44702,0.48091
1994,17-29 y.,Somewhat concerned,0.46355,1471,3327,0.44661,0.48050
1994,17-29 y.,Not concerned at all,0.07248,229,3327,0.06367,0.08129
1994,30-45 y.,Very concerned,0.50743,2232,4127,0.49218,0.52269
1994,30-45 y.,Somewhat concerned,0.45265,1756,4127,0.43747,0.46784
1994,30-45 y.,Not concerned at all,0.03991,139,4127,0.03394,0.04589
1994,46-65 y.,Very concerned,0.64538,2505,3876,0.63032,0.66044
1994,46-65 y.,Somewhat concerned,0.32626,1231,3876,0.31149,0.34102
1994,46-65 y.,Not concerned at all,0.02836,140,3876,0.02314,0.03359
1994,66 and older,Very concerned,0.70093,1046,1471,0.67753,0.72434
1994,66 and older,Somewhat concerned,0.27115,381,1471,0.24842,0.29387
1994,66 and older,Not concerned at all,0.02792,44,1471,0.01950,0.03634
1995,17-29 y.,Very concerned,0.43357,1537,3319,0.41670,0.45043
1995,17-29 y.,Somewhat concerned,0.48862,1535,3319,0.47161,0.50563
1995,17-29 y.,Not concerned at all,0.07782,247,3319,0.06870,0.08693
1995,30-45 y.,Very concerned,0.47559,2201,4401,0.46083,0.49035
1995,30-45 y.,Somewhat concerned,0.46295,1964,4401,0.44822,0.47769
1995,30-45 y.,Not concerned at all,0.06146,236,4401,0.05436,0.06855
1995,46-65 y.,Very concerned,0.63301,2485,3940,0.61796,0.64807
1995,46-65 y.,Somewhat concerned,0.33561,1317,3940,0.32087,0.35036
1995,46-65 y.,Not concerned at all,0.03137,138,3940,0.02593,0.03681
1995,66 and older,Very concerned,0.69885,1062,1502,0.67564,0.72206
1995,66 and older,Somewhat concerned,0.26575,387,1502,0.24340,0.28810
1995,66 and older,Not concerned at all,0.03540,53,1502,0.02605,0.04475
1996,17-29 y.,Very concerned,0.46550,1502,3126,0.44802,0.48299
1996,17-29 y.,Somewhat concerned,0.47364,1448,3126,0.45614,0.49115
1996,17-29 y.,Not concerned at all,0.06085,176,3126,0.05247,0.06923
1996,30-45 y.,Very concerned,0.50703,2339,4404,0.49226,0.52179
1996,30-45 y.,Somewhat concerned,0.44406,1876,4404,0.42938,0.45873
1996,30-45 y.,Not concerned at all,0.04892,189,4404,0.04254,0.05529
