year,regtyp,sex,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Urban regions,male,Very concerned,0.52638,2142,4069,0.51103,0.54172
1994,Urban regions,male,Somewhat concerned,0.42062,1700,4069,0.40545,0.43579
1994,Urban regions,male,Not concerned at all,0.05301,227,4069,0.04612,0.05989
1994,Urban regions,female,Very concerned,0.59510,2537,4363,0.58053,0.60967
1994,Urban regions,female,Somewhat concerned,0.36714,1642,4363,0.35284,0.38145
1994,Urban regions,female,Not concerned at all,0.03776,184,4363,0.03210,0.04342
1994,Rural regions,male,Very concerned,0.57764,1265,2112,0.55657,0.59871
1994,Rural regions,male,Somewhat concerned,0.38573,765,2112,0.36496,0.40649
1994,Rural regions,male,Not concerned at all,0.03664,82,2112,0.02862,0.04465
1994,Rural regions,female,Very concerned,0.64500,1466,2257,0.62525,0.66474
1994,Rural regions,female,Somewhat concerned,0.32929,732,2257,0.30990,0.34868
1994,Rural regions,female,Not concerned at all,0.02571,59,2257,0.01918,0.03224
1995,Urban regions,male,Very concerned,0.51265,2090,4170,0.49748,0.52783
1995,Urban regions,male,Somewhat concerned,0.42150,1790,4170,0.40651,0.43649
1995,Urban regions,male,Not concerned at all,0.06584,290,4170,0.05832,0.07337
1995,Urban regions,female,Very concerned,0.56007,2448,4491,0.54555,0.57458
1995,Urban regions,female,Somewhat concerned,0.39004,1807,4491,0.37577,0.40431
1995,Urban regions,female,Not concerned at all,0.04989,236,4491,0.04353,0.05626
1995,Rural regions,male,Very concerned,0.57721,1272,2185,0.55649,0.59793
1995,Rural regions,male,Somewhat concerned,0.37550,819,2185,0.35519,0.39581
1995,Rural regions,male,Not concerned at all,0.04729,94,2185,0.03839,0.05619
1995,Rural regions,female,Very concerned,0.63209,1475,2316,0.61244,0.65173
1995,Rural regions,female,Somewhat concerned,0.34553,787,2316,0.32616,0.36491
1995,Rural regions,female,Not concerned at all,0.02238,54,2316,0.01635,0.02840
1996,Urban regions,male,Very concerned,0.53223,2131,4058,0.51687,0.54758
1996,Urban regions,male,Somewhat concerned,0.41671,1721,4058,0.40154,0.43189
1996,Urban regions,male,Not concerned at all,0.05106,206,4058,0.04428,0.05783
1996,Urban regions,female,Very concerned,0.59575,2514,4385,0.58123,0.61028
1996,Urban regions,female,Somewhat concerned,0.36687,1706,4385,0.35261,0.38114
1996,Urban regions,female,Not concerned at all,0.03737,165,4385,0.03176,0.04299
1996,Rural regions,male,Very concerned,0.61819,1322,2168,0.59773,0.63864
1996,Rural regions,male,Somewhat concerned,0.34206,768,2168,0.32209,0.36204
1996,Rural regions,male,Not concerned at all,0.03975,78,2168,0.03153,0.04798
1996,Rural regions,female,Very concerned,0.67637,1514,2286,0.65718,0.69555
1996,Rural regions,female,Somewhat concerned,0.30524,716,2286,0.28635,0.32412
1996,Rural regions,female,Not concerned at all,0.01840,56,2286,0.01289,0.02391
1997,Urban regions,male,Very concerned,0.56499,2218,4025,0.54967,0.58031
1997,Urban regions,male,Somewhat concerned,0.38835,1619,4025,0.37329,0.40341
1997,Urban regions,male,Not concerned at all,0.04666,188,4025,0.04014,0.05318
1997,Urban regions,female,Very concerned,0.63088,2612,4299,0.61645,0.64530
1997,Urban regions,female,Somewhat concerned,0.33950,1538,4299,0.32535,0.35366
1997,Urban regions,female,Not concerned at all,0.02962,149,4299,0.02455,0.03469
1997,Rural regions,male,Very concerned,0.63406,1318,2140,0.61364,0.65447
1997,Rural regions,male,Somewhat concerned,0.33610,753,2140,0.31608,0.35612
1997,Rural regions,male,Not concerned at all,0.02984,69,2140,0.02263,0.03706
1997,Rural regions,female,Very concerned,0.69424,1550,2265,0.67527,0.71322
1997,Rural regions,female,Somewhat concerned,0.28553,669,2265,0.26693,0.30414
1997,Rural regions,female,Not concerned at all,0.02022,46,2265,0.01442,0.02602
1998,Urban regions,male,Very concerned,0.52903,2284,4422,0.51431,0.54374
1998,Urban regions,male,Somewhat concerned,0.41156,1880,4422,0.39705,0.42606
1998,Urban regions,male,Not concerned at all,0.05941,258,4422,0.05245,0.06638
1998,Urban regions,female,Very concerned,0.59935,2732,4744,0.58540,0.61330
1998,Urban regions,female,Somewhat concerned,0.36142,1833,4744,0.34775,0.37510
1998,Urban regions,female,Not concerned at all,0.03923,179,4744,0.03370,0.04475
1998,Rural regions,male,Very concerned,0.58354,1348,2394,0.56379,0.60329
1998,Rural regions,male,Somewhat concerned,0.38601,963,2394,0.36651,0.40552
1998,Rural regions,male,Not concerned at all,0.03045,83,2394,0.02356,0.03733
1998,Rural regions,female,Very concerned,0.66470,1617,2506,0.64621,0.68318
1998,Rural regions,female,Somewhat concerned,0.31495,835,2506,0.29676,0.33314
1998,Rural regions,female,Not concerned at all,0.02036,54,2506,0.01483,0.02589
1999,Urban regions,male,Very concerned,0.48228,2057,4278,0.46730,0.49725
1999,Urban regions,male,Somewhat concerned,0.42946,1838,4278,0.41462,0.44429
1999,Urban regions,male,Not concerned at all,0.08826,383,4278,0.07976,0.09676
1999,Urban regions,female,Very concerned,0.55508,2449,4584,0.54070,0.56947
1999,Urban regions,female,Somewhat concerned,0.39364,1881,4584,0.37949,0.40778
1999,Urban regions,female,Not concerned at all,0.05128,254,4584,0.04489,0.05766
1999,Rural regions,male,Very concerned,0.54327,1254,2316,0.52298,0.56356
1999,Rural regions,male,Somewhat concerned,0.40217,927,2316,0.38220,0.42214
1999,Rural regions,male,Not concerned at all,0.05456,135,2316,0.04531,0.06381
1999,Rural regions,female,Very concerned,0.61319,1503,2454,0.59392,0.63246
1999,Rural regions,female,Somewhat concerned,0.34730,853,2454,0.32846,0.36614
1999,Rural regions,female,Not concerned at all,0.03951,98,2454,0.03180,0.04722
2000,Urban regions,male,Very concerned,0.48343,3529,7470,0.47210,0.49477
2000,Urban regions,male,Somewhat concerned,0.41857,3205,7470,0.40738,0.42976
2000,Urban regions,male,Not concerned at all,0.09800,736,7470,0.09125,0.10474
2000,Urban regions,female,Very concerned,0.55804,4430,8156,0.54727,0.56882
2000,Urban regions,female,Somewhat concerned,0.37768,3171,8156,0.36716,0.38820
2000,Urban regions,female,Not concerned at all,0.06427,555,8156,0.05895,0.06960
2000,Rural regions,male,Very concerned,0.52741,2114,4020,0.51197,0.54284
2000,Rural regions,male,Somewhat concerned,0.39887,1606,4020,0.38373,0.41400
2000,Rural regions,male,Not concerned at all,0.07373,300,4020,0.06565,0.08180
2000,Rural regions,female,Very concerned,0.61244,2592,4286,0.59785,0.62703
2000,Rural regions,female,Somewhat concerned,0.34109,1503,4286,0.32689,0.35528
2000,Rural regions,female,Not concerned at all,0.04647,191,4286,0.04017,0.05277
2001,Urban regions,male,Very concerned,0.44823,2997,6792,0.43641,0.46006
2001,Urban regions,male,Somewhat concerned,0.44823,3102,6792,0.43640,0.46006
2001,Urban regions,male,Not concerned at all,0.10354,693,6792,0.09629,0.11078
2001,Urban regions,female,Very concerned,0.51570,3724,7434,0.50434,0.52706
2001,Urban regions,female,Somewhat concerned,0.40808,3141,7434,0.39690,0.41925
2001,Urban regions,female,Not concerned at all,0.07622,569,7434,0.07019,0.08226
2001,Rural regions,male,Very concerned,0.51849,1852,3660,0.50230,0.53468
2001,Rural regions,male,Somewhat concerned,0.40520,1525,3660,0.38929,0.42110
2001,Rural regions,male,Not concerned at all,0.07632,283,3660,0.06771,0.08492
2001,Rural regions,female,Very concerned,0.57569,2198,3871,0.56011,0.59126
2001,Rural regions,female,Somewhat concerned,0.37170,1476,3871,0.35648,0.38693
2001,Rural regions,female,Not concerned at all,0.05261,197,3871,0.04558,0.05965
2002,Urban regions,male,Very concerned,0.44067,3042,7336,0.42930,0.45203
2002,Urban regions,male,Somewhat concerned,0.44525,3438,7336,0.43388,0.45663
2002,Urban regions,male,Not concerned at all,0.11408,856,7336,0.10681,0.12136
2002,Urban regions,female,Very concerned,0.51802,3805,7894,0.50700,0.52905
2002,Urban regions,female,Somewhat concerned,0.41168,3459,7894,0.40082,0.42254
2002,Urban regions,female,Not concerned at all,0.07029,630,7894,0.06465,0.07593
2002,Rural regions,male,Very concerned,0.49134,1779,3742,0.47532,0.50736
2002,Rural regions,male,Somewhat concerned,0.42265,1633,3742,0.40682,0.43847
2002,Rural regions,male,Not concerned at all,0.08601,330,3742,0.07703,0.09500
2002,Rural regions,female,Very concerned,0.56346,2128,3929,0.54795,0.57897
2002,Rural regions,female,Somewhat concerned,0.39162,1619,3929,0.37636,0.40689
2002,Rural regions,female,Not concerned at all,0.04492,182,3929,0.03844,0.05140
2003,Urban regions,male,Very concerned,0.40299,2647,7063,0.39155,0.41443
2003,Urban regions,male,Somewhat concerned,0.47772,3551,7063,0.46607,0.48937
2003,Urban regions,male,Not concerned at all,0.11929,865,7063,0.11173,0.12685
2003,Urban regions,female,Very concerned,0.46228,3305,7628,0.45109,0.47347
2003,Urban regions,female,Somewhat concerned,0.45656,3636,7628,0.44538,0.46774
2003,Urban regions,female,Not concerned at all,0.08116,687,7628,0.07503,0.08729
2003,Rural regions,male,Very concerned,0.45604,1536,3572,0.43970,0.47237
2003,Rural regions,male,Somewhat concerned,0.46557,1743,3572,0.44921,0.48193
2003,Rural regions,male,Not concerned at all,0.07839,293,3572,0.06958,0.08721
2003,Rural regions,female,Very concerned,0.50265,1828,3799,0.48675,0.51856
2003,Rural regions,female,Somewhat concerned,0.44223,1753,3799,0.42643,0.45802
2003,Rural regions,female,Not concerned at all,0.05512,218,3799,0.04786,0.06238
2004,Urban regions,male,Very concerned,0.39998,2576,6853,0.38838,0.41158
