year,pgisced97,quintil_oecd,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No answer / don't know,1st Quintile,Very concerned,0.56353,37,37,0.40152,0.72554
1994,Pre-primary Level,3rd Quintile,Very concerned,0.45484,31,31,0.27665,0.63303
1994,Primary Level,1st Quintile,Very concerned,0.47102,96,181,0.39809,0.54394
1994,Primary Level,1st Quintile,Somewhat concerned,0.44048,85,181,0.36795,0.51300
1994,Primary Level,2nd Quintile,Very concerned,0.42432,66,118,0.33476,0.51388
1994,Primary Level,2nd Quintile,Somewhat concerned,0.41590,52,118,0.32659,0.50521
1994,Primary Level,3rd Quintile,Very concerned,0.52152,50,95,0.42054,0.62251
1994,Primary Level,3rd Quintile,Somewhat concerned,0.36960,45,95,0.27202,0.46718
1994,Primary Level,4th Quintile,Very concerned,0.50949,33,64,0.38605,0.63294
1994,Primary Level,4th Quintile,Somewhat concerned,0.43790,31,64,0.31539,0.56041
1994,Lower Secondary Level,1st Quintile,Very concerned,0.61500,424,714,0.57929,0.65072
1994,Lower Secondary Level,1st Quintile,Somewhat concerned,0.34426,248,714,0.30939,0.37914
1994,Lower Secondary Level,1st Quintile,Not concerned at all,0.04074,42,714,0.02623,0.05525
1994,Lower Secondary Level,2nd Quintile,Very concerned,0.59739,335,549,0.55633,0.63846
1994,Lower Secondary Level,2nd Quintile,Somewhat concerned,0.38109,214,549,0.34042,0.42175
1994,Lower Secondary Level,3rd Quintile,Very concerned,0.61594,317,501,0.57330,0.65857
1994,Lower Secondary Level,3rd Quintile,Somewhat concerned,0.35501,184,501,0.31307,0.39696
1994,Lower Secondary Level,4th Quintile,Very concerned,0.58414,230,385,0.53484,0.63344
1994,Lower Secondary Level,4th Quintile,Somewhat concerned,0.36563,155,385,0.31746,0.41380
1994,Lower Secondary Level,5th Quintile,Very concerned,0.59748,152,243,0.53570,0.65927
1994,Lower Secondary Level,5th Quintile,Somewhat concerned,0.36072,91,243,0.30022,0.42123
1994,Upper Secondary Level,1st Quintile,Very concerned,0.65523,774,1195,0.62827,0.68219
1994,Upper Secondary Level,1st Quintile,Somewhat concerned,0.31775,386,1195,0.29134,0.34416
1994,Upper Secondary Level,1st Quintile,Not concerned at all,0.02702,35,1195,0.01782,0.03622
1994,Upper Secondary Level,2nd Quintile,Very concerned,0.61305,876,1402,0.58754,0.63855
1994,Upper Secondary Level,2nd Quintile,Somewhat concerned,0.35802,476,1402,0.33292,0.38312
1994,Upper Secondary Level,2nd Quintile,Not concerned at all,0.02893,50,1402,0.02015,0.03771
1994,Upper Secondary Level,3rd Quintile,Very concerned,0.60967,820,1367,0.58380,0.63554
1994,Upper Secondary Level,3rd Quintile,Somewhat concerned,0.36225,502,1367,0.33676,0.38774
1994,Upper Secondary Level,3rd Quintile,Not concerned at all,0.02809,45,1367,0.01932,0.03685
1994,Upper Secondary Level,4th Quintile,Very concerned,0.56868,789,1372,0.54246,0.59490
1994,Upper Secondary Level,4th Quintile,Somewhat concerned,0.39420,536,1372,0.36833,0.42007
1994,Upper Secondary Level,4th Quintile,Not concerned at all,0.03712,47,1372,0.02711,0.04712
1994,Upper Secondary Level,5th Quintile,Very concerned,0.54555,636,1203,0.51740,0.57370
1994,Upper Secondary Level,5th Quintile,Somewhat concerned,0.41669,520,1203,0.38882,0.44456
1994,Upper Secondary Level,5th Quintile,Not concerned at all,0.03776,47,1203,0.02698,0.04854
1994,Post-secondary Non-tertiary Level,1st Quintile,Very concerned,0.43456,34,65,0.31312,0.55601
1994,Post-secondary Non-tertiary Level,1st Quintile,Somewhat concerned,0.53069,31,65,0.40842,0.65296
