year,migback,sex,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,male,Very concerned,0.54638,2684,4738,0.53220,0.56056
1994,No migration background,male,Somewhat concerned,0.41042,1869,4738,0.39641,0.42443
1994,No migration background,male,Not concerned at all,0.04320,185,4738,0.03741,0.04899
1994,No migration background,female,Very concerned,0.61500,3237,5238,0.60182,0.62818
1994,No migration background,female,Somewhat concerned,0.35543,1860,5238,0.34247,0.36840
1994,No migration background,female,Not concerned at all,0.02956,141,5238,0.02498,0.03415
1994,Direct migration background,male,Very concerned,0.52650,614,1200,0.49824,0.55477
1994,Direct migration background,male,Somewhat concerned,0.40808,486,1200,0.38026,0.43590
1994,Direct migration background,male,Not concerned at all,0.06542,100,1200,0.05142,0.07941
1994,Direct migration background,female,Very concerned,0.58492,637,1139,0.55630,0.61355
1994,Direct migration background,female,Somewhat concerned,0.35200,420,1139,0.32425,0.37975
1994,Direct migration background,female,Not concerned at all,0.06308,82,1139,0.04895,0.07720
1994,Indirect migration background,male,Very concerned,0.46731,109,219,0.40108,0.53354
1994,Indirect migration background,male,Somewhat concerned,0.39161,110,219,0.32681,0.45640
1994,Indirect migration background,female,Very concerned,0.55089,129,223,0.48546,0.61632
1994,Indirect migration background,female,Somewhat concerned,0.38039,94,223,0.31652,0.44425
1995,No migration background,male,Very concerned,0.53934,2568,4714,0.52511,0.55357
1995,No migration background,male,Somewhat concerned,0.40620,1904,4714,0.39218,0.42022
1995,No migration background,male,Not concerned at all,0.05446,242,4714,0.04798,0.06093
1995,No migration background,female,Very concerned,0.58979,3097,5199,0.57642,0.60316
1995,No migration background,female,Somewhat concerned,0.37510,1938,5199,0.36194,0.38826
1995,No migration background,female,Not concerned at all,0.03511,164,5199,0.03011,0.04012
1995,Direct migration background,male,Very concerned,0.50765,682,1391,0.48137,0.53394
1995,Direct migration background,male,Somewhat concerned,0.40697,587,1391,0.38114,0.43280
1995,Direct migration background,male,Not concerned at all,0.08538,122,1391,0.07069,0.10007
1995,Direct migration background,female,Very concerned,0.55183,709,1357,0.52536,0.57830
1995,Direct migration background,female,Somewhat concerned,0.37151,538,1357,0.34579,0.39723
1995,Direct migration background,female,Not concerned at all,0.07666,110,1357,0.06250,0.09082
1995,Indirect migration background,male,Very concerned,0.46064,112,230,0.39608,0.52520
1995,Indirect migration background,male,Somewhat concerned,0.43549,118,230,0.37127,0.49971
1995,Indirect migration background,female,Very concerned,0.45989,117,235,0.39603,0.52375
1995,Indirect migration background,female,Somewhat concerned,0.46592,118,235,0.40201,0.52984
1996,No migration background,male,Very concerned,0.56807,2685,4672,0.55386,0.58227
1996,No migration background,male,Somewhat concerned,0.38741,1795,4672,0.37344,0.40138
1996,No migration background,male,Not concerned at all,0.04452,192,4672,0.03861,0.05044
1996,No migration background,female,Very concerned,0.63095,3189,5122,0.61774,0.64417
1996,No migration background,female,Somewhat concerned,0.34249,1796,5122,0.32949,0.35549
1996,No migration background,female,Not concerned at all,0.02656,137,5122,0.02215,0.03096
1996,Direct migration background,male,Very concerned,0.51892,653,1290,0.49164,0.54620
1996,Direct migration background,male,Somewhat concerned,0.41672,564,1290,0.38981,0.44364
1996,Direct migration background,male,Not concerned at all,0.06436,73,1290,0.05096,0.07775
1996,Direct migration background,female,Very concerned,0.56013,686,1272,0.53284,0.58742
1996,Direct migration background,female,Somewhat concerned,0.37771,513,1272,0.35106,0.40437
1996,Direct migration background,female,Not concerned at all,0.06216,73,1272,0.04888,0.07543
1996,Indirect migration background,male,Very concerned,0.47847,115,245,0.41579,0.54115
1996,Indirect migration background,male,Somewhat concerned,0.47048,130,245,0.40785,0.53311
1996,Indirect migration background,female,Very concerned,0.58025,153,266,0.52083,0.63967
1996,Indirect migration background,female,Somewhat concerned,0.38113,113,266,0.32265,0.43960
1997,No migration background,male,Very concerned,0.59889,2788,4640,0.58479,0.61300
1997,No migration background,male,Somewhat concerned,0.36344,1692,4640,0.34959,0.37728
1997,No migration background,male,Not concerned at all,0.03767,160,4640,0.03219,0.04315
1997,No migration background,female,Very concerned,0.65987,3343,5081,0.64684,0.67290
1997,No migration background,female,Somewhat concerned,0.31785,1627,5081,0.30505,0.33066
1997,No migration background,female,Not concerned at all,0.02228,111,5081,0.01822,0.02634
1997,Direct migration background,male,Very concerned,0.54565,634,1239,0.51791,0.57339
1997,Direct migration background,male,Somewhat concerned,0.39807,530,1239,0.37081,0.42534
1997,Direct migration background,male,Not concerned at all,0.05628,75,1239,0.04344,0.06911
1997,Direct migration background,female,Very concerned,0.60713,676,1209,0.57959,0.63467
