year,pgisced97,sampreg,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No answer / don't know,West,Very concerned,0.48557,98,186,0.41355,0.55759
1994,No answer / don't know,West,Somewhat concerned,0.42618,88,186,0.35492,0.49745
1994,Pre-primary Level,West,Very concerned,0.39747,62,139,0.31582,0.47912
1994,Pre-primary Level,West,Somewhat concerned,0.47850,77,139,0.39516,0.56185
1994,Pre-primary Level,East,Very concerned,0.48319,40,78,0.37157,0.59480
1994,Pre-primary Level,East,Somewhat concerned,0.44456,38,78,0.33357,0.55555
1994,Primary Level,West,Very concerned,0.47882,253,538,0.43657,0.52107
1994,Primary Level,West,Somewhat concerned,0.40300,220,538,0.36151,0.44449
1994,Primary Level,West,Not concerned at all,0.11818,65,538,0.09088,0.14549
1994,Lower Secondary Level,West,Very concerned,0.58694,1171,2068,0.56571,0.60817
1994,Lower Secondary Level,West,Somewhat concerned,0.37501,787,2068,0.35414,0.39588
1994,Lower Secondary Level,West,Not concerned at all,0.03805,110,2068,0.02980,0.04630
1994,Lower Secondary Level,East,Very concerned,0.73578,288,393,0.69213,0.77943
1994,Lower Secondary Level,East,Somewhat concerned,0.24748,105,393,0.20476,0.29020
1994,Upper Secondary Level,West,Very concerned,0.55166,2354,4455,0.53705,0.56626
1994,Upper Secondary Level,West,Somewhat concerned,0.41067,1905,4455,0.39622,0.42512
1994,Upper Secondary Level,West,Not concerned at all,0.03767,196,4455,0.03208,0.04327
1994,Upper Secondary Level,East,Very concerned,0.76271,1544,2059,0.74433,0.78109
1994,Upper Secondary Level,East,Somewhat concerned,0.22637,515,2059,0.20829,0.24445
1994,Post-secondary Non-tertiary Level,West,Very concerned,0.39988,126,294,0.34379,0.45597
1994,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.52905,168,294,0.47189,0.58620
1994,Post-secondary Non-tertiary Level,East,Very concerned,0.58382,44,44,0.43649,0.73115
1994,First Stage of Tertiary Education,West,Very concerned,0.55783,273,500,0.51425,0.60141
1994,First Stage of Tertiary Education,West,Somewhat concerned,0.41755,227,500,0.37428,0.46082
1994,First Stage of Tertiary Education,East,Very concerned,0.79903,188,233,0.74747,0.85060
1994,First Stage of Tertiary Education,East,Somewhat concerned,0.20097,45,233,0.14940,0.25253
1994,Second Stage of Tertiary Education,West,Very concerned,0.40165,307,792,0.36748,0.43581
1994,Second Stage of Tertiary Education,West,Somewhat concerned,0.50631,415,792,0.47147,0.54115
1994,Second Stage of Tertiary Education,West,Not concerned at all,0.09204,70,792,0.07190,0.11219
1994,Second Stage of Tertiary Education,East,Very concerned,0.77331,644,853,0.74519,0.80142
1994,Second Stage of Tertiary Education,East,Somewhat concerned,0.21614,209,853,0.18850,0.24378
1995,No answer / don't know,West,Very concerned,0.42485,109,213,0.35831,0.49140
1995,No answer / don't know,West,Somewhat concerned,0.48243,104,213,0.41516,0.54969
1995,Pre-primary Level,West,Very concerned,0.34004,69,164,0.26731,0.41276
1995,Pre-primary Level,West,Somewhat concerned,0.50681,95,164,0.43006,0.58357
1995,Pre-primary Level,East,Very concerned,0.60914,52,84,0.50416,0.71411
1995,Pre-primary Level,East,Somewhat concerned,0.29767,32,84,0.19930,0.39604
1995,Primary Level,West,Very concerned,0.45494,236,514,0.41184,0.49803
1995,Primary Level,West,Somewhat concerned,0.38621,219,514,0.34408,0.42835
1995,Primary Level,West,Not concerned at all,0.15885,59,514,0.12722,0.19048
1995,Lower Secondary Level,West,Very concerned,0.59042,1142,2084,0.56930,0.61154
1995,Lower Secondary Level,West,Somewhat concerned,0.35603,808,2084,0.33547,0.37659
1995,Lower Secondary Level,West,Not concerned at all,0.05355,134,2084,0.04388,0.06322
1995,Lower Secondary Level,East,Very concerned,0.70378,247,362,0.65668,0.75088
1995,Lower Secondary Level,East,Somewhat concerned,0.27318,115,362,0.22721,0.31915
1995,Upper Secondary Level,West,Very concerned,0.54867,2422,4640,0.53435,0.56299
1995,Upper Secondary Level,West,Somewhat concerned,0.40880,1987,4640,0.39465,0.42294
1995,Upper Secondary Level,West,Not concerned at all,0.04254,231,4640,0.03673,0.04834
1995,Upper Secondary Level,East,Very concerned,0.73961,1471,2020,0.72046,0.75875
1995,Upper Secondary Level,East,Somewhat concerned,0.25019,549,2020,0.23130,0.26908
1995,Post-secondary Non-tertiary Level,West,Very concerned,0.39461,168,373,0.34494,0.44428
1995,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.53163,205,373,0.48092,0.58233
1995,Post-secondary Non-tertiary Level,East,Very concerned,0.54045,41,41,0.38600,0.69489
1995,First Stage of Tertiary Education,West,Very concerned,0.48946,246,497,0.44546,0.53345
1995,First Stage of Tertiary Education,West,Somewhat concerned,0.45617,251,497,0.41234,0.50001
1995,First Stage of Tertiary Education,East,Very concerned,0.73990,170,226,0.68257,0.79722
1995,First Stage of Tertiary Education,East,Somewhat concerned,0.23883,56,226,0.18311,0.29454
1995,Second Stage of Tertiary Education,West,Very concerned,0.37008,328,914,0.33876,0.40140
1995,Second Stage of Tertiary Education,West,Somewhat concerned,0.52759,489,914,0.49520,0.55997
