year,age_gr,sampreg,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,West,Very concerned,0.43223,1120,2485,0.41275,0.45171
1994,17-29 y.,West,Somewhat concerned,0.48566,1162,2485,0.46601,0.50532
1994,17-29 y.,West,Not concerned at all,0.08211,203,2485,0.07131,0.09291
1994,17-29 y.,East,Very concerned,0.59078,507,816,0.55702,0.62454
1994,17-29 y.,East,Somewhat concerned,0.37522,309,816,0.34197,0.40846
1994,30-45 y.,West,Very concerned,0.45943,1307,2786,0.44092,0.47794
1994,30-45 y.,West,Somewhat concerned,0.49336,1354,2786,0.47479,0.51192
1994,30-45 y.,West,Not concerned at all,0.04721,125,2786,0.03934,0.05509
1994,30-45 y.,East,Very concerned,0.70238,925,1327,0.67777,0.72699
1994,30-45 y.,East,Somewhat concerned,0.28736,402,1327,0.26300,0.31171
1994,46-65 y.,West,Very concerned,0.58863,1507,2688,0.57002,0.60724
1994,46-65 y.,West,Somewhat concerned,0.37625,1046,2688,0.35793,0.39457
1994,46-65 y.,West,Not concerned at all,0.03512,135,2688,0.02816,0.04208
1994,46-65 y.,East,Very concerned,0.85736,998,1183,0.83743,0.87730
1994,46-65 y.,East,Somewhat concerned,0.13951,185,1183,0.11975,0.15926
1994,66 and older,West,Very concerned,0.67022,710,1077,0.64213,0.69831
1994,66 and older,West,Somewhat concerned,0.29723,325,1077,0.26992,0.32454
1994,66 and older,West,Not concerned at all,0.03255,42,1077,0.02195,0.04316
1994,66 and older,East,Very concerned,0.84365,336,392,0.80765,0.87965
1994,66 and older,East,Somewhat concerned,0.14995,56,392,0.11456,0.18534
1995,17-29 y.,West,Very concerned,0.39853,1061,2499,0.37933,0.41773
1995,17-29 y.,West,Somewhat concerned,0.51367,1220,2499,0.49406,0.53327
1995,17-29 y.,West,Not concerned at all,0.08780,218,2499,0.07670,0.09890
1995,17-29 y.,East,Very concerned,0.57630,476,791,0.54184,0.61076
1995,17-29 y.,East,Somewhat concerned,0.38656,315,791,0.35260,0.42052
1995,30-45 y.,West,Very concerned,0.43841,1387,3128,0.42102,0.45580
1995,30-45 y.,West,Somewhat concerned,0.49025,1522,3128,0.47273,0.50777
1995,30-45 y.,West,Not concerned at all,0.07134,219,3128,0.06232,0.08036
1995,30-45 y.,East,Very concerned,0.64002,814,1256,0.61346,0.66657
1995,30-45 y.,East,Somewhat concerned,0.34222,442,1256,0.31597,0.36847
1995,46-65 y.,West,Very concerned,0.58285,1546,2770,0.56448,0.60121
1995,46-65 y.,West,Somewhat concerned,0.37766,1088,2770,0.35960,0.39571
1995,46-65 y.,West,Not concerned at all,0.03950,136,2770,0.03224,0.04675
1995,46-65 y.,East,Very concerned,0.82145,939,1168,0.79948,0.84343
1995,46-65 y.,East,Somewhat concerned,0.17769,229,1168,0.15576,0.19963
1995,66 and older,West,Very concerned,0.66932,726,1104,0.64155,0.69708
1995,66 and older,West,Somewhat concerned,0.28964,328,1104,0.26287,0.31641
1995,66 and older,West,Not concerned at all,0.04104,50,1104,0.02933,0.05275
1995,66 and older,East,Very concerned,0.83468,336,395,0.79800,0.87136
1995,66 and older,East,Somewhat concerned,0.15585,59,395,0.12004,0.19167
1996,17-29 y.,West,Very concerned,0.43302,1017,2301,0.41277,0.45328
1996,17-29 y.,West,Somewhat concerned,0.49847,1132,2301,0.47803,0.51890
1996,17-29 y.,West,Not concerned at all,0.06851,152,2301,0.05818,0.07883
1996,17-29 y.,East,Very concerned,0.59294,485,801,0.55890,0.62699
1996,17-29 y.,East,Somewhat concerned,0.37626,316,801,0.34269,0.40983
1996,30-45 y.,West,Very concerned,0.47415,1516,3152,0.45671,0.49158
1996,30-45 y.,West,Somewhat concerned,0.46921,1463,3152,0.45179,0.48664
1996,30-45 y.,West,Not concerned at all,0.05664,173,3152,0.04857,0.06471
1996,30-45 y.,East,Very concerned,0.65504,823,1236,0.62853,0.68155
1996,30-45 y.,East,Somewhat concerned,0.33081,413,1236,0.30457,0.35705
1996,46-65 y.,West,Very concerned,0.60144,1539,2684,0.58291,0.61996
1996,46-65 y.,West,Somewhat concerned,0.36727,1047,2684,0.34903,0.38551
1996,46-65 y.,West,Not concerned at all,0.03129,98,2684,0.02470,0.03788
1996,46-65 y.,East,Very concerned,0.84402,956,1153,0.82307,0.86497
1996,46-65 y.,East,Somewhat concerned,0.15068,197,1153,0.13003,0.17134
1996,66 and older,West,Very concerned,0.72304,778,1111,0.69671,0.74936
1996,66 and older,West,Somewhat concerned,0.24879,299,1111,0.22335,0.27422
1996,66 and older,West,Not concerned at all,0.02818,34,1111,0.01844,0.03791
1996,66 and older,East,Very concerned,0.88448,367,411,0.85353,0.91542
1996,66 and older,East,Somewhat concerned,0.11005,44,411,0.07976,0.14035
1997,17-29 y.,West,Very concerned,0.48474,1030,2171,0.46372,0.50577
1997,17-29 y.,West,Somewhat concerned,0.44362,991,2171,0.42272,0.46452
1997,17-29 y.,West,Not concerned at all,0.07164,150,2171,0.06079,0.08249
1997,17-29 y.,East,Very concerned,0.59853,495,805,0.56464,0.63241
1997,17-29 y.,East,Somewhat concerned,0.37708,310,805,0.34358,0.41058
1997,30-45 y.,West,Very concerned,0.52933,1658,3157,0.51192,0.54675
1997,30-45 y.,West,Somewhat concerned,0.42279,1358,3157,0.40556,0.44003
1997,30-45 y.,West,Not concerned at all,0.04788,141,3157,0.04043,0.05532
1997,30-45 y.,East,Very concerned,0.68141,810,1165,0.65464,0.70817
1997,30-45 y.,East,Somewhat concerned,0.29904,355,1165,0.27274,0.32534
1997,46-65 y.,West,Very concerned,0.61860,1576,2656,0.60012,0.63708
1997,46-65 y.,West,Somewhat concerned,0.35311,994,2656,0.33493,0.37129
1997,46-65 y.,West,Not concerned at all,0.02829,86,2656,0.02199,0.03460
1997,46-65 y.,East,Very concerned,0.83738,949,1161,0.81614,0.85861
1997,46-65 y.,East,Somewhat concerned,0.15795,212,1161,0.13697,0.17894
1997,66 and older,West,Very concerned,0.72676,800,1109,0.70052,0.75300
1997,66 and older,West,Somewhat concerned,0.26146,309,1109,0.23558,0.28733
1997,66 and older,East,Very concerned,0.88464,381,431,0.85444,0.91483
1997,66 and older,East,Somewhat concerned,0.11536,50,431,0.08517,0.14556
1998,17-29 y.,West,Very concerned,0.43786,982,2262,0.41741,0.45831
1998,17-29 y.,West,Somewhat concerned,0.47488,1112,2262,0.45430,0.49546
1998,17-29 y.,West,Not concerned at all,0.08726,168,2262,0.07563,0.09889
1998,17-29 y.,East,Very concerned,0.49624,414,861,0.46282,0.52965
1998,17-29 y.,East,Somewhat concerned,0.46723,413,861,0.43389,0.50058
1998,17-29 y.,East,Not concerned at all,0.03653,34,861,0.02399,0.04907
1998,30-45 y.,West,Very concerned,0.49162,1729,3547,0.47517,0.50808
1998,30-45 y.,West,Somewhat concerned,0.45548,1627,3547,0.43909,0.47187
1998,30-45 y.,West,Not concerned at all,0.05290,191,3547,0.04553,0.06026
1998,30-45 y.,East,Very concerned,0.59732,742,1219,0.56978,0.62487
1998,30-45 y.,East,Somewhat concerned,0.38142,477,1219,0.35414,0.40870
1998,46-65 y.,West,Very concerned,0.60517,1843,3079,0.58790,0.62244
1998,46-65 y.,West,Somewhat concerned,0.35797,1121,3079,0.34103,0.37490
1998,46-65 y.,West,Not concerned at all,0.03686,115,3079,0.03020,0.04352
1998,46-65 y.,East,Very concerned,0.77931,947,1245,0.75626,0.80235
1998,46-65 y.,East,Somewhat concerned,0.21350,298,1245,0.19073,0.23627
1998,66 and older,West,Very concerned,0.71067,935,1325,0.68624,0.73509
1998,66 and older,West,Somewhat concerned,0.27075,390,1325,0.24682,0.29469
1998,66 and older,East,Very concerned,0.83439,389,462,0.80045,0.86832
1998,66 and older,East,Somewhat concerned,0.15362,73,462,0.12070,0.18653
1999,17-29 y.,West,Very concerned,0.43213,901,2132,0.41110,0.45316
1999,17-29 y.,West,Somewhat concerned,0.45591,994,2132,0.43476,0.47705
1999,17-29 y.,West,Not concerned at all,0.11196,237,2132,0.09857,0.12535
1999,17-29 y.,East,Very concerned,0.46407,398,833,0.43018,0.49796
1999,17-29 y.,East,Somewhat concerned,0.47632,380,833,0.44238,0.51026
1999,17-29 y.,East,Not concerned at all,0.05961,55,833,0.04352,0.07570
1999,30-45 y.,West,Very concerned,0.45897,1622,3478,0.44240,0.47553
1999,30-45 y.,West,Somewhat concerned,0.46347,1598,3478,0.44689,0.48004
1999,30-45 y.,West,Not concerned at all,0.07757,258,3478,0.06868,0.08646
1999,30-45 y.,East,Very concerned,0.55510,684,1224,0.52725,0.58295
1999,30-45 y.,East,Somewhat concerned,0.39922,491,1224,0.37177,0.42667
1999,30-45 y.,East,Not concerned at all,0.04568,49,1224,0.03398,0.05738
1999,46-65 y.,West,Very concerned,0.54553,1568,2937,0.52752,0.56354
1999,46-65 y.,West,Somewhat concerned,0.40034,1195,2937,0.38262,0.41806
1999,46-65 y.,West,Not concerned at all,0.05413,174,2937,0.04594,0.06231
1999,46-65 y.,East,Very concerned,0.74406,918,1216,0.71952,0.76860
1999,46-65 y.,East,Somewhat concerned,0.23836,298,1216,0.21441,0.26232
1999,66 and older,West,Very concerned,0.60574,775,1307,0.57924,0.63225
1999,66 and older,West,Somewhat concerned,0.34966,460,1307,0.32379,0.37552
1999,66 and older,West,Not concerned at all,0.04460,72,1307,0.03341,0.05580
1999,66 and older,East,Very concerned,0.83603,397,480,0.80287,0.86919
1999,66 and older,East,Somewhat concerned,0.15934,83,480,0.12657,0.19212
2000,17-29 y.,West,Very concerned,0.41828,1388,3350,0.40158,0.43499
2000,17-29 y.,West,Somewhat concerned,0.45666,1543,3350,0.43979,0.47353
2000,17-29 y.,West,Not concerned at all,0.12505,419,3350,0.11385,0.13626
2000,17-29 y.,East,Very concerned,0.48563,591,1190,0.45722,0.51404
2000,17-29 y.,East,Somewhat concerned,0.42857,503,1190,0.40044,0.45669
2000,17-29 y.,East,Not concerned at all,0.08581,96,1190,0.06989,0.10173
2000,30-45 y.,West,Very concerned,0.47993,2971,6299,0.46759,0.49227
2000,30-45 y.,West,Somewhat concerned,0.43537,2797,6299,0.42312,0.44761
2000,30-45 y.,West,Not concerned at all,0.08470,531,6299,0.07783,0.09158
2000,30-45 y.,East,Very concerned,0.60429,1081,1810,0.58175,0.62682
2000,30-45 y.,East,Somewhat concerned,0.35965,669,1810,0.33754,0.38177
2000,30-45 y.,East,Not concerned at all,0.03606,60,1810,0.02747,0.04465
2000,46-65 y.,West,Very concerned,0.54549,3068,5776,0.53265,0.55834
2000,46-65 y.,West,Somewhat concerned,0.38591,2297,5776,0.37336,0.39847
2000,46-65 y.,West,Not concerned at all,0.06859,411,5776,0.06207,0.07511
2000,46-65 y.,East,Very concerned,0.71948,1370,1936,0.69946,0.73950
2000,46-65 y.,East,Somewhat concerned,0.25924,516,1936,0.23972,0.27877
2000,46-65 y.,East,Not concerned at all,0.02128,50,1936,0.01485,0.02771
2000,66 and older,West,Very concerned,0.57770,1528,2699,0.55907,0.59634
2000,66 and older,West,Somewhat concerned,0.35785,980,2699,0.33976,0.37593
2000,66 and older,West,Not concerned at all,0.06445,191,2699,0.05518,0.07372
2000,66 and older,East,Very concerned,0.77214,668,848,0.74389,0.80039
2000,66 and older,East,Somewhat concerned,0.20289,180,848,0.17581,0.22997
2001,17-29 y.,West,Very concerned,0.38914,1164,2974,0.37161,0.40666
2001,17-29 y.,West,Somewhat concerned,0.46962,1410,2974,0.45168,0.48756
2001,17-29 y.,West,Not concerned at all,0.14124,400,2974,0.12872,0.15376
2001,17-29 y.,East,Very concerned,0.40367,447,1097,0.37463,0.43272
2001,17-29 y.,East,Somewhat concerned,0.49787,546,1097,0.46827,0.52747
2001,17-29 y.,East,Not concerned at all,0.09846,104,1097,0.08082,0.11610
2001,30-45 y.,West,Very concerned,0.45208,2526,5643,0.43910,0.46507
2001,30-45 y.,West,Somewhat concerned,0.46230,2642,5643,0.44929,0.47531
2001,30-45 y.,West,Not concerned at all,0.08562,475,5643,0.07832,0.09292
2001,30-45 y.,East,Very concerned,0.55655,900,1633,0.53245,0.58065
2001,30-45 y.,East,Somewhat concerned,0.40555,674,1633,0.38172,0.42937
2001,30-45 y.,East,Not concerned at all,0.03790,59,1633,0.02864,0.04717
2001,46-65 y.,West,Very concerned,0.50282,2545,5209,0.48924,0.51640
2001,46-65 y.,West,Somewhat concerned,0.41875,2241,5209,0.40535,0.43215
2001,46-65 y.,West,Not concerned at all,0.07843,423,5209,0.07113,0.08573
2001,46-65 y.,East,Very concerned,0.67263,1204,1837,0.65117,0.69410
2001,46-65 y.,East,Somewhat concerned,0.29175,574,1837,0.27095,0.31254
2001,46-65 y.,East,Not concerned at all,0.03562,59,1837,0.02715,0.04410
2001,66 and older,West,Very concerned,0.55917,1368,2531,0.53983,0.57852
2001,66 and older,West,Somewhat concerned,0.37093,972,2531,0.35210,0.38975
2001,66 and older,West,Not concerned at all,0.06990,191,2531,0.05997,0.07984
2001,66 and older,East,Very concerned,0.73591,617,833,0.70595,0.76586
2001,66 and older,East,Somewhat concerned,0.22745,185,833,0.19897,0.25593
2001,66 and older,East,Not concerned at all,0.03664,31,833,0.02388,0.04941
2002,17-29 y.,West,Very concerned,0.34510,1045,3046,0.32822,0.36199
2002,17-29 y.,West,Somewhat concerned,0.49491,1547,3046,0.47715,0.51266
2002,17-29 y.,West,Not concerned at all,0.15999,454,3046,0.14697,0.17301
2002,17-29 y.,East,Very concerned,0.39195,412,1068,0.36266,0.42125
2002,17-29 y.,East,Somewhat concerned,0.50122,538,1068,0.47122,0.53122
2002,17-29 y.,East,Not concerned at all,0.10683,118,1068,0.08829,0.12536
2002,30-45 y.,West,Very concerned,0.44174,2456,5832,0.42900,0.45449
2002,30-45 y.,West,Somewhat concerned,0.46412,2785,5832,0.45132,0.47693
2002,30-45 y.,West,Not concerned at all,0.09413,591,5832,0.08664,0.10163
2002,30-45 y.,East,Very concerned,0.48681,746,1573,0.46210,0.51152
2002,30-45 y.,East,Somewhat concerned,0.45187,734,1573,0.42727,0.47647
2002,30-45 y.,East,Not concerned at all,0.06132,93,1573,0.04946,0.07318
2002,46-65 y.,West,Very concerned,0.50233,2768,5947,0.48962,0.51504
2002,46-65 y.,West,Somewhat concerned,0.42406,2688,5947,0.41150,0.43662
2002,46-65 y.,West,Not concerned at all,0.07361,491,5947,0.06697,0.08025
2002,46-65 y.,East,Very concerned,0.61918,1118,1870,0.59716,0.64119
2002,46-65 y.,East,Somewhat concerned,0.34582,687,1870,0.32425,0.36738
2002,46-65 y.,East,Not concerned at all,0.03501,65,1870,0.02667,0.04334
2002,66 and older,West,Very concerned,0.60403,1556,2683,0.58552,0.62254
2002,66 and older,West,Somewhat concerned,0.34024,962,2683,0.32231,0.35818
2002,66 and older,West,Not concerned at all,0.05573,165,2683,0.04705,0.06441
2002,66 and older,East,Very concerned,0.72995,653,861,0.70027,0.75962
2002,66 and older,East,Somewhat concerned,0.24663,208,861,0.21782,0.27544
2003,17-29 y.,West,Very concerned,0.31964,893,2923,0.30274,0.33655
2003,17-29 y.,West,Somewhat concerned,0.51947,1556,2923,0.50135,0.53759
2003,17-29 y.,West,Not concerned at all,0.16089,474,2923,0.14756,0.17421
2003,17-29 y.,East,Very concerned,0.32247,347,1068,0.29442,0.35051
2003,17-29 y.,East,Somewhat concerned,0.54887,587,1068,0.51901,0.57873
