year,migback,quintil_oecd,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,1st Quintile,Very concerned,0.64569,1121,1705,0.62298,0.66840
1994,No migration background,1st Quintile,Somewhat concerned,0.32067,531,1705,0.29851,0.34283
1994,No migration background,1st Quintile,Not concerned at all,0.03364,53,1705,0.02508,0.04220
1994,No migration background,2nd Quintile,Very concerned,0.60732,1262,2006,0.58594,0.62869
1994,No migration background,2nd Quintile,Somewhat concerned,0.36627,695,2006,0.34518,0.38736
1994,No migration background,2nd Quintile,Not concerned at all,0.02641,49,2006,0.01939,0.03343
1994,No migration background,3rd Quintile,Very concerned,0.60419,1300,2120,0.58337,0.62502
1994,No migration background,3rd Quintile,Somewhat concerned,0.36595,764,2120,0.34544,0.38646
1994,No migration background,3rd Quintile,Not concerned at all,0.02986,56,2120,0.02261,0.03711
1994,No migration background,4th Quintile,Very concerned,0.55531,1164,2062,0.53386,0.57677
1994,No migration background,4th Quintile,Somewhat concerned,0.40287,824,2062,0.38170,0.42405
1994,No migration background,4th Quintile,Not concerned at all,0.04181,74,2062,0.03317,0.05046
1994,No migration background,5th Quintile,Very concerned,0.51875,1072,2080,0.49727,0.54022
1994,No migration background,5th Quintile,Somewhat concerned,0.43533,914,2080,0.41401,0.45664
1994,No migration background,5th Quintile,Not concerned at all,0.04593,94,2080,0.03693,0.05492
1994,Direct migration background,1st Quintile,Very concerned,0.55367,343,670,0.51600,0.59134
1994,Direct migration background,1st Quintile,Somewhat concerned,0.38086,268,670,0.34407,0.41766
1994,Direct migration background,1st Quintile,Not concerned at all,0.06547,59,670,0.04672,0.08421
1994,Direct migration background,2nd Quintile,Very concerned,0.61601,301,528,0.57449,0.65754
1994,Direct migration background,2nd Quintile,Somewhat concerned,0.33568,193,528,0.29537,0.37600
1994,Direct migration background,2nd Quintile,Not concerned at all,0.04830,34,528,0.03000,0.06661
1994,Direct migration background,3rd Quintile,Very concerned,0.58827,264,479,0.54415,0.63239
1994,Direct migration background,3rd Quintile,Somewhat concerned,0.35391,176,479,0.31104,0.39678
1994,Direct migration background,3rd Quintile,Not concerned at all,0.05782,39,479,0.03690,0.07875
1994,Direct migration background,4th Quintile,Very concerned,0.52535,198,347,0.47274,0.57797
1994,Direct migration background,4th Quintile,Somewhat concerned,0.39970,149,347,0.34808,0.45131
1994,Direct migration background,5th Quintile,Very concerned,0.48528,144,263,0.42476,0.54580
1994,Direct migration background,5th Quintile,Somewhat concerned,0.43772,119,263,0.37765,0.49780
1994,Indirect migration background,1st Quintile,Very concerned,0.46589,61,115,0.37431,0.55746
1994,Indirect migration background,1st Quintile,Somewhat concerned,0.48365,54,115,0.39191,0.57538
1994,Indirect migration background,2nd Quintile,Very concerned,0.57696,60,101,0.48013,0.67380
1994,Indirect migration background,2nd Quintile,Somewhat concerned,0.36712,41,101,0.27265,0.46160
1994,Indirect migration background,3rd Quintile,Very concerned,0.52917,47,83,0.42113,0.63721
1994,Indirect migration background,3rd Quintile,Somewhat concerned,0.28351,36,83,0.18596,0.38107
1994,Indirect migration background,4th Quintile,Very concerned,0.42207,44,93,0.32115,0.52299
1994,Indirect migration background,4th Quintile,Somewhat concerned,0.41454,49,93,0.31388,0.51521
1995,No migration background,1st Quintile,Very concerned,0.59769,941,1527,0.57309,0.62229
1995,No migration background,1st Quintile,Somewhat concerned,0.35631,522,1527,0.33228,0.38033
