year,migback,pgisced97,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,No answer / don't know,Very concerned,0.43490,46,88,0.33073,0.53908
1994,No migration background,No answer / don't know,Somewhat concerned,0.46013,42,88,0.35539,0.56486
1994,No migration background,Pre-primary Level,Very concerned,0.38932,67,151,0.31129,0.46735
1994,No migration background,Pre-primary Level,Somewhat concerned,0.49619,84,151,0.41617,0.57620
1994,No migration background,Primary Level,Very concerned,0.44074,33,33,0.26872,0.61276
1994,No migration background,Lower Secondary Level,Very concerned,0.61446,985,1587,0.59050,0.63841
1994,No migration background,Lower Secondary Level,Somewhat concerned,0.35891,557,1587,0.33530,0.38252
1994,No migration background,Lower Secondary Level,Not concerned at all,0.02663,45,1587,0.01871,0.03456
1994,No migration background,Upper Secondary Level,Very concerned,0.59818,3364,5576,0.58531,0.61105
1994,No migration background,Upper Secondary Level,Somewhat concerned,0.37331,2052,5576,0.36061,0.38600
1994,No migration background,Upper Secondary Level,Not concerned at all,0.02852,160,5576,0.02415,0.03289
1994,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.41841,125,275,0.36000,0.47682
1994,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.51410,150,275,0.45492,0.57328
1994,No migration background,First Stage of Tertiary Education,Very concerned,0.61173,419,665,0.57466,0.64880
1994,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.36622,246,665,0.32957,0.40286
1994,No migration background,Second Stage of Tertiary Education,Very concerned,0.52979,882,1516,0.50465,0.55492
1994,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.40627,569,1516,0.38154,0.43100
1994,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.06394,65,1516,0.05162,0.07626
1994,Direct migration background,No answer / don't know,Very concerned,0.60902,44,76,0.49858,0.71946
1994,Direct migration background,No answer / don't know,Somewhat concerned,0.34359,32,76,0.23610,0.45107
1994,Direct migration background,Primary Level,Very concerned,0.50700,223,464,0.46146,0.55254
1994,Direct migration background,Primary Level,Somewhat concerned,0.38684,187,464,0.34248,0.43120
1994,Direct migration background,Primary Level,Not concerned at all,0.10616,54,464,0.07810,0.13421
