year,pgisced97,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No answer / don't know,Very concerned,0.50109,111,205,0.43248,0.56971
1994,No answer / don't know,Somewhat concerned,0.41773,94,205,0.35005,0.48541
1994,Pre-primary Level,Very concerned,0.41481,102,217,0.34911,0.48052
1994,Pre-primary Level,Somewhat concerned,0.47163,115,217,0.40506,0.53821
1994,Primary Level,Very concerned,0.47345,258,549,0.43164,0.51525
1994,Primary Level,Somewhat concerned,0.41188,226,549,0.37067,0.45309
1994,Primary Level,Not concerned at all,0.11467,65,549,0.08800,0.14135
1994,Lower Secondary Level,Very concerned,0.60451,1459,2469,0.58522,0.62380
1994,Lower Secondary Level,Somewhat concerned,0.35995,892,2469,0.34101,0.37889
1994,Lower Secondary Level,Not concerned at all,0.03554,118,2469,0.02823,0.04284
1994,Upper Secondary Level,Very concerned,0.59567,3898,6542,0.58378,0.60757
1994,Upper Secondary Level,Somewhat concerned,0.37223,2420,6542,0.36052,0.38395
1994,Upper Secondary Level,Not concerned at all,0.03210,224,6542,0.02782,0.03637
1994,Post-secondary Non-tertiary Level,Very concerned,0.42305,170,366,0.37237,0.47374
1994,Post-secondary Non-tertiary Level,Somewhat concerned,0.51022,196,366,0.45894,0.56151
1994,First Stage of Tertiary Education,Very concerned,0.60504,461,733,0.56963,0.64045
1994,First Stage of Tertiary Education,Somewhat concerned,0.37516,272,733,0.34009,0.41023
1994,Second Stage of Tertiary Education,Very concerned,0.52817,951,1649,0.50407,0.55227
1994,Second Stage of Tertiary Education,Somewhat concerned,0.40753,624,1649,0.38380,0.43125
1994,Second Stage of Tertiary Education,Not concerned at all,0.06430,74,1649,0.05246,0.07614
1995,No answer / don't know,Very concerned,0.44071,121,232,0.37669,0.50473
1995,No answer / don't know,Somewhat concerned,0.47361,111,232,0.40922,0.53800
1995,Pre-primary Level,Very concerned,0.38936,121,283,0.33245,0.44627
1995,Pre-primary Level,Somewhat concerned,0.46848,127,283,0.41024,0.52672
1995,Pre-primary Level,Not concerned at all,0.14216,35,283,0.10140,0.18292
1995,Primary Level,Very concerned,0.46677,244,524,0.42401,0.50953
1995,Primary Level,Somewhat concerned,0.37893,221,524,0.33735,0.42050
1995,Primary Level,Not concerned at all,0.15431,59,524,0.12335,0.18527
1995,Lower Secondary Level,Very concerned,0.60293,1389,2455,0.58357,0.62229
1995,Lower Secondary Level,Somewhat concerned,0.34688,923,2455,0.32805,0.36572
1995,Lower Secondary Level,Not concerned at all,0.05018,143,2455,0.04154,0.05882
1995,Upper Secondary Level,Very concerned,0.58841,3893,6681,0.57661,0.60021
1995,Upper Secondary Level,Somewhat concerned,0.37579,2536,6681,0.36417,0.38740
