year,sampreg,sex,plh0040,proportion,n,lower_confidence,upper_confidence
1994,Westdeutschland,weiblich,Grosse Sorgen,0.1959416613823716,16642,0.1899110619058145,0.2019722608589287
1994,Westdeutschland,maennlich,Grosse Sorgen,0.1681991122384274,16642,0.16251614893203734,0.17388207554481747
1994,Westdeutschland,maennlich,Einige Sorgen,0.15424857324032973,16642,0.1487609377030521,0.15973620877760736
1994,Westdeutschland,weiblich,Einige Sorgen,0.149571972098922,16642,0.1441532459288662,0.15499069826897782
1994,Ostdeutschland,weiblich,Grosse Sorgen,0.11715282181357008,16642,0.11226660812533155,0.1220390355018086
1994,Ostdeutschland,maennlich,Grosse Sorgen,0.09947685478757134,16642,0.09492946926257963,0.10402424031256306
1994,Ostdeutschland,maennlich,Einige Sorgen,0.03828471781864299,16642,0.03536937724833229,0.041200058388953686
1994,Ostdeutschland,weiblich,Einige Sorgen,0.034955611921369686,16642,0.0321650901712797,0.037746133671459674
1994,Westdeutschland,maennlich,Keine Sorgen,0.021639188332276474,16642,0.019428521373467844,0.023849855291085104
1994,Westdeutschland,weiblich,Keine Sorgen,0.017358909321496512,16642,0.015374588039626472,0.019343230603366554
1994,Ostdeutschland,maennlich,Keine Sorgen,0.002060875079264426,16642,0.0013718561216165307,0.0027498940369123214
1994,Ostdeutschland,weiblich,Keine Sorgen,0.0011097019657577679,16642,0.000603859381342822,0.0016155445501727138
1995,Westdeutschland,weiblich,Grosse Sorgen,0.19335650830436463,17246,0.18746221022151957,0.19925080638720968
1995,Westdeutschland,maennlich,Grosse Sorgen,0.16724604094244883,17246,0.1616761312158581,0.17281595066903954
1995,Westdeutschland,weiblich,Einige Sorgen,0.15843955195056006,17246,0.1529896794593632,0.16388942444175691
1995,Westdeutschland,maennlich,Einige Sorgen,0.15751255310930862,17246,0.15207565511109739,0.16294945110751985
1995,Ostdeutschland,weiblich,Grosse Sorgen,0.10590961761297799,17246,0.10131689419608743,0.11050234102986854
