"year","hhtyp","quintil","mean","median","n","lower_confidence","upper_confidence"
"1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","263.17","237.5","590","253.83","272.51"
"1995","(Ehe-)Paar ohne Kind(er)","2","303.81","280","526","290.22","317.4"
"1995","(Ehe-)Paar ohne Kind(er)","3","331.2","307","532","319.29","343.11"
"1995","(Ehe-)Paar ohne Kind(er)","4","380.42","356","430","366.57","394.27"
"1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","569.63","489.5","122","512.53","626.73"
"1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","215.12","203.5","396","205.08","225.16"
"1995","1-Pers.- Haushalt","2","257.32","254","328","245.57","269.07"
"1995","1-Pers.- Haushalt","3","316.66","296","178","297.32","336"
"1995","1-Pers.- Haushalt","4","358.6","344","96","324.68","392.52"
"1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","466.55","428.5","54","411.83","521.27"
"1995","Alleinerziehende","1 Einkommensschwächstes Quintil","318.48","294.5","455","305.19","331.77"
"1995","Alleinerziehende","2","363.37","338.5","151","340.22","386.52"
"1995","Alleinerziehende","3","453.14","391","57","393.23","513.05"
"1995","Alleinerziehende","4","","","","",""
"1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","343.73","316.5","2996","338.56","348.9"
"1995","Paar mit Kind(ern)","2","363.85","331.5","1741","356.74","370.96"
"1995","Paar mit Kind(ern)","3","423.07","381","763","407.92","438.22"
"1995","Paar mit Kind(ern)","4","503.12","475.5","260","476.6","529.64"
"1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","614.38","440.5","70","532.23","696.53"
"1995","Sonstige","1 Einkommensschwächstes Quintil","335.13","334.5","290","314.92","355.34"
"1995","Sonstige","2","387.46","350","149","356.79","418.13"
"1995","Sonstige","3","478.81","454","63","432.56","525.06"
"1995","Sonstige","4","468.89","393","47","415.73","522.05"
"1995","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","296.43","279.5","548","287.53","305.33"
"1996","(Ehe-)Paar ohne Kind(er)","2","312.6","294.5","552","299.73","325.47"
"1996","(Ehe-)Paar ohne Kind(er)","3","363.43","342.5","506","352.89","373.97"
"1996","(Ehe-)Paar ohne Kind(er)","4","379.55","364.5","440","363.93","395.17"
"1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","542.61","457.5","160","497.48","587.74"
"1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","237.82","232.5","387","228.2","247.44"
"1996","1-Pers.- Haushalt","2","281.04","272","329","268.93","293.15"
"1996","1-Pers.- Haushalt","3","294.28","272.5","188","277.27","311.29"
"1996","1-Pers.- Haushalt","4","381.34","352","107","347.98","414.7"
"1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","458.55","400.5","60","400.07","517.03"
"1996","Alleinerziehende","1 Einkommensschwächstes Quintil","325.38","297.5","433","313.95","336.81"
"1996","Alleinerziehende","2","358.07","351.5","146","340.03","376.11"
"1996","Alleinerziehende","3","481.08","446.5","65","425.84","536.32"
"1996","Alleinerziehende","4","498.57","484.5","35","449.04","548.1"
"1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","382.15","347.5","2542","376.04","388.26"
"1996","Paar mit Kind(ern)","2","401.22","358.5","1769","393.73","408.71"
"1996","Paar mit Kind(ern)","3","438.4","408.5","792","424.97","451.83"
"1996","Paar mit Kind(ern)","4","526.06","483","251","499.16","552.96"
"1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","685.48","574.5","72","608.39","762.57"
"1996","Sonstige","1 Einkommensschwächstes Quintil","361.15","328.5","300","338.67","383.63"
"1996","Sonstige","2","417.22","424","118","389.16","445.28"
"1996","Sonstige","3","460.61","425.5","58","423.25","497.97"
"1996","Sonstige","4","408.1","371","31","345.7","470.5"
"1996","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","303.31","291.5","484","294.29","312.33"
"1997","(Ehe-)Paar ohne Kind(er)","2","334.58","314.5","558","325.43","343.73"
"1997","(Ehe-)Paar ohne Kind(er)","3","392.66","355","590","381.08","404.24"
"1997","(Ehe-)Paar ohne Kind(er)","4","428.8","401","408","411.45","446.15"
"1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","547.49","498","160","503.58","591.4"
"1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","234.98","229.5","353","225.48","244.48"
"1997","1-Pers.- Haushalt","2","285.29","275.5","328","272.82","297.76"
"1997","1-Pers.- Haushalt","3","317.92","315.5","206","302.87","332.97"
"1997","1-Pers.- Haushalt","4","376.93","363","100","346.29","407.57"
"1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","519.75","472","57","462.07","577.43"
"1997","Alleinerziehende","1 Einkommensschwächstes Quintil","359.92","334.5","411","341.51","378.33"
"1997","Alleinerziehende","2","381.34","352","160","359.67","403.01"
"1997","Alleinerziehende","3","449.45","414.5","93","413.14","485.76"
"1997","Alleinerziehende","4","","","","",""
"1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","399.66","387.5","2358","393.95","405.37"
"1997","Paar mit Kind(ern)","2","429.35","397.5","1577","420.63","438.07"
"1997","Paar mit Kind(ern)","3","431.33","400.5","725","420","442.66"
"1997","Paar mit Kind(ern)","4","537.91","483.5","292","512.79","563.03"
"1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","1102.08","1150","72","994.42","1209.74"
"1997","Sonstige","1 Einkommensschwächstes Quintil","395.01","368.5","275","368.88","421.14"
"1997","Sonstige","2","400.01","419","98","370.35","429.67"
"1997","Sonstige","3","554.42","516","77","513.63","595.21"
"1997","Sonstige","4","579.16","571.5","41","521.61","636.71"
"1997","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","329.66","314.5","548","319.77","339.55"
"1998","(Ehe-)Paar ohne Kind(er)","2","356.62","336.5","508","344.65","368.59"
"1998","(Ehe-)Paar ohne Kind(er)","3","374.08","346.5","660","363.48","384.68"
"1998","(Ehe-)Paar ohne Kind(er)","4","456.23","431","502","440.97","471.49"
"1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","572.43","547.5","202","536.87","607.99"
"1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","260.01","245.5","419","250.51","269.51"
"1998","1-Pers.- Haushalt","2","299.47","290.5","371","288.46","310.48"
"1998","1-Pers.- Haushalt","3","324.99","305.5","233","308.9","341.08"
"1998","1-Pers.- Haushalt","4","413.83","406.5","153","389.36","438.3"
"1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","487.66","446","74","445.22","530.1"
"1998","Alleinerziehende","1 Einkommensschwächstes Quintil","367.42","352","475","357","377.84"
"1998","Alleinerziehende","2","424.06","430.5","189","403.79","444.33"
"1998","Alleinerziehende","3","440.97","416.5","114","411.32","470.62"
"1998","Alleinerziehende","4","","","","",""
"1998","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","409.33","383.5","2452","403.73","414.93"
"1998","Paar mit Kind(ern)","2","445.42","418.5","1549","436.82","454.02"
"1998","Paar mit Kind(ern)","3","498.4","475","696","485.27","511.53"
"1998","Paar mit Kind(ern)","4","560.44","507.5","350","534.75","586.13"
"1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","757.12","657","76","658.96","855.28"
"1998","Sonstige","1 Einkommensschwächstes Quintil","433.09","395.5","210","405.57","460.61"
"1998","Sonstige","2","455.24","417.5","142","419.73","490.75"
"1998","Sonstige","3","495.07","458.5","71","452.42","537.72"
"1998","Sonstige","4","644.89","589.5","32","556.71","733.07"
"1998","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","330.58","326.5","454","320.99","340.17"
