year,hhtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,West,982,176.74124,171.66427,181.81821,122.00000,163.00000,214.00000,10.00000,352.00000,163.00000,155.97500,168.05000
1984,Couple without children,West,814,224.58880,218.16929,231.00830,163.00000,207.88522,269.34833,10.00000,428.87081,208.00000,204.00000,219.00000
1984,Single parent,West,235,230.01217,216.50493,243.51941,153.00000,207.06685,291.49271,25.00000,499.23179,207.00000,194.00000,230.00000
1984,Couple with children,West,1573,255.17609,249.66361,260.68857,178.00000,237.00000,306.00000,25.00000,498.00000,237.00000,232.00000,245.00000
1984,Multi-generational household,West,56,240.53148,211.66959,269.39338,151.28321,238.10953,281.00000,81.00000,475.57518,236.00000,188.92500,265.00000
1984,Other Combinations,West,80,258.94608,227.54137,290.35079,169.48676,214.53751,339.39614,29.00000,594.26020,214.00000,193.97500,247.00000
1985,Single-person household,West,877,181.92900,176.10620,187.75179,127.00000,168.00000,218.21994,1.00000,355.04985,168.00000,158.97500,175.00000
1985,Couple without children,West,744,233.02446,226.02298,240.02593,167.00000,219.00000,281.00000,25.00000,452.00000,219.00000,214.00000,230.00000
1985,Single parent,West,200,237.66282,224.65409,250.67155,178.00000,221.89151,291.00000,38.00000,460.50000,220.00000,204.00000,242.00000
1985,Couple with children,West,1362,264.68680,258.37854,270.99507,184.00000,245.00000,320.74713,25.00000,525.86781,245.00000,240.00000,255.00000
1985,Multi-generational household,West,46,221.21428,196.36089,246.06767,143.15344,221.99663,268.82178,71.00000,457.32430,222.00000,178.00000,265.00000
1985,Other Combinations,West,74,263.17940,235.85320,290.50560,163.00000,255.00000,357.00000,51.00000,613.00000,255.00000,189.00000,306.00000
1986,Single-person household,West,818,185.83535,179.85194,191.81877,130.00000,171.00000,224.00000,10.00000,365.00000,171.00000,165.97500,178.00000
1986,Couple without children,West,728,239.33389,231.82157,246.84622,168.00000,226.67191,281.00000,15.00000,450.50000,225.00000,214.97500,230.00000
1986,Single parent,West,187,252.95195,234.97976,270.92413,178.00000,235.00000,306.00000,25.00000,498.00000,235.00000,214.95000,255.00000
1986,Couple with children,West,1245,267.53806,261.44543,273.63069,194.00000,255.00000,324.00000,51.00000,519.00000,255.00000,245.00000,255.00000
1986,Multi-generational household,West,51,256.46932,227.93433,285.00431,152.80242,244.70767,306.00000,81.00000,485.00000,245.00000,204.00000,299.00000
1986,Other Combinations,West,69,281.00933,248.91368,313.10498,170.09345,255.00000,378.07116,30.00000,690.03774,255.00000,204.00000,309.57500
1987,Single-person household,West,813,191.81823,185.47935,198.15710,137.00000,178.00000,230.00000,10.00000,369.50000,178.00000,168.00000,183.02500
1987,Couple without children,West,696,244.31519,236.66882,251.96157,176.26416,230.00000,296.00000,20.00000,475.60375,230.00000,223.00000,240.00000
1987,Single parent,West,183,259.25103,239.37822,279.12383,178.00000,235.00000,312.84037,25.00000,515.10092,235.00000,214.00000,255.00000
1987,Couple with children,West,1223,272.93718,266.54158,279.33278,203.00000,255.00000,331.00000,50.00000,523.00000,255.00000,250.00000,264.00000
1987,Multi-generational household,West,57,271.06470,244.23454,297.89486,196.61218,255.00000,340.77841,71.00000,557.02777,255.00000,204.00000,293.00000
1987,Other Combinations,West,70,281.76307,253.55844,309.96770,185.16307,271.85966,340.36141,102.00000,573.15892,272.00000,218.85000,306.00000
1988,Single-person household,West,758,202.46577,195.17749,209.75405,139.00000,183.00000,243.49645,5.00000,400.24112,183.00000,177.00000,191.00000
1988,Couple without children,West,694,252.32668,244.78836,259.86501,182.00000,240.00000,306.00000,8.00000,492.00000,240.00000,230.00000,250.00000
1988,Single parent,West,174,261.72369,246.93912,276.50825,189.00000,247.32358,320.27667,15.00000,517.19169,245.00000,229.00000,270.17500
1988,Couple with children,West,1153,279.95849,273.25433,286.66265,204.00000,257.74519,332.00000,12.00000,524.00000,258.00000,255.00000,265.02500
1988,Multi-generational household,West,55,285.71624,257.80565,313.62683,227.08417,255.00000,318.47118,102.00000,455.55170,255.00000,236.00000,317.00000
1988,Other Combinations,West,58,298.82340,265.85988,331.78692,183.65521,306.00000,372.54265,126.00000,655.87380,306.00000,233.90000,332.00000
1989,Single-person household,West,777,212.93280,205.74122,220.12439,152.48833,195.17197,252.21200,10.00000,401.79750,195.00000,189.00000,204.00000
1989,Couple without children,West,685,264.00475,255.93680,272.07271,189.00000,255.00000,322.00000,0.00000,521.50000,255.00000,237.97500,263.00000
1989,Single parent,West,156,271.31300,254.28763,288.33836,187.52620,276.65230,332.00000,35.00000,548.71070,276.00000,230.00000,294.05000
1989,Couple with children,West,1106,289.45222,282.39444,296.51000,204.00000,272.00000,342.00000,15.00000,549.00000,272.00000,258.97500,281.00000
1989,Multi-generational household,West,56,260.69115,233.36091,288.02139,204.00000,256.81961,306.00000,51.00000,459.00000,257.00000,240.00000,304.00000
1989,Other Combinations,West,53,265.50259,231.32530,299.67989,170.21981,260.88598,326.43007,30.00000,560.74545,261.00000,180.00000,306.00000
1990,Single-person household,West,727,220.84112,213.22211,228.46014,153.00000,204.00000,260.00000,10.00000,420.50000,204.00000,199.00000,209.00000
1990,Single-person household,East,277,18.80667,17.78023,19.83311,13.00000,18.00000,23.00000,3.00000,38.00000,18.00000,17.00000,19.00000
1990,Couple without children,West,690,262.40702,254.15523,270.65881,189.00000,250.00000,317.00000,0.00000,509.00000,250.00000,239.97500,255.00000
1990,Couple without children,East,327,23.45986,22.37889,24.54083,16.00000,23.00000,29.00000,0.00000,48.50000,23.00000,21.00000,24.00000
1990,Single parent,West,164,294.33783,274.86321,313.81245,212.48880,286.00000,342.63113,25.00000,537.84464,286.00000,264.00000,306.00000
1990,Single parent,East,105,26.40393,24.31700,28.49085,20.00000,25.00000,30.33354,4.49970,45.83384,25.00000,24.97500,28.00000
1990,Couple with children,West,1066,298.80639,291.32753,306.28524,224.85701,281.00000,352.00000,34.14252,542.71449,281.00000,270.00000,286.00000
1990,Couple with children,East,718,28.07249,27.19614,28.94885,20.00000,27.00000,34.00000,0.00000,55.00000,27.00000,26.00000,28.00000
