year,hhtyp,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,,626,156.61588106403076,154.0767573204962,159.15500480756532,109.0,153.0,189.12339491025097,17.0,309.3084872756274,153.0,153.0,163.0
1984,Single-person household,,241,196.9938341853767,192.45174241416953,201.53592595658387,148.3072775600912,194.0,235.0,18.268193900228,365.0390836598632,194.0,183.95,210.0
1984,Single-person household,,78,232.11591432591138,222.51959513097304,241.7122335208497,178.0,224.87899754765246,271.88408950525377,37.17386574211935,412.7102237631344,224.0,212.87499999999997,244.0
1984,Single-person household,,,,,,,,,,,,,
1984,Single-person household,,,,,,,,,,,,,
1984,Couple without children,,381,196.76884872745663,192.87026106678866,200.6674363881246,144.13098174715114,180.88777572648746,236.61154369433618,40.0,375.3323866151137,181.0,168.0,184.0
1984,Couple without children,,257,228.91808774321626,224.02650089196084,233.8096745944717,177.38138754889542,223.13286727472357,276.3189756097119,28.975005457670676,424.7253577009367,224.0,206.0,243.0
1984,Couple without children,,127,264.99133360591355,257.2739320579478,272.70873515387933,204.0,256.699482138303,316.00961174280576,64.0,484.0240293570144,257.0,232.875,279.125
1984,Couple without children,,43,337.61152508983787,319.4765781005439,355.7464720791318,251.66532148053835,306.0,371.1775213455736,153.0,550.4458211431265,306.0,274.9,357.0
1984,Couple without children,,,,,,,,,,,,,
1984,Single parent,,193,220.97395887792493,214.55268572227962,227.39523203357024,150.19653818422296,204.81564916228487,286.0,25.0,489.70519272366556,205.0,180.0,226.0
1984,Single parent,,34,236.07424460061213,221.0757516078298,251.07273759339446,179.00601859953503,204.0,290.3371247943988,71.0,457.33378408669444,204.0,127.0,214.0
1984,Single parent,,,,,,,,,,,,,
1984,Single parent,,,,,,,,,,,,,
1984,Single parent,,,,,,,,,,,,,
1984,Couple with children,,1141,234.50465917694825,231.86801075845617,237.14130759544034,168.0,230.0,291.0,25.0,475.5,230.0,230.0,241.0
