"year","quintil","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","321.1","290.5","3202","164","215","393","542","741","315.94","326.26","10","1278","302","311"
"1995","2","Laendlicher Raum","270.29","240.5","820","149","184","312","425","638","260.34","280.24","45","2121","230","247"
"1995","2","Staedtischer Raum","","","","","","","","","","","","","",""
"1995","3","Laendlicher Raum","316.64","275.5","447","163","203","393","536","832","301.67","331.61","66","1007","255","276"
"1995","3","Staedtischer Raum","","","","","","","","","","","","","",""
"1995","4","Laendlicher Raum","","","","","","","","","","","","","",""
"1995","4","Staedtischer Raum","403.75","375","657","229","282","485","613","900","390.13","417.37","90","1149","357","389"
"1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","470.31","492","32","230","240","685","715","971","388.34","552.28","165","971","426","703"
"1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"1996","2","Laendlicher Raum","320.54","287","881","173","220","368","545","772","309.48","331.6","37","2155","277","291"
"1996","2","Staedtischer Raum","","","","","","","","","","","","","",""
"1996","3","Laendlicher Raum","327.92","281.5","421","160","217","409","537","910","311.56","344.28","79","1017","271","295"
"1996","3","Staedtischer Raum","","","","","","","","","","","","","",""
"1996","4","Laendlicher Raum","","","","","","","","","","","","","",""
"1996","4","Staedtischer Raum","406.03","383.5","685","234","294","500","590","1176","392.61","419.45","26","1431","368","393"
"1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","464.42","403.5","65","222","281","664","711","832","415.45","513.39","112","832","380","447"
"1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"1997","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"1997","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"1997","2","Laendlicher Raum","341.78","310","870","190","252","378","531","921","329.92","353.64","25","2096","296","316"
"1997","2","Staedtischer Raum","","","","","","","","","","","","","",""
"1997","3","Laendlicher Raum","341.71","314","411","184","244","408","552","920","327.13","356.29","100","920","306","327"
"1997","3","Staedtischer Raum","","","","","","","","","","","","","",""
"1997","4","Laendlicher Raum","","","","","","","","","","","","","",""
"1997","4","Staedtischer Raum","447.24","432","675","255","320","550","662","920","433.57","460.91","49","1298","409","450"
"1997","5 Einkommensstärkstes Quintil","Laendlicher Raum","522.16","532","35","279","418","638","725","847","460.31","584.01","197","847","379","553"
"1997","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"1998","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"1998","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"1998","2","Laendlicher Raum","355.42","326","708","187","260","434","558","866","341.19","369.65","29","2246","307","332"
"1998","2","Staedtischer Raum","","","","","","","","","","","","","",""
"1998","3","Laendlicher Raum","373.14","333.5","494","199","250","460","592","940","358.52","387.76","62","971","332","362"
"1998","3","Staedtischer Raum","","","","","","","","","","","","","",""
"1998","4","Laendlicher Raum","","","","","","","","","","","","","",""
"1998","4","Staedtischer Raum","480.66","446","829","266","342","562","725","1073","467.01","494.31","112","1431","434","454"
"1998","5 Einkommensstärkstes Quintil","Laendlicher Raum","437.9","414","45","231","281","547","675","842","382.78","493.02","185","842","408","521"
"1998","5 Einkommensstärkstes Quintil","Staedtischer Raum","592.56","536.5","327","317","399","690","894","1942","559.55","625.57","104","2045","507","588"
"1999","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"1999","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"1999","2","Laendlicher Raum","357.17","333.5","874","197","264","430","550","723","348.11","366.23","31","802","334","351"
"1999","2","Staedtischer Raum","","","","","","","","","","","","","",""
"1999","3","Laendlicher Raum","383.86","346","449","214","275","485","630","776","369.23","398.49","40","981","332","363"
"1999","3","Staedtischer Raum","","","","","","","","","","","","","",""
"1999","4","Laendlicher Raum","","","","","","","","","","","","","",""
"1999","4","Staedtischer Raum","477.75","433.5","824","266","353","567","716","1073","464.3","491.2","41","1308","421","449"
"1999","5 Einkommensstärkstes Quintil","Laendlicher Raum","460.57","411.5","42","213","321","565","802","924","389.66","531.48","200","924","331","562"
"1999","5 Einkommensstärkstes Quintil","Staedtischer Raum","601.85","563","363","316","409","720","899","1879","573.77","629.93","100","2111","525","593"
"2000","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2000","1 Einkommensschwächstes Quintil","Staedtischer Raum","386.98","369.5","3551","219","281","470","567","892","381.89","392.07","26","1567","374","387"
"2000","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2000","2","Staedtischer Raum","424.25","397.5","3036","239","312","512","627","953","418.59","429.91","31","1482","403","416"
"2000","3","Laendlicher Raum","391.18","360","751","218","292","485","570","1047","379.62","402.74","79","1048","358","373"
"2000","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2000","4","Laendlicher Raum","424.58","359.5","395","211","280","559","664","1138","405.62","443.54","20","1138","348","383"
"2000","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2000","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2000","5 Einkommensstärkstes Quintil","Staedtischer Raum","626.63","575","803","287","409","767","996","1587","605.58","647.68","102","2137","557","613"
"2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","393.94","376.5","3015","221","291","482","575","859","388.53","399.35","14","2070","388","403"
"2001","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2001","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2001","3","Laendlicher Raum","389.46","366.5","666","235","288","475","576","791","378.36","400.56","76","933","358","393"
"2001","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2001","4","Laendlicher Raum","452.07","392","412","238","316","587","707","1049","431.58","472.56","70","1125","383","434"
"2001","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2001","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2001","5 Einkommensstärkstes Quintil","Staedtischer Raum","650.55","586.5","773","326","433","766","1043","1911","628.71","672.39","132","2199","562","608"
"2002","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2002","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2002","2","Laendlicher Raum","358.33","339.5","904","219","275","420","540","718","350.01","366.65","80","810","339","351"
"2002","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2002","3","Laendlicher Raum","385.53","355","691","235","282","475","570","815","373.74","397.32","87","976","350","380"
"2002","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2002","4","Laendlicher Raum","457.9","426.5","567","227","315","560","718","1150","438.61","477.19","50","1748","396","450"
"2002","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2002","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2002","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","2","Laendlicher Raum","369.46","348.5","817","216","275","440","580","770","360.01","378.91","27","840","343","360"
"2003","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","3","Laendlicher Raum","386.84","352.5","692","224","290","471","617","880","374.39","399.29","40","1062","357","383"
"2003","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","4","Laendlicher Raum","465.77","432.5","478","255","334","570","708","973","446.67","484.87","100","1510","417","462"
"2003","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","2","Laendlicher Raum","395.03","359.5","798","234","290","469","630","770","383.78","406.28","42","1360","360","390"
"2004","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","3","Laendlicher Raum","400.32","358.5","611","253","290","488","585","910","387.59","413.05","115","1183","354","380"
"2004","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","4","Laendlicher Raum","448.66","424","502","235","330","550","703","860","432.24","465.08","74","945","410","454"
"2004","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","2","Laendlicher Raum","402.33","378.5","687","225","305","475","640","780","391.43","413.23","74","798","369","392"
"2005","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","3","Laendlicher Raum","421.87","375.5","588","240","300","510","660","1045","408.92","434.82","90","1045","367","399"
"2005","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","4","Laendlicher Raum","451.65","414","440","255","304","586","690","880","433.55","469.75","74","1150","393","432"
"2005","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
