year,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,911,174.98046036929964,169.7369115796754,180.22400915892388,115.0,161.0,222.0,24.0,382.5,161.0,152.0,169.0
1984,2nd Quintile,810,194.40221730957114,188.73832351737752,200.06611110176476,142.2876144704493,178.97201003720696,235.0,17.0,374.068578294326,179.0,174.0,185.0
1984,3rd Quintile,751,215.5018051544661,208.58143320695353,222.42217710197866,153.0,200.39069502062384,261.7619498020134,23.0,424.90487450503355,200.0,196.0,211.0
1984,4th Quintile,732,232.00433595651,224.7555474151115,239.25312449790852,163.0,216.84324665310677,281.0,10.0,458.0,217.0,204.0,227.025
1984,5th Quintile,521,278.46966877710963,267.85329366987673,289.08604388434253,200.43314083246995,255.0,332.0,10.0,529.350288751295,255.0,245.0,265.0
1985,1st Quintile,811,178.83645272708995,173.15928691605095,184.51361853812895,122.0,167.0,229.00538968751,1.0,389.51347421877495,167.0,157.0,176.0
1985,2nd Quintile,727,199.85264056898012,193.59901394777503,206.1062671901852,143.0,184.0,245.0,15.0,398.0,184.0,174.0,190.0
1985,3rd Quintile,673,220.5574056609644,212.9321400077468,228.18267131418202,153.0,199.0,270.0,17.0,445.5,199.0,189.0,205.0
1985,4th Quintile,617,243.12749431061917,234.7357506121961,251.51923800904223,176.0,227.0,294.80697048518044,15.0,473.01742621295114,227.0,217.0,237.025
1985,5th Quintile,470,280.87004676721295,269.3180936012665,292.4219999331594,195.61365704161278,255.0,343.9306288371806,10.0,566.4060865305323,255.0,246.0,255.025
1986,1st Quintile,745,183.4103016998231,177.19982602625393,189.62077737339226,127.0,169.52866423342005,230.0,25.0,384.5,169.0,160.0,177.0
1986,2nd Quintile,660,208.42005364362961,202.20288289136832,214.6372243958909,155.81071838168208,200.962608341139,255.0,15.0,403.7839224274769,201.0,198.0,218.0
1986,3rd Quintile,669,221.80239304035368,214.33403550024593,229.27075058046142,153.0,204.0,270.43570259299213,20.0,446.5892564824803,204.0,194.0,214.0
1986,4th Quintile,599,236.91278468817652,228.5310589594147,245.29451041693832,163.0,214.0,299.73682248306204,10.0,504.8420562076551,214.0,198.0,224.0
1986,5th Quintile,420,303.34383644457193,290.6299628783192,316.0577100108247,214.0,281.0,361.74268368255537,35.0,583.3567092063884,281.0,266.0,307.0
1987,1st Quintile,703,186.93517231126359,180.83015611435476,193.0401885081724,133.0,178.0,234.0,25.0,385.5,178.0,172.0,190.0
1987,2nd Quintile,680,216.3666623600881,209.49667806331152,223.23664665686468,153.0,204.0,255.0,51.0,408.0,204.0,198.975,214.0
1987,3rd Quintile,632,227.35129938795723,219.18215837591822,235.52044039999623,158.51407120396652,209.0,270.3031549148793,30.0,437.9867804812485,209.0,197.0,221.0
1987,4th Quintile,599,247.65793452398137,239.38182148222856,255.93404756573418,178.0,235.0,306.0,25.0,498.0,235.0,220.0,240.0
1987,5th Quintile,425,298.96360714446183,285.4047347881848,312.5224795007389,212.0649231234662,265.0,357.6850317987373,10.0,576.115194811644,265.0,248.95,275.0
1988,1st Quintile,699,196.68320258593198,190.4734743083195,202.89293086354445,138.0,180.0,250.0,5.0,418.0,180.0,168.975,189.0
1988,2nd Quintile,640,222.25813068888812,215.18235059468526,229.33391078309097,158.0,206.7579058296305,268.0,10.0,433.0,207.0,194.92499999999998,210.0
1988,3rd Quintile,613,235.63334454262903,227.57812302085577,243.6885660644023,166.6424283932049,221.92157413319617,291.0,15.0,477.53635741019264,222.0,214.0,240.0
1988,4th Quintile,542,259.12135677087974,249.37036441208295,268.87234912967654,178.0,240.0,306.0,10.0,498.0,240.0,225.0,250.0
1988,5th Quintile,396,309.73811848649706,296.0107767741827,323.4654601988114,214.0,286.0,368.0,0.0,599.0,286.0,270.975,291.1
1989,1st Quintile,682,204.7407582500017,198.17014257697775,211.31137392302566,148.0,186.0,255.0,0.0,415.5,186.0,176.975,194.0
1989,2nd Quintile,662,234.81932868576789,227.5057586925102,242.13289867902557,166.0,224.0,281.0,16.0,453.5,224.0,213.975,243.0
1989,3rd Quintile,586,245.11499070420209,236.36988634149958,253.8600950669046,174.0,222.0,306.0,25.0,504.0,222.0,212.0,230.0
1989,4th Quintile,528,258.29547563917475,249.56744494480563,267.0235063335439,189.0,248.3237838950056,313.2832031306178,10.0,499.7080078265444,247.0,239.0,264.0
1989,5th Quintile,374,326.42149341668636,311.5077238448369,341.3352629885358,230.0,306.0,398.0,35.0,650.0,306.0,287.95,329.0
1990,1st Quintile,1503,28.85393897273676,27.19260307457098,30.51527487090254,16.0,23.0,30.0,0.0,51.0,23.0,22.0,23.0
1990,2nd Quintile,833,219.77002788797276,213.98155215408312,225.5585036218624,162.31271891759428,204.0,270.0,17.0,431.5309216236086,204.0,193.975,209.0
1990,3rd Quintile,777,237.3384169543877,230.6868136403798,243.9900202683956,176.0,230.0,287.69445949220943,15.0,455.2361487305236,230.0,222.0,241.0
1990,4th Quintile,648,264.9164129445619,256.3148227089736,273.5180031801502,191.32724662408185,251.0,327.0,15.0,530.5091300638773,251.0,244.0,272.0
1990,5th Quintile,466,331.71188171634293,317.4534441179574,345.97031931472844,230.0,306.0,409.0,0.0,677.5,306.0,306.0,331.0
1991,1st Quintile,1393,38.42681651602853,35.13216935903255,41.72146367302451,19.0,26.0,34.16918820201082,2.0,56.92297050502705,26.0,26.0,27.0
1991,2nd Quintile,824,219.04731849285164,212.87478164842133,225.21985533728196,156.05927941856706,204.0,270.0,5.0,440.9110808721494,204.0,195.95,209.0
1991,3rd Quintile,759,243.6621424309614,236.07985110862265,251.24443375330017,178.0,230.0,286.0,50.0,448.0,230.0,225.0,241.0
