year,hhtyp,quintil_oecd_hh,pet_cat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Single-person household,1st Quintile,Yes,0.07989,37,423,0.05403,0.10576
1996,Single-person household,1st Quintile,No,0.92011,386,423,0.89424,0.94597
1996,Single-person household,2nd Quintile,No,0.92671,264,264,0.89521,0.95821
1996,Single-person household,3rd Quintile,No,0.91129,252,252,0.87612,0.94647
1996,Single-person household,4th Quintile,Yes,0.12408,34,247,0.08288,0.16528
1996,Single-person household,4th Quintile,No,0.87592,213,247,0.83472,0.91712
1996,Single-person household,5th Quintile,No,0.95053,178,178,0.91859,0.98248
1996,Couple without children,1st Quintile,Yes,0.14588,34,227,0.09986,0.19190
1996,Couple without children,1st Quintile,No,0.85412,193,227,0.80810,0.90014
1996,Couple without children,2nd Quintile,Yes,0.15093,48,317,0.11146,0.19041
1996,Couple without children,2nd Quintile,No,0.84907,269,317,0.80959,0.88854
1996,Couple without children,3rd Quintile,Yes,0.11407,49,385,0.08227,0.14586
1996,Couple without children,3rd Quintile,No,0.88593,336,385,0.85414,0.91773
1996,Couple without children,4th Quintile,Yes,0.16558,67,431,0.13045,0.20072
1996,Couple without children,4th Quintile,No,0.83442,364,431,0.79928,0.86955
1996,Couple without children,5th Quintile,Yes,0.13704,61,480,0.10624,0.16783
1996,Couple without children,5th Quintile,No,0.86296,419,480,0.83217,0.89376
1996,Single parent,1st Quintile,No,0.82109,139,139,0.75715,0.88504
1996,Single parent,2nd Quintile,No,0.84935,69,69,0.76433,0.93437
1996,Single parent,3rd Quintile,No,0.70621,39,39,0.56138,0.85104
1996,Single parent,4th Quintile,No,0.86246,43,43,0.75830,0.96662
1996,Couple with children,1st Quintile,Yes,0.13222,63,541,0.10365,0.16079
1996,Couple with children,1st Quintile,No,0.86778,478,541,0.83921,0.89635
1996,Couple with children,2nd Quintile,Yes,0.17353,103,659,0.14459,0.20246
1996,Couple with children,2nd Quintile,No,0.82647,556,659,0.79754,0.85541
1996,Couple with children,3rd Quintile,Yes,0.16749,108,613,0.13790,0.19707
1996,Couple with children,3rd Quintile,No,0.83251,505,613,0.80293,0.86210
1996,Couple with children,4th Quintile,Yes,0.15057,92,505,0.11935,0.18179
1996,Couple with children,4th Quintile,No,0.84943,413,505,0.81821,0.88065
1996,Couple with children,5th Quintile,Yes,0.15699,58,368,0.11977,0.19421
1996,Couple with children,5th Quintile,No,0.84301,310,368,0.80579,0.88023
1996,Other Combinations,3rd Quintile,No,0.81572,33,33,0.68139,0.95006
2001,Single-person household,1st Quintile,Yes,0.12874,112,828,0.10591,0.15157
2001,Single-person household,1st Quintile,No,0.87126,716,828,0.84843,0.89409
2001,Single-person household,2nd Quintile,Yes,0.09637,64,603,0.07279,0.11994
2001,Single-person household,2nd Quintile,No,0.90363,539,603,0.88006,0.92721
2001,Single-person household,3rd Quintile,Yes,0.10752,61,544,0.08147,0.13358
2001,Single-person household,3rd Quintile,No,0.89248,483,544,0.86642,0.91853
2001,Single-person household,4th Quintile,Yes,0.10189,56,495,0.07521,0.12856
2001,Single-person household,4th Quintile,No,0.89811,439,495,0.87144,0.92479
2001,Single-person household,5th Quintile,Yes,0.10173,49,453,0.07386,0.12960
2001,Single-person household,5th Quintile,No,0.89827,404,453,0.87040,0.92614
2001,Couple without children,1st Quintile,Yes,0.15159,60,410,0.11683,0.18635
2001,Couple without children,1st Quintile,No,0.84841,350,410,0.81365,0.88317
2001,Couple without children,2nd Quintile,Yes,0.16391,107,624,0.13484,0.19298
2001,Couple without children,2nd Quintile,No,0.83609,517,624,0.80702,0.86516
2001,Couple without children,3rd Quintile,Yes,0.14077,114,732,0.11555,0.16598
2001,Couple without children,3rd Quintile,No,0.85923,618,732,0.83402,0.88445
2001,Couple without children,4th Quintile,Yes,0.13271,119,843,0.10979,0.15562
2001,Couple without children,4th Quintile,No,0.86729,724,843,0.84438,0.89021
2001,Couple without children,5th Quintile,Yes,0.14117,150,980,0.11936,0.16299
2001,Couple without children,5th Quintile,No,0.85883,830,980,0.83701,0.88064
2001,Single parent,1st Quintile,Yes,0.17323,58,298,0.13019,0.21627
2001,Single parent,1st Quintile,No,0.82677,240,298,0.78373,0.86981
2001,Single parent,2nd Quintile,Yes,0.17468,33,174,0.11810,0.23126
2001,Single parent,2nd Quintile,No,0.82532,141,174,0.76874,0.88190
2001,Single parent,3rd Quintile,No,0.85196,93,93,0.77938,0.92453
2001,Single parent,4th Quintile,No,0.80461,57,57,0.70076,0.90846
2001,Single parent,5th Quintile,No,0.81756,42,42,0.69934,0.93578
2001,Couple with children,1st Quintile,Yes,0.19385,119,642,0.16324,0.22445
2001,Couple with children,1st Quintile,No,0.80615,523,642,0.77555,0.83676
2001,Couple with children,2nd Quintile,Yes,0.19610,215,995,0.17142,0.22078
2001,Couple with children,2nd Quintile,No,0.80390,780,995,0.77922,0.82858
2001,Couple with children,3rd Quintile,Yes,0.20351,213,996,0.17849,0.22853
2001,Couple with children,3rd Quintile,No,0.79649,783,996,0.77147,0.82151
2001,Couple with children,4th Quintile,Yes,0.20028,186,896,0.17406,0.22650
2001,Couple with children,4th Quintile,No,0.79972,710,896,0.77350,0.82594
2001,Couple with children,5th Quintile,Yes,0.19678,129,646,0.16610,0.22747
2001,Couple with children,5th Quintile,No,0.80322,517,646,0.77253,0.83390
2001,Multi-generational household,2nd Quintile,No,0.79603,34,34,0.65855,0.93352
2006,Single-person household,1st Quintile,Yes,0.10377,90,847,0.08322,0.12432
2006,Single-person household,1st Quintile,No,0.89623,757,847,0.87568,0.91678
2006,Single-person household,2nd Quintile,Yes,0.09137,67,646,0.06913,0.11361
2006,Single-person household,2nd Quintile,No,0.90863,579,646,0.88639,0.93087
2006,Single-person household,3rd Quintile,Yes,0.10834,67,602,0.08349,0.13319
2006,Single-person household,3rd Quintile,No,0.89166,535,602,0.86681,0.91651
2006,Single-person household,4th Quintile,Yes,0.10700,67,591,0.08205,0.13194
2006,Single-person household,4th Quintile,No,0.89300,524,591,0.86806,0.91795
2006,Single-person household,5th Quintile,Yes,0.08643,57,597,0.06387,0.10899
2006,Single-person household,5th Quintile,No,0.91357,540,597,0.89101,0.93613
2006,Couple without children,1st Quintile,Yes,0.13192,67,426,0.09975,0.16409
2006,Couple without children,1st Quintile,No,0.86808,359,426,0.83591,0.90025
2006,Couple without children,2nd Quintile,Yes,0.14730,100,664,0.12032,0.17427
2006,Couple without children,2nd Quintile,No,0.85270,564,664,0.82573,0.87968
2006,Couple without children,3rd Quintile,Yes,0.17036,134,770,0.14379,0.19694
2006,Couple without children,3rd Quintile,No,0.82964,636,770,0.80306,0.85621
2006,Couple without children,4th Quintile,Yes,0.11439,111,834,0.09278,0.13601
2006,Couple without children,4th Quintile,No,0.88561,723,834,0.86399,0.90722
2006,Couple without children,5th Quintile,Yes,0.16743,242,1463,0.14829,0.18657
2006,Couple without children,5th Quintile,No,0.83257,1221,1463,0.81343,0.85171
2006,Single parent,1st Quintile,Yes,0.26360,81,336,0.21642,0.31078
