"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","1111.52","1074","869","1075.14","1147.9"
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","823.47","818","53","672.97","973.97"
"1984","16-34 Jahre alt","kein Migrationshintergrund ","1105.86","1078.35","2014","1074.07","1137.65"
"1984","35-65 Jahre alt","direkter Migrationshintergrund","1371.08","1278","1421","1334.02","1408.14"
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","1565.18","1444.72","2743","1527.25","1603.11"
"1984","66 und älter","direkter Migrationshintergrund","","","","",""
"1984","66 und älter","indirekter Migrationshintergrund","","","","",""
"1984","66 und älter","kein Migrationshintergrund ","809.81","392.05","48","447.33","1172.29"
"1985","16-34 Jahre alt","direkter Migrationshintergrund","1085.45","1109.71","730","1047.39","1123.51"
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","1037.82","915.72","57","888.51","1187.13"
"1985","16-34 Jahre alt","kein Migrationshintergrund ","1105.19","1112.6","1904","1074.65","1135.73"
"1985","35-65 Jahre alt","direkter Migrationshintergrund","1403.8","1296","1230","1368.33","1439.27"
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","kein Migrationshintergrund ","1597.81","1483","2552","1558.02","1637.6"
"1985","66 und älter","direkter Migrationshintergrund","","","","",""
"1985","66 und älter","indirekter Migrationshintergrund","","","","",""
"1985","66 und älter","kein Migrationshintergrund ","850.1","344.93","46","451.77","1248.43"
"1986","16-34 Jahre alt","direkter Migrationshintergrund","1140.48","1150.56","695","1099.88","1181.08"
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","923.7","871.09","77","815.27","1032.13"
"1986","16-34 Jahre alt","kein Migrationshintergrund ","1144.71","1125","1907","1111.34","1178.08"
"1986","35-65 Jahre alt","direkter Migrationshintergrund","1427.38","1367.8","1190","1393.42","1461.34"
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","1671.7","1534","2396","1628.59","1714.81"
"1986","66 und älter","direkter Migrationshintergrund","","","","",""
"1986","66 und älter","indirekter Migrationshintergrund","","","","",""
"1986","66 und älter","kein Migrationshintergrund ","866.05","307","31","463.58","1268.52"
"1987","16-34 Jahre alt","direkter Migrationshintergrund","1240.58","1227","693","1179.53","1301.63"
"1987","16-34 Jahre alt","indirekter Migrationshintergrund","929.83","936.84","77","827.72","1031.94"
"1987","16-34 Jahre alt","kein Migrationshintergrund ","1162.03","1150","1914","1128.37","1195.69"
"1987","35-65 Jahre alt","direkter Migrationshintergrund","1442.47","1380","1178","1407.56","1477.38"
"1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","kein Migrationshintergrund ","1683.03","1580.57","2384","1639.16","1726.9"
"1987","66 und älter","direkter Migrationshintergrund","","","","",""
"1987","66 und älter","indirekter Migrationshintergrund","","","","",""
"1987","66 und älter","kein Migrationshintergrund ","1050.2","249.92","34","561.32","1539.08"
"1988","16-34 Jahre alt","direkter Migrationshintergrund","1238.34","1278","670","1191.93","1284.75"
"1988","16-34 Jahre alt","indirekter Migrationshintergrund","990.96","1021.85","105","892.77","1089.15"
"1988","16-34 Jahre alt","kein Migrationshintergrund ","1233.72","1227","1785","1196.56","1270.88"
"1988","35-65 Jahre alt","direkter Migrationshintergrund","1525.13","1432","1076","1484.03","1566.23"
"1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","kein Migrationshintergrund ","1741.96","1636","2301","1696.07","1787.85"
"1988","66 und älter","direkter Migrationshintergrund","","","","",""
"1988","66 und älter","indirekter Migrationshintergrund","","","","",""
"1988","66 und älter","kein Migrationshintergrund ","1248.15","459.08","34","555.15","1941.15"
"1989","16-34 Jahre alt","direkter Migrationshintergrund","1302","1278","642","1252.23","1351.77"
"1989","16-34 Jahre alt","indirekter Migrationshintergrund","949.45","920","119","827.34","1071.56"
"1989","16-34 Jahre alt","kein Migrationshintergrund ","1287.34","1278","1822","1251.08","1323.6"
"1989","35-65 Jahre alt","direkter Migrationshintergrund","1586.54","1534","1057","1547.79","1625.29"
"1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1989","35-65 Jahre alt","kein Migrationshintergrund ","1829.96","1687","2186","1777.74","1882.18"
"1989","66 und älter","direkter Migrationshintergrund","","","","",""
"1989","66 und älter","indirekter Migrationshintergrund","","","","",""
"1989","66 und älter","kein Migrationshintergrund ","1406.57","837.16","36","815.34","1997.8"
"1990","16-34 Jahre alt","direkter Migrationshintergrund","1317.7","1329.34","621","1261.48","1373.92"
"1990","16-34 Jahre alt","indirekter Migrationshintergrund","1004.4","974.54","151","880.81","1127.99"
"1990","16-34 Jahre alt","kein Migrationshintergrund ","1128.73","1023","3156","1102.37","1155.09"
"1990","35-65 Jahre alt","direkter Migrationshintergrund","1538.52","1479.78","1135","1494.67","1582.37"
"1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
