"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Fach-)Abitur","maennlich","1642.49","1529","295","324","1012","2147","2556","4602","1533.52","1751.46","0","11039","1355","1534"
"1984","(Fach-)Abitur","weiblich","953.57","861","168","199","373","1329","1764","3068","860.37","1046.77","51","3221","719","1023"
"1984","(noch) kein Abschluss","maennlich","1217.44","1275","390","529","1023","1483","1687","2271","1173.87","1261.01","56","6135","1278","1355"
"1984","(noch) kein Abschluss","weiblich","861.3","907.5","264","254","665","1074","1278","1652","820.56","902.04","0","1790","869","965"
"1984","AkademikerIn","maennlich","2500.62","2428.5","455","1176","1880","2965","3582","6647","2381.12","2620.12","0","11248","2301","2531"
"1984","AkademikerIn","weiblich","1429.66","1426.5","165","457","1023","1892","2199","3272","1333.97","1525.35","97","3272","1283","1585"
"1984","Hauptschule","maennlich","1498.63","1431.5","2692","869","1176","1738","2096","4044","1469.54","1527.72","0","16873","1380","1432"
"1984","Hauptschule","weiblich","777.9","713.5","1457","199","409","1051","1369","2301","754.71","801.09","0","3988","721","798"
"1984","Realschule","maennlich","1668.32","1527","585","404","1125","2045","2710","5114","1580.75","1755.89","26","10226","1477","1585"
"1984","Realschule","weiblich","944.4","958.5","592","232","499","1278","1585","2710","898.41","990.39","0","6135","896","1022"
"1985","(Fach-)Abitur","maennlich","1495.33","1410","266","304","767","2083","2568","4090","1391.92","1598.74","51","5701","1320","1528"
"1985","(Fach-)Abitur","weiblich","947.83","894.5","170","184","287","1421","1790","2863","853.73","1041.93","0","2914","792","1023"
"1985","(noch) kein Abschluss","maennlich","1173.54","1247.5","298","192","1023","1432","1738","2556","1127.79","1219.29","31","3019","1278","1380"
"1985","(noch) kein Abschluss","weiblich","876.42","907.5","217","189","741","1125","1278","1534","831.71","921.13","31","2045","869","1023"
"1985","AkademikerIn","maennlich","2483.26","2450.5","426","1125","1871","3017","3630","6135","2373.27","2593.25","71","7950","2301","2556"
"1985","AkademikerIn","weiblich","1509.11","1550.5","165","409","1125","1983","2301","3323","1403.75","1614.47","87","3863","1278","1651"
"1985","Hauptschule","maennlich","1519.12","1431.5","2381","892","1202","1790","2199","4090","1492.34","1545.9","0","9374","1398","1432"
"1985","Hauptschule","weiblich","798.45","766.5","1344","204","442","1074","1360","2250","774.67","822.23","0","2905","767","818"
"1985","Realschule","maennlich","1748.79","1584.5","566","441","1176","2131","2806","5624","1642.85","1854.73","77","20452","1534","1636"
"1985","Realschule","weiblich","981.81","969","576","266","588","1330","1636","2763","936.63","1026.99","0","4090","895","1023"
"1986","(Fach-)Abitur","maennlich","1596.87","1453.5","256","356","1074","2224","2556","5117","1497.22","1696.52","153","6187","1380","1534"
"1986","(Fach-)Abitur","weiblich","1032.33","970.5","185","210","358","1432","1846","4084","931.23","1133.43","15","4421","818","1108"
"1986","(noch) kein Abschluss","maennlich","1275.4","1275","281","767","1074","1534","1790","2556","1226.46","1324.34","38","3324","1329","1432"
"1986","(noch) kein Abschluss","weiblich","905.41","958.5","199","194","665","1176","1329","1636","852.13","958.69","34","3579","869","997"
"1986","AkademikerIn","maennlich","2687.8","2547","430","1329","1994","3144","4090","8181","2548.73","2826.87","0","12782","2404","2556"
"1986","AkademikerIn","weiblich","1656.02","1635.5","155","716","1278","2122","2403","3609","1542.81","1769.23","92","5113","1432","1687"
"1986","Hauptschule","maennlich","1564.91","1482.5","2282","931","1227","1790","2301","3835","1535.93","1593.89","0","16361","1432","1483"
"1986","Hauptschule","weiblich","819.4","787.5","1283","205","460","1125","1418","2301","794.29","844.51","0","3528","767","850"
"1986","Realschule","maennlich","1682.81","1582.5","550","331","1176","2070","2863","5113","1596.87","1768.75","0","9715","1534","1636"
"1986","Realschule","weiblich","1079.42","1022.5","565","276","639","1432","1740","2812","1020.65","1138.19","51","11248","959","1074"
"1987","(Fach-)Abitur","maennlich","1488.63","1419","259","322","767","2147","2556","3835","1388.35","1588.91","69","5880","1329","1534"
"1987","(Fach-)Abitur","weiblich","1041.06","982","182","213","366","1431","1943","3375","941.09","1141.03","36","3937","869","1125"
"1987","(noch) kein Abschluss","maennlich","1347.43","1426.5","268","409","1176","1636","1892","3024","1272.79","1422.07","51","8038","1380","1483"
"1987","(noch) kein Abschluss","weiblich","830.05","917.5","201","189","614","1125","1278","1636","777.79","882.31","26","2510","869","971"
"1987","AkademikerIn","maennlich","2738.1","2577","418","1278","2020","3221","4090","8181","2598.29","2877.91","51","12782","2454","2659"
"1987","AkademikerIn","weiblich","1623.56","1623.5","163","562","1074","2045","2454","5113","1495.4","1751.72","51","5113","1483","1688"
