year,quintil_oecd,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,3595,1116.2910831170664,1106.4494825810914,1126.1326836530413,663.5091534126292,1138.0,1483.0,0.0,2712.236269881056,1138.0,1100.0,1151.0
1984,2nd Quintile,West,2079,1374.8622881442432,1359.9459574536766,1389.7786188348098,920.0,1329.0,1738.0,0.0,2965.0,1329.0,1297.95,1380.0
1984,3rd Quintile,West,891,1652.2947374248067,1624.4385093102953,1680.1509655393181,1103.6388095617606,1534.0,2045.0,56.0,3457.041785657359,1534.0,1483.0,1570.375
1984,4th Quintile,West,346,2028.307092908333,1966.2935025103557,2090.3206833063105,1176.0,1943.0,2563.878879788733,0.0,4645.6971994718315,1943.0,1841.0,2106.075
1984,5th Quintile,West,132,2855.6106483797635,2637.366695983297,3073.8546007762297,1096.9273257333982,2110.409216810841,3824.385869871691,0.0,7915.573686079129,2045.0,1583.725,2161.95
1985,1st Quintile,West,3089,1103.3505354257088,1092.7108607734476,1113.99021007797,639.0,1125.0,1483.0,0.0,2749.0,1125.0,1088.925,1146.125
1985,2nd Quintile,West,1945,1370.5358667295575,1355.373290230825,1385.69844322829,913.8935359799109,1329.0,1738.0,0.0,2974.1596960301335,1329.0,1279.95,1380.0
1985,3rd Quintile,West,957,1626.9751917233689,1601.04713946561,1652.9032439811278,1125.0,1534.0,2043.2023434720531,77.0,3420.505858680133,1534.0,1483.0,1585.0
1985,4th Quintile,West,313,2088.4047353778633,2025.2791375724428,2151.530333183284,1330.3475433895928,1993.5846236118625,2706.3298959373215,77.0,4770.303424758915,1994.0,1866.0,2096.0
1985,5th Quintile,West,120,2927.7533553937596,2701.648740085647,3153.857970701872,1130.7130872438856,2556.0,3864.0850415545833,76.0,7964.142973020629,2556.0,2198.0,3246.0
1986,1st Quintile,West,2764,1146.7046039914394,1133.2457967978244,1160.1634111850544,642.1608314353942,1176.0,1534.0,0.0,2871.7587528469085,1176.0,1175.35,1227.0
1986,2nd Quintile,West,1940,1378.5096461247276,1363.492738846065,1393.5265534033902,920.0,1334.3782140189805,1738.0,0.0,2965.0,1331.0,1282.0,1333.0
1986,3rd Quintile,West,1033,1670.733398508292,1644.9886234551047,1696.4781735614795,1125.0,1534.0,2048.2213022781275,0.0,3433.0532556953185,1534.0,1457.0,1560.0
1986,4th Quintile,West,366,2237.532412405621,2163.52628115813,2311.538543653112,1380.0,2045.0,2817.685498659545,0.0,4974.213746648862,2045.0,1790.0,2249.0
