"pli0092_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","37","0.107034850622268","0.0793199068935516","0.134749794350985"
"Täglich","1995","(noch) kein Abschluss","2","10","","",""
"Täglich","1995","(noch) kein Abschluss","3","11","","",""
"Täglich","1995","(noch) kein Abschluss","4","6","","",""
"Täglich","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Täglich","1995","Hauptschule","1 Einkommensschwächstes Quintil","69","0.0251025895696851","0.0189826102955901","0.0312225688437801"
"Täglich","1995","Hauptschule","2","59","0.0377877786925784","0.0291545267766016","0.0464210306085552"
"Täglich","1995","Hauptschule","3","27","","",""
"Täglich","1995","Hauptschule","4","28","","",""
"Täglich","1995","Hauptschule","5 Einkommensstärkstes Quintil","9","","",""
"Täglich","1995","Realschule","1 Einkommensschwächstes Quintil","52","0.0483628292677679","0.035550390946861","0.0611752675886747"
"Täglich","1995","Realschule","2","46","0.0456136957702115","0.0320798123159191","0.0591475792245039"
"Täglich","1995","Realschule","3","28","","",""
"Täglich","1995","Realschule","4","25","","",""
"Täglich","1995","Realschule","5 Einkommensstärkstes Quintil","9","","",""
"Täglich","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","28","","",""
"Täglich","1995","(Fach-)Abitur","2","19","","",""
"Täglich","1995","(Fach-)Abitur","3","12","","",""
"Täglich","1995","(Fach-)Abitur","4","11","","",""
"Täglich","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","8","","",""
"Täglich","1995","AkademikerIn","1 Einkommensschwächstes Quintil","24","","",""
"Täglich","1995","AkademikerIn","2","20","","",""
"Täglich","1995","AkademikerIn","3","19","","",""
"Täglich","1995","AkademikerIn","4","20","","",""
"Täglich","1995","AkademikerIn","5 Einkommensstärkstes Quintil","19","","",""
