year,sex,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,male,At least once per week,0.27424,1418,5347,0.26228,0.28620
1985,male,At least once per month,0.06001,333,5347,0.05364,0.06637
1985,male,Seldom,0.13840,752,5347,0.12915,0.14766
1985,male,Never,0.52735,2844,5347,0.51397,0.54074
1985,female,At least once per week,0.20761,1042,5541,0.19693,0.21829
1985,female,At least once per month,0.03787,207,5541,0.03285,0.04290
1985,female,Seldom,0.11785,679,5541,0.10936,0.12634
1985,female,Never,0.63667,3613,5541,0.62401,0.64934
1986,male,At least once per week,0.28980,1484,5174,0.27744,0.30216
1986,male,At least once per month,0.06032,323,5174,0.05383,0.06681
1986,male,Seldom,0.13338,681,5174,0.12411,0.14264
1986,male,Never,0.51650,2686,5174,0.50288,0.53012
1986,female,At least once per week,0.20728,1048,5293,0.19636,0.21820
1986,female,At least once per month,0.04645,241,5293,0.04078,0.05212
1986,female,Seldom,0.10682,593,5293,0.09849,0.11514
1986,female,Never,0.63945,3411,5293,0.62652,0.65239
1988,male,At least once per week,0.28210,1379,4888,0.26948,0.29471
1988,male,At least once per month,0.05896,291,4888,0.05236,0.06557
1988,male,Seldom,0.14885,703,4888,0.13887,0.15883
1988,male,Never,0.51009,2515,4888,0.49608,0.52411
1988,female,At least once per week,0.22161,1036,4977,0.21007,0.23315
1988,female,At least once per month,0.04835,229,4977,0.04239,0.05432
1988,female,Seldom,0.12383,628,4977,0.11468,0.13298
1988,female,Never,0.60621,3084,4977,0.59263,0.61978
1990,male,At least once per week,0.28738,1769,6684,0.27653,0.29823
1990,male,At least once per month,0.08957,555,6684,0.08272,0.09642
1990,male,Seldom,0.20774,1291,6684,0.19801,0.21746
1990,male,Never,0.41532,3069,6684,0.40350,0.42713
1990,female,At least once per week,0.23158,1397,7003,0.22170,0.24146
1990,female,At least once per month,0.06444,394,7003,0.05869,0.07019
1990,female,Seldom,0.16503,1126,7003,0.15634,0.17373
