"pli0092_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Nie","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2162","0.435589014957365","0.421236942795909","0.44994108711882"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4450","0.684750021728132","0.673214747361018","0.696285296095246"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Westdeutschland, alte Bundeslaender","1097","0.89125108052774","0.873887986298266","0.908614174757215"
"Nie, sehr selten (1984)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1225","0.273855280456738","0.260947529648945","0.286763031264531"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","927","0.156016778516387","0.147007563993838","0.165025993038936"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1984","66 und älter","Westdeutschland, alte Bundeslaender","65","0.0508540544599747","0.0386010130124405","0.063107095907509"
"Gelegentlich (1984)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1198","0.290555704585898","0.27741398262051","0.303697426551285"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","855","0.159233199755481","0.150148952279617","0.168317447231344"
"Haeufig,regelmaessig (1984)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1984","66 und älter","Westdeutschland, alte Bundeslaender","73","0.0578948650122848","0.0448696674122954","0.0709200626122742"
"Haeufig,regelmaessig (1984)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1375","0.373543989922442","0.358829826158156","0.388258153686727"
"Min 1x pro Woche","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1013","0.204298569580009","0.193839915430037","0.214757223729982"
"Min 1x pro Woche","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1985","66 und älter","Westdeutschland, alte Bundeslaender","83","0.0741584483054484","0.0586029655740963","0.0897139310368004"
"Min 1x pro Woche","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","302","0.0727346301166784","0.0648352673928753","0.0806339928404814"
"Min 1x pro Monat","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","222","0.0429983149856409","0.0377363235227037","0.0482603064485782"
"Min 1x pro Monat","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","811","0.203639349314788","0.191390221529103","0.215888477100473"
"Seltener","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","594","0.110445586999113","0.102314876224225","0.118576297774001"
"Seltener","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1664","0.350082030646092","0.335573160268965","0.364590901023219"
"Nie","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3880","0.642257528435237","0.629823612611381","0.654691444259092"
"Nie","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1985","66 und älter","Westdeutschland, alte Bundeslaender","961","0.885371241533397","0.866458941810859","0.904283541255935"
"Nie","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1472","0.383479876612014","0.368561907230648","0.39839784599338"
"Min 1x pro Woche","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","995","0.212926981406808","0.202030376724736","0.223823586088879"
"Min 1x pro Woche","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","66 und älter","Westdeutschland, alte Bundeslaender","77","0.0718408932066664","0.0560480637342656","0.0876337226790671"
"Min 1x pro Woche","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","305","0.0796095616994671","0.0713046798326722","0.087914443566262"
"Min 1x pro Monat","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","244","0.0473477373577497","0.0416946571036144","0.053000817611885"
"Min 1x pro Monat","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","725","0.194809503178353","0.182658302781446","0.206960703575261"
"Seltener","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","537","0.103696852144442","0.0955820379211687","0.111811666367716"
"Seltener","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1579","0.342101058510165","0.327545743920978","0.356656373099353"
"Nie","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3646","0.636028429091","0.623221637858835","0.648835220323165"
"Nie","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","66 und älter","Westdeutschland, alte Bundeslaender","914","0.896392040357129","0.877753649041245","0.915030431673013"
"Nie","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1351","0.378673668358981","0.363317915476934","0.394029421241028"
"Min 1x pro Woche","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","973","0.221147130820961","0.209697280607196","0.232596981034726"
"Min 1x pro Woche","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1988","66 und älter","Westdeutschland, alte Bundeslaender","96","0.0914704794862357","0.0739163938473204","0.109024565125151"
"Min 1x pro Woche","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","280","0.0766827084923878","0.0682590085636118","0.0851064084211637"
"Min 1x pro Monat","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","223","0.0507499908621997","0.0446946342063457","0.0568053475180538"
"Min 1x pro Monat","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","731","0.2038269087678","0.191073884441727","0.216579933093873"
"Seltener","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","569","0.127636384245397","0.11843045872468","0.136842309766113"
"Seltener","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1988","66 und älter","Westdeutschland, alte Bundeslaender","32","0.0304184819496201","0.0199609513067168","0.0408760125925234"
"Seltener","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1471","0.340816714380831","0.325811499556233","0.355821929205429"
"Nie","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3282","0.600466494071442","0.586953473708552","0.613979514434333"
"Nie","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1988","66 und älter","Westdeutschland, alte Bundeslaender","890","0.860991678565774","0.83992538703839","0.882057970093157"
"Nie","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
