"pli0092_h","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Taeglich","1984","66 und älter","Bayern","","","",""
"Taeglich","1984","66 und älter","Saarland","","","",""
"Taeglich","1984","66 und älter","Berlin","","","",""
"Taeglich","1984","66 und älter","Brandenburg","","","",""
"Taeglich","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Taeglich","1984","66 und älter","Sachsen","","","",""
"Taeglich","1984","66 und älter","Sachsen-Anhalt","","","",""
"Taeglich","1984","66 und älter","Thueringen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Hamburg","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Bremen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Hessen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Bayern","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Hamburg","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Bremen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Hessen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Bayern","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1984","66 und älter","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1984","66 und älter","Hamburg","","","",""
"Min 1x pro Woche","1984","66 und älter","Niedersachsen","","","",""
"Min 1x pro Woche","1984","66 und älter","Bremen","","","",""
"Min 1x pro Woche","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1984","66 und älter","Hessen","","","",""
"Min 1x pro Woche","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1984","66 und älter","Bayern","","","",""
"Min 1x pro Woche","1984","66 und älter","Saarland","","","",""
"Min 1x pro Woche","1984","66 und älter","Berlin","","","",""
"Min 1x pro Woche","1984","66 und älter","Brandenburg","","","",""
"Min 1x pro Woche","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1984","66 und älter","Sachsen","","","",""
"Min 1x pro Woche","1984","66 und älter","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1984","66 und älter","Thueringen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Hamburg","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Bremen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Hessen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Bayern","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Saarland","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Berlin","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Brandenburg","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Sachsen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Thueringen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Hamburg","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Bremen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Hessen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Bayern","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Saarland","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Berlin","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Brandenburg","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Sachsen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Thueringen","","","",""
"Min 1x pro Monat","1984","66 und älter","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1984","66 und älter","Hamburg","","","",""
"Min 1x pro Monat","1984","66 und älter","Niedersachsen","","","",""
"Min 1x pro Monat","1984","66 und älter","Bremen","","","",""
"Min 1x pro Monat","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1984","66 und älter","Hessen","","","",""
"Min 1x pro Monat","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1984","66 und älter","Bayern","","","",""
"Min 1x pro Monat","1984","66 und älter","Saarland","","","",""
"Min 1x pro Monat","1984","66 und älter","Berlin","","","",""
"Min 1x pro Monat","1984","66 und älter","Brandenburg","","","",""
"Min 1x pro Monat","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1984","66 und älter","Sachsen","","","",""
"Min 1x pro Monat","1984","66 und älter","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1984","66 und älter","Thueringen","","","",""
"Seltener","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Seltener","1984","16-34 Jahre alt","Hamburg","","","",""
"Seltener","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Seltener","1984","16-34 Jahre alt","Bremen","","","",""
"Seltener","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Seltener","1984","16-34 Jahre alt","Hessen","","","",""
"Seltener","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Seltener","1984","16-34 Jahre alt","Bayern","","","",""
"Seltener","1984","16-34 Jahre alt","Saarland","","","",""
"Seltener","1984","16-34 Jahre alt","Berlin","","","",""
"Seltener","1984","16-34 Jahre alt","Brandenburg","","","",""
"Seltener","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Seltener","1984","16-34 Jahre alt","Sachsen","","","",""
"Seltener","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Seltener","1984","16-34 Jahre alt","Thueringen","","","",""
"Seltener","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Seltener","1984","35-65 Jahre alt","Hamburg","","","",""
"Seltener","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Seltener","1984","35-65 Jahre alt","Bremen","","","",""
"Seltener","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Seltener","1984","35-65 Jahre alt","Hessen","","","",""
"Seltener","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Seltener","1984","35-65 Jahre alt","Bayern","","","",""
"Seltener","1984","35-65 Jahre alt","Saarland","","","",""
"Seltener","1984","35-65 Jahre alt","Berlin","","","",""
"Seltener","1984","35-65 Jahre alt","Brandenburg","","","",""
"Seltener","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Seltener","1984","35-65 Jahre alt","Sachsen","","","",""
"Seltener","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Seltener","1984","35-65 Jahre alt","Thueringen","","","",""
"Seltener","1984","66 und älter","Schleswig-Holstein","","","",""
"Seltener","1984","66 und älter","Hamburg","","","",""
"Seltener","1984","66 und älter","Niedersachsen","","","",""
"Seltener","1984","66 und älter","Bremen","","","",""
"Seltener","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Seltener","1984","66 und älter","Hessen","","","",""
"Seltener","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Seltener","1984","66 und älter","Bayern","","","",""
"Seltener","1984","66 und älter","Saarland","","","",""
"Seltener","1984","66 und älter","Berlin","","","",""
"Seltener","1984","66 und älter","Brandenburg","","","",""
"Seltener","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Seltener","1984","66 und älter","Sachsen","","","",""
"Seltener","1984","66 und älter","Sachsen-Anhalt","","","",""
"Seltener","1984","66 und älter","Thueringen","","","",""
"Nie","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Nie","1984","16-34 Jahre alt","Hamburg","","","",""
"Nie","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Nie","1984","16-34 Jahre alt","Bremen","","","",""
"Nie","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Nie","1984","16-34 Jahre alt","Hessen","","","",""
"Nie","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Nie","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Nie","1984","16-34 Jahre alt","Bayern","","","",""
"Nie","1984","16-34 Jahre alt","Saarland","","","",""
"Nie","1984","16-34 Jahre alt","Berlin","","","",""
"Nie","1984","16-34 Jahre alt","Brandenburg","","","",""
"Nie","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie","1984","16-34 Jahre alt","Sachsen","","","",""
"Nie","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Nie","1984","16-34 Jahre alt","Thueringen","","","",""
"Nie","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Nie","1984","35-65 Jahre alt","Hamburg","","","",""
"Nie","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Nie","1984","35-65 Jahre alt","Bremen","","","",""
"Nie","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Nie","1984","35-65 Jahre alt","Hessen","","","",""
"Nie","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Nie","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Nie","1984","35-65 Jahre alt","Bayern","","","",""
"Nie","1984","35-65 Jahre alt","Saarland","","","",""
"Nie","1984","35-65 Jahre alt","Berlin","","","",""
"Nie","1984","35-65 Jahre alt","Brandenburg","","","",""
"Nie","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie","1984","35-65 Jahre alt","Sachsen","","","",""
"Nie","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Nie","1984","35-65 Jahre alt","Thueringen","","","",""
"Nie","1984","66 und älter","Schleswig-Holstein","","","",""
"Nie","1984","66 und älter","Hamburg","","","",""
"Nie","1984","66 und älter","Niedersachsen","","","",""
"Nie","1984","66 und älter","Bremen","","","",""
"Nie","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Nie","1984","66 und älter","Hessen","","","",""
"Nie","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Nie","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Nie","1984","66 und älter","Bayern","","","",""
"Nie","1984","66 und älter","Saarland","","","",""
"Nie","1984","66 und älter","Berlin","","","",""
"Nie","1984","66 und älter","Brandenburg","","","",""
"Nie","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Nie","1984","66 und älter","Sachsen","","","",""
"Nie","1984","66 und älter","Sachsen-Anhalt","","","",""
"Nie","1984","66 und älter","Thueringen","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Schleswig-Holstein","57","0.398482586836745","0.316500950304399","0.480464223369091"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Hamburg","54","0.407036171152866","0.3168528409399","0.497219501365832"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Niedersachsen","199","0.425567081258343","0.379577412744112","0.471556749772573"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Bremen","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Nordrhein-Westfalen","607","0.434183378048723","0.407072722039044","0.461294034058402"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Hessen","240","0.440188176888064","0.397105446117228","0.483270907658899"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","144","0.442528683624367","0.387938254627962","0.497119112620772"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Baden-Wuerttemberg","444","0.468368105761126","0.434842048566842","0.50189416295541"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Bayern","340","0.428518109134593","0.393219268489439","0.463816949779747"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Saarland","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Berlin","57","0.379322111690225","0.298658454656853","0.459985768723596"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Brandenburg","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Sachsen","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Thueringen","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Schleswig-Holstein","121","0.573112841925616","0.505403627418771","0.640822056432462"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Hamburg","103","0.662784979889012","0.586619704354359","0.738950255423665"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Niedersachsen","418","0.65996764553358","0.622709285522922","0.697226005544237"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Bremen","49","0.705052900832197","0.595036092972197","0.815069708692197"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Nordrhein-Westfalen","1207","0.700941409688819","0.678923186252558","0.72295963312508"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Hessen","470","0.709399290522296","0.67394477735924","0.744853803685352"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","309","0.716429972152399","0.673425967349795","0.759433976955003"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Baden-Wuerttemberg","897","0.718024797253797","0.692340577990588","0.743709016517006"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Bayern","723","0.652359652798691","0.623905176995886","0.680814128601496"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Saarland","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Berlin","153","0.678294587092297","0.617121212091939","0.739467962092656"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Brandenburg","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Sachsen","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Thueringen","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Schleswig-Holstein","42","0.965616252786832","0.911776799784231","1.01945570578943"
"Nie, sehr selten (1984)","1984","66 und älter","Hamburg","35","0.818102705804671","0.702802283716229","0.933403127893112"
"Nie, sehr selten (1984)","1984","66 und älter","Niedersachsen","133","0.905800896061767","0.858580548163378","0.953021243960156"
"Nie, sehr selten (1984)","1984","66 und älter","Bremen","30","0.898111974681551","0.794902887452904","1.0013210619102"
"Nie, sehr selten (1984)","1984","66 und älter","Nordrhein-Westfalen","253","0.910448584460833","0.877003444677049","0.943893724244616"
"Nie, sehr selten (1984)","1984","66 und älter","Hessen","87","0.851698408711331","0.783063461796877","0.920333355625785"
"Nie, sehr selten (1984)","1984","66 und älter","Rheinland-Pfalz,Saarland","109","0.974120062096952","0.944714672450832","1.00352545174307"
"Nie, sehr selten (1984)","1984","66 und älter","Baden-Wuerttemberg","185","0.89970046965132","0.858578909463778","0.940822029838862"
"Nie, sehr selten (1984)","1984","66 und älter","Bayern","189","0.841731840606989","0.794146024147869","0.889317657066109"
"Nie, sehr selten (1984)","1984","66 und älter","Saarland","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Berlin","34","0.823468779522998","0.708161220951153","0.938776338094842"
"Nie, sehr selten (1984)","1984","66 und älter","Brandenburg","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Sachsen","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Sachsen-Anhalt","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Thueringen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Schleswig-Holstein","30","0.241011570161823","0.169393216853491","0.312629923470155"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Hamburg","35","0.345031038096912","0.257767039818412","0.432295036375411"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Niedersachsen","129","0.298083601642258","0.255536660471661","0.340630542812855"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Bremen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Nordrhein-Westfalen","338","0.271624180186115","0.247294995601802","0.295953364770429"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Hessen","127","0.228460054023206","0.192022656667479","0.264897451378933"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","78","0.257760295686302","0.209685811548784","0.305834779823821"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Baden-Wuerttemberg","215","0.271262742370663","0.241390771854195","0.301134712887131"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Bayern","224","0.294885309778644","0.262359279228646","0.327411340328643"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Saarland","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Berlin","43","0.266071010420358","0.192608377167164","0.339533643673552"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Brandenburg","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Sachsen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Thueringen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Schleswig-Holstein","38","0.185156775854353","0.131985388192584","0.238328163516122"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Hamburg","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Niedersachsen","88","0.147732006587552","0.119824073130416","0.175639940044687"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Bremen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Nordrhein-Westfalen","252","0.157580791953609","0.140058978813882","0.175102605093336"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Hessen","82","0.137459649077996","0.110571856925156","0.164347441230836"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","50","0.120145712414005","0.0891250275796512","0.151166397248359"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Baden-Wuerttemberg","161","0.158656704092883","0.137801856433535","0.179511551752232"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Bayern","184","0.173286237404103","0.150670977923181","0.195901496885024"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Saarland","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Berlin","45","0.190584823222178","0.139150395708589","0.242019250735766"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Brandenburg","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Sachsen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Thueringen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Schleswig-Holstein","","","",""
"Gelegentlich (1984)","1984","66 und älter","Hamburg","","","",""
"Gelegentlich (1984)","1984","66 und älter","Niedersachsen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Bremen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Hessen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Gelegentlich (1984)","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Gelegentlich (1984)","1984","66 und älter","Bayern","","","",""
"Gelegentlich (1984)","1984","66 und älter","Saarland","","","",""
"Gelegentlich (1984)","1984","66 und älter","Berlin","","","",""
"Gelegentlich (1984)","1984","66 und älter","Brandenburg","","","",""
"Gelegentlich (1984)","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Gelegentlich (1984)","1984","66 und älter","Sachsen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Sachsen-Anhalt","","","",""
"Gelegentlich (1984)","1984","66 und älter","Thueringen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Schleswig-Holstein","50","0.360505843001431","0.280104694629129","0.440906991373734"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Hamburg","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Niedersachsen","116","0.276349317099399","0.234753439463123","0.317945194735675"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Bremen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Nordrhein-Westfalen","339","0.294192441765162","0.269268054704539","0.319116828825785"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Hessen","143","0.33135176908873","0.29050041093735","0.37220312724011"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","96","0.29971102068933","0.249358115459387","0.350063925919274"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Baden-Wuerttemberg","192","0.260369151868211","0.230885207486587","0.289853096249835"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Bayern","191","0.276596581086763","0.244689410258518","0.308503751915007"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Saarland","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Berlin","39","0.354606877889418","0.275077710682346","0.43413604509649"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Brandenburg","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
