year,quintil_oecd,sampreg,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,West,At least once per week,0.15145,315,2221,0.13654,0.16637
1985,1st Quintile,West,At least once per month,0.03560,80,2221,0.02790,0.04331
1985,1st Quintile,West,Seldom,0.10367,259,2221,0.09099,0.11635
1985,1st Quintile,West,Never,0.70928,1567,2221,0.69039,0.72816
1985,2nd Quintile,West,At least once per week,0.18002,375,2128,0.16369,0.19635
1985,2nd Quintile,West,At least once per month,0.03874,86,2128,0.03054,0.04695
1985,2nd Quintile,West,Seldom,0.12373,268,2128,0.10974,0.13772
1985,2nd Quintile,West,Never,0.65750,1399,2128,0.63734,0.67767
1985,3rd Quintile,West,At least once per week,0.24990,511,2181,0.23173,0.26808
1985,3rd Quintile,West,At least once per month,0.05762,136,2181,0.04784,0.06740
1985,3rd Quintile,West,Seldom,0.11487,260,2181,0.10148,0.12825
1985,3rd Quintile,West,Never,0.57761,1274,2181,0.55688,0.59835
1985,4th Quintile,West,At least once per week,0.27467,574,2189,0.25597,0.29338
1985,4th Quintile,West,At least once per month,0.05746,125,2189,0.04770,0.06721
1985,4th Quintile,West,Seldom,0.14581,327,2189,0.13103,0.16060
1985,4th Quintile,West,Never,0.52206,1163,2189,0.50113,0.54299
1985,5th Quintile,West,At least once per week,0.32043,683,2161,0.30075,0.34011
1985,5th Quintile,West,At least once per month,0.05012,113,2161,0.04092,0.05932
1985,5th Quintile,West,Seldom,0.14460,315,2161,0.12977,0.15943
1985,5th Quintile,West,Never,0.48485,1050,2161,0.46377,0.50593
1986,1st Quintile,West,At least once per week,0.15910,329,2056,0.14328,0.17491
1986,1st Quintile,West,At least once per month,0.04054,93,2056,0.03202,0.04907
1986,1st Quintile,West,Seldom,0.09687,216,2056,0.08408,0.10965
1986,1st Quintile,West,Never,0.70349,1418,2056,0.68375,0.72324
1986,2nd Quintile,West,At least once per week,0.20043,415,2070,0.18318,0.21768
1986,2nd Quintile,West,At least once per month,0.03987,94,2070,0.03144,0.04830
1986,2nd Quintile,West,Seldom,0.08986,202,2070,0.07754,0.10218
1986,2nd Quintile,West,Never,0.66984,1359,2070,0.64958,0.69011
1986,3rd Quintile,West,At least once per week,0.25189,523,2076,0.23321,0.27057
1986,3rd Quintile,West,At least once per month,0.05371,112,2076,0.04401,0.06341
1986,3rd Quintile,West,Seldom,0.13533,266,2076,0.12061,0.15005
1986,3rd Quintile,West,Never,0.55907,1175,2076,0.53770,0.58043
1986,4th Quintile,West,At least once per week,0.29632,625,2194,0.27721,0.31543
1986,4th Quintile,West,At least once per month,0.05756,125,2194,0.04781,0.06731
