year,age_gr,quintil_oecd,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,1st Quintile,At least once per week,0.31019,207,762,0.27733,0.34306
1985,17-29 y.,1st Quintile,At least once per month,0.07475,52,762,0.05606,0.09343
1985,17-29 y.,1st Quintile,Seldom,0.18445,139,762,0.15689,0.21201
1985,17-29 y.,1st Quintile,Never,0.41178,364,762,0.37682,0.44675
1985,17-29 y.,2nd Quintile,At least once per week,0.34974,180,580,0.31089,0.38858
1985,17-29 y.,2nd Quintile,At least once per month,0.06131,36,580,0.04177,0.08085
1985,17-29 y.,2nd Quintile,Seldom,0.22376,118,580,0.18982,0.25771
1985,17-29 y.,2nd Quintile,Never,0.36482,246,580,0.32561,0.40403
1985,17-29 y.,3rd Quintile,At least once per week,0.41398,246,644,0.37591,0.45205
1985,17-29 y.,3rd Quintile,At least once per month,0.09155,64,644,0.06926,0.11384
1985,17-29 y.,3rd Quintile,Seldom,0.19252,120,644,0.16204,0.22299
1985,17-29 y.,3rd Quintile,Never,0.29813,214,644,0.26277,0.33349
1985,17-29 y.,4th Quintile,At least once per week,0.43425,254,625,0.39536,0.47315
1985,17-29 y.,4th Quintile,At least once per month,0.08088,53,625,0.05949,0.10228
1985,17-29 y.,4th Quintile,Seldom,0.19905,128,625,0.16772,0.23038
1985,17-29 y.,4th Quintile,Never,0.27792,190,625,0.24277,0.31307
1985,17-29 y.,5th Quintile,At least once per week,0.43373,204,497,0.39012,0.47735
1985,17-29 y.,5th Quintile,At least once per month,0.07299,40,497,0.05009,0.09588
1985,17-29 y.,5th Quintile,Seldom,0.21740,108,497,0.18109,0.25370
1985,17-29 y.,5th Quintile,Never,0.27070,145,497,0.23160,0.30980
1985,30-45 y.,1st Quintile,At least once per week,0.15159,75,659,0.12419,0.17900
1985,30-45 y.,1st Quintile,Seldom,0.15000,90,659,0.12272,0.17728
1985,30-45 y.,1st Quintile,Never,0.65027,494,659,0.61383,0.68671
1985,30-45 y.,2nd Quintile,At least once per week,0.22119,139,743,0.19133,0.25105
1985,30-45 y.,2nd Quintile,At least once per month,0.04684,31,743,0.03164,0.06204
1985,30-45 y.,2nd Quintile,Seldom,0.18045,113,743,0.15278,0.20812
1985,30-45 y.,2nd Quintile,Never,0.54395,460,743,0.50811,0.57979
1985,30-45 y.,3rd Quintile,At least once per week,0.29256,152,635,0.25715,0.32797
1985,30-45 y.,3rd Quintile,At least once per month,0.07076,44,635,0.05080,0.09073
1985,30-45 y.,3rd Quintile,Seldom,0.14740,89,635,0.11981,0.17500
1985,30-45 y.,3rd Quintile,Never,0.47636,350,635,0.43748,0.51524
1985,30-45 y.,4th Quintile,At least once per week,0.33437,198,677,0.29880,0.36993
1985,30-45 y.,4th Quintile,At least once per month,0.07165,43,677,0.05221,0.09109
1985,30-45 y.,4th Quintile,Seldom,0.18751,117,677,0.15808,0.21693
1985,30-45 y.,4th Quintile,Never,0.39507,319,677,0.35822,0.43192
1985,30-45 y.,5th Quintile,At least once per week,0.40926,273,708,0.37301,0.44550
1985,30-45 y.,5th Quintile,At least once per month,0.05636,39,708,0.03936,0.07336
1985,30-45 y.,5th Quintile,Seldom,0.17760,119,708,0.14943,0.20578
1985,30-45 y.,5th Quintile,Never,0.35375,277,708,0.31851,0.38900
1985,46-65 y.,1st Quintile,Never,0.85635,473,473,0.82471,0.88799
1985,46-65 y.,2nd Quintile,At least once per week,0.08028,41,537,0.05728,0.10328
1985,46-65 y.,2nd Quintile,Seldom,0.05454,31,537,0.03531,0.07376
1985,46-65 y.,2nd Quintile,Never,0.81773,465,537,0.78505,0.85042
1985,46-65 y.,3rd Quintile,At least once per week,0.14724,91,661,0.12020,0.17427
1985,46-65 y.,3rd Quintile,Seldom,0.06853,46,661,0.04925,0.08780
1985,46-65 y.,3rd Quintile,Never,0.71859,524,661,0.68428,0.75289
1985,46-65 y.,4th Quintile,At least once per week,0.16978,105,669,0.14131,0.19825
1985,46-65 y.,4th Quintile,Seldom,0.11180,75,669,0.08791,0.13570
1985,46-65 y.,4th Quintile,Never,0.66210,489,669,0.62623,0.69797
1985,46-65 y.,5th Quintile,At least once per week,0.24814,187,760,0.21741,0.27887
1985,46-65 y.,5th Quintile,Seldom,0.10570,80,760,0.08382,0.12757
1985,46-65 y.,5th Quintile,Never,0.59677,493,760,0.56187,0.63167
1985,66 and older,1st Quintile,Never,0.91817,236,236,0.88312,0.95321
1985,66 and older,2nd Quintile,Never,0.86716,228,228,0.82301,0.91131
1985,66 and older,3rd Quintile,Never,0.85092,186,186,0.79960,0.90225
1985,66 and older,4th Quintile,Never,0.83885,165,165,0.78258,0.89512
1985,66 and older,5th Quintile,Never,0.79596,135,135,0.72773,0.86420
1986,17-29 y.,1st Quintile,At least once per week,0.33296,211,658,0.29693,0.36900
1986,17-29 y.,1st Quintile,At least once per month,0.07298,47,658,0.05309,0.09287
1986,17-29 y.,1st Quintile,Seldom,0.21743,127,658,0.18588,0.24897
1986,17-29 y.,1st Quintile,Never,0.37139,273,658,0.33445,0.40834
1986,17-29 y.,2nd Quintile,At least once per week,0.37476,215,609,0.33628,0.41323
1986,17-29 y.,2nd Quintile,At least once per month,0.06316,41,609,0.04382,0.08249
1986,17-29 y.,2nd Quintile,Seldom,0.17682,93,609,0.14650,0.20715
1986,17-29 y.,2nd Quintile,Never,0.38431,260,609,0.34564,0.42297
1986,17-29 y.,3rd Quintile,At least once per week,0.40107,247,616,0.36233,0.43981
1986,17-29 y.,3rd Quintile,At least once per month,0.07262,42,616,0.05211,0.09313
1986,17-29 y.,3rd Quintile,Seldom,0.21848,115,616,0.18582,0.25113
1986,17-29 y.,3rd Quintile,Never,0.30012,212,616,0.26390,0.33634
1986,17-29 y.,4th Quintile,At least once per week,0.47422,293,658,0.43604,0.51241
1986,17-29 y.,4th Quintile,At least once per month,0.07904,49,658,0.05841,0.09967
1986,17-29 y.,4th Quintile,Seldom,0.17048,111,658,0.14172,0.19923
1986,17-29 y.,4th Quintile,Never,0.27212,205,658,0.23809,0.30616
1986,17-29 y.,5th Quintile,At least once per week,0.43948,214,494,0.39566,0.48329
1986,17-29 y.,5th Quintile,At least once per month,0.08300,36,494,0.05865,0.10735
1986,17-29 y.,5th Quintile,Seldom,0.22602,112,494,0.18910,0.26294
1986,17-29 y.,5th Quintile,Never,0.25030,132,494,0.21206,0.28854
1986,30-45 y.,1st Quintile,At least once per week,0.15046,70,602,0.12188,0.17905
1986,30-45 y.,1st Quintile,At least once per month,0.06064,33,602,0.04156,0.07972
1986,30-45 y.,1st Quintile,Seldom,0.11154,63,602,0.08637,0.13671
1986,30-45 y.,1st Quintile,Never,0.67081,436,602,0.63324,0.70838
1986,30-45 y.,2nd Quintile,At least once per week,0.20737,116,685,0.17699,0.23776
1986,30-45 y.,2nd Quintile,At least once per month,0.07344,40,685,0.05389,0.09299
1986,30-45 y.,2nd Quintile,Seldom,0.13659,82,685,0.11085,0.16232
1986,30-45 y.,2nd Quintile,Never,0.57190,447,685,0.53482,0.60899
1986,30-45 y.,3rd Quintile,At least once per week,0.31012,173,646,0.27443,0.34582
1986,30-45 y.,3rd Quintile,At least once per month,0.06655,44,646,0.04731,0.08578
1986,30-45 y.,3rd Quintile,Seldom,0.19118,103,646,0.16083,0.22153
1986,30-45 y.,3rd Quintile,Never,0.42121,326,646,0.38310,0.45931
1986,30-45 y.,4th Quintile,At least once per week,0.34777,194,636,0.31073,0.38481
1986,30-45 y.,4th Quintile,At least once per month,0.06826,41,636,0.04864,0.08787
1986,30-45 y.,4th Quintile,Seldom,0.18085,101,636,0.15091,0.21078
1986,30-45 y.,4th Quintile,Never,0.40150,300,636,0.36337,0.43963
1986,30-45 y.,5th Quintile,At least once per week,0.37303,242,675,0.33651,0.40954
1986,30-45 y.,5th Quintile,At least once per month,0.10916,66,675,0.08562,0.13270
1986,30-45 y.,5th Quintile,Seldom,0.17058,116,675,0.14218,0.19897
1986,30-45 y.,5th Quintile,Never,0.33990,251,675,0.30413,0.37566
1986,46-65 y.,1st Quintile,At least once per week,0.09286,37,512,0.06769,0.11802
1986,46-65 y.,1st Quintile,Never,0.83296,475,512,0.80062,0.86531
1986,46-65 y.,2nd Quintile,At least once per week,0.13116,63,496,0.10142,0.16090
1986,46-65 y.,2nd Quintile,Never,0.79139,433,496,0.75560,0.82719
1986,46-65 y.,3rd Quintile,At least once per week,0.16377,89,592,0.13394,0.19361
1986,46-65 y.,3rd Quintile,Seldom,0.07854,46,592,0.05685,0.10023
1986,46-65 y.,3rd Quintile,Never,0.70066,457,592,0.66374,0.73759
1986,46-65 y.,4th Quintile,At least once per week,0.18456,122,733,0.15646,0.21267
1986,46-65 y.,4th Quintile,At least once per month,0.04610,32,733,0.03091,0.06129
1986,46-65 y.,4th Quintile,Seldom,0.08335,66,733,0.06332,0.10337
1986,46-65 y.,4th Quintile,Never,0.66197,513,733,0.62770,0.69624
1986,46-65 y.,5th Quintile,At least once per week,0.24040,168,745,0.20970,0.27111
1986,46-65 y.,5th Quintile,At least once per month,0.04128,32,745,0.02698,0.05557
1986,46-65 y.,5th Quintile,Seldom,0.09737,71,745,0.07607,0.11867
1986,46-65 y.,5th Quintile,Never,0.59724,474,745,0.56200,0.63249
1986,66 and older,1st Quintile,Never,0.91957,234,234,0.88465,0.95449
1986,66 and older,2nd Quintile,Never,0.90278,219,219,0.86346,0.94211
1986,66 and older,3rd Quintile,Never,0.88675,180,180,0.84032,0.93317
1986,66 and older,4th Quintile,Never,0.82772,142,142,0.76539,0.89005
1986,66 and older,5th Quintile,Never,0.82090,125,125,0.75341,0.88839
1988,17-29 y.,1st Quintile,At least once per week,0.33106,200,648,0.29480,0.36733
1988,17-29 y.,1st Quintile,At least once per month,0.07438,50,648,0.05416,0.09460
1988,17-29 y.,1st Quintile,Seldom,0.19843,104,648,0.16770,0.22916
1988,17-29 y.,1st Quintile,Never,0.39505,294,648,0.35738,0.43272
1988,17-29 y.,2nd Quintile,At least once per week,0.42443,204,533,0.38243,0.46643
1988,17-29 y.,2nd Quintile,Seldom,0.18715,106,533,0.15401,0.22030
1988,17-29 y.,2nd Quintile,Never,0.34294,223,533,0.30261,0.38328
1988,17-29 y.,3rd Quintile,At least once per week,0.37914,233,598,0.34022,0.41806
1988,17-29 y.,3rd Quintile,At least once per month,0.08036,43,598,0.05855,0.10216
1988,17-29 y.,3rd Quintile,Seldom,0.22854,133,598,0.19486,0.26223
1988,17-29 y.,3rd Quintile,Never,0.30380,189,598,0.26691,0.34069
1988,17-29 y.,4th Quintile,At least once per week,0.38740,240,613,0.34881,0.42600
1988,17-29 y.,4th Quintile,At least once per month,0.09166,55,613,0.06880,0.11452
1988,17-29 y.,4th Quintile,Seldom,0.18652,107,613,0.15566,0.21738
1988,17-29 y.,4th Quintile,Never,0.33108,211,613,0.29379,0.36836
1988,17-29 y.,5th Quintile,At least once per week,0.48310,200,437,0.43619,0.53001
1988,17-29 y.,5th Quintile,At least once per month,0.08759,40,437,0.06105,0.11412
1988,17-29 y.,5th Quintile,Seldom,0.21496,93,437,0.17640,0.25352
1988,17-29 y.,5th Quintile,Never,0.21045,104,437,0.17219,0.24871
1988,30-45 y.,1st Quintile,At least once per week,0.16612,67,509,0.13375,0.19848
1988,30-45 y.,1st Quintile,Seldom,0.16427,74,509,0.13205,0.19649
1988,30-45 y.,1st Quintile,Never,0.61172,368,509,0.56934,0.65410
1988,30-45 y.,2nd Quintile,At least once per week,0.25239,139,634,0.21855,0.28623
1988,30-45 y.,2nd Quintile,At least once per month,0.07797,41,634,0.05708,0.09886
1988,30-45 y.,2nd Quintile,Seldom,0.18482,96,634,0.15458,0.21505
1988,30-45 y.,2nd Quintile,Never,0.47788,358,634,0.43896,0.51679
1988,30-45 y.,3rd Quintile,At least once per week,0.27856,147,602,0.24272,0.31440
1988,30-45 y.,3rd Quintile,At least once per month,0.07355,39,602,0.05268,0.09442
1988,30-45 y.,3rd Quintile,Seldom,0.19806,101,602,0.16620,0.22993
1988,30-45 y.,3rd Quintile,Never,0.44484,315,602,0.40511,0.48458
1988,30-45 y.,4th Quintile,At least once per week,0.34261,170,523,0.30190,0.38333
1988,30-45 y.,4th Quintile,Seldom,0.21775,109,523,0.18234,0.25315
1988,30-45 y.,4th Quintile,Never,0.37642,244,523,0.33485,0.41798
1988,30-45 y.,5th Quintile,At least once per week,0.39925,236,611,0.36039,0.43812
1988,30-45 y.,5th Quintile,At least once per month,0.07697,45,611,0.05581,0.09812
1988,30-45 y.,5th Quintile,Seldom,0.20872,122,611,0.17647,0.24097
1988,30-45 y.,5th Quintile,Never,0.30602,208,611,0.26945,0.34259
1988,46-65 y.,1st Quintile,At least once per week,0.08394,35,463,0.05866,0.10923
1988,46-65 y.,1st Quintile,Never,0.80013,428,463,0.76367,0.83660
1988,46-65 y.,2nd Quintile,At least once per week,0.13973,53,469,0.10831,0.17114
1988,46-65 y.,2nd Quintile,Never,0.75715,416,469,0.71830,0.79600
1988,46-65 y.,3rd Quintile,At least once per week,0.14794,81,587,0.11920,0.17669
1988,46-65 y.,3rd Quintile,Seldom,0.08511,53,587,0.06252,0.10770
1988,46-65 y.,3rd Quintile,Never,0.69758,453,587,0.66039,0.73476
1988,46-65 y.,4th Quintile,At least once per week,0.19781,128,729,0.16887,0.22674
1988,46-65 y.,4th Quintile,At least once per month,0.04828,33,729,0.03271,0.06385
1988,46-65 y.,4th Quintile,Seldom,0.09215,64,729,0.07114,0.11317
1988,46-65 y.,4th Quintile,Never,0.64872,504,729,0.61404,0.68340
1988,46-65 y.,5th Quintile,At least once per week,0.27101,186,717,0.23845,0.30357
1988,46-65 y.,5th Quintile,At least once per month,0.05259,36,717,0.03624,0.06894
1988,46-65 y.,5th Quintile,Seldom,0.12795,84,717,0.10348,0.15242
1988,46-65 y.,5th Quintile,Never,0.53607,411,717,0.49954,0.57260
1988,66 and older,1st Quintile,Never,0.91595,253,253,0.88169,0.95021
1988,66 and older,2nd Quintile,Never,0.86590,231,231,0.82186,0.90994
1988,66 and older,3rd Quintile,Never,0.80459,143,143,0.73937,0.86980
1988,66 and older,4th Quintile,Never,0.77708,125,125,0.70382,0.85033
1988,66 and older,5th Quintile,Never,0.75269,120,120,0.67517,0.83021
1990,17-29 y.,1st Quintile,At least once per week,0.33999,180,585,0.30157,0.37841
1990,17-29 y.,1st Quintile,At least once per month,0.10970,58,585,0.08435,0.13505
1990,17-29 y.,1st Quintile,Seldom,0.22193,107,585,0.18823,0.25563
1990,17-29 y.,1st Quintile,Never,0.32250,240,585,0.28458,0.36041
1990,17-29 y.,2nd Quintile,At least once per week,0.44159,219,552,0.40012,0.48305
1990,17-29 y.,2nd Quintile,At least once per month,0.10291,54,552,0.07754,0.12828
1990,17-29 y.,2nd Quintile,Seldom,0.26010,131,552,0.22347,0.29673
1990,17-29 y.,2nd Quintile,Never,0.18398,148,552,0.15162,0.21633
1990,17-29 y.,3rd Quintile,At least once per week,0.45822,229,548,0.41646,0.49997
1990,17-29 y.,3rd Quintile,At least once per month,0.11820,68,548,0.09115,0.14526
1990,17-29 y.,3rd Quintile,Seldom,0.24368,117,548,0.20771,0.27966
1990,17-29 y.,3rd Quintile,Never,0.17324,134,548,0.14152,0.20496
1990,17-29 y.,4th Quintile,At least once per week,0.43237,255,607,0.39292,0.47181
1990,17-29 y.,4th Quintile,At least once per month,0.11127,74,607,0.08623,0.13630
1990,17-29 y.,4th Quintile,Seldom,0.26656,154,607,0.23136,0.30177
1990,17-29 y.,4th Quintile,Never,0.18672,124,607,0.15569,0.21775
1990,17-29 y.,5th Quintile,At least once per week,0.52105,204,407,0.47246,0.56965
1990,17-29 y.,5th Quintile,At least once per month,0.13458,54,407,0.10138,0.16777
1990,17-29 y.,5th Quintile,Seldom,0.18082,73,407,0.14338,0.21825
1990,17-29 y.,5th Quintile,Never,0.16355,76,407,0.12758,0.19953
1990,30-45 y.,1st Quintile,At least once per week,0.21999,92,521,0.18438,0.25559
1990,30-45 y.,1st Quintile,At least once per month,0.06957,32,521,0.04771,0.09144
1990,30-45 y.,1st Quintile,Seldom,0.24420,99,521,0.20727,0.28112
1990,30-45 y.,1st Quintile,Never,0.46150,298,521,0.41865,0.50435
1990,30-45 y.,2nd Quintile,At least once per week,0.30236,160,620,0.26618,0.33854
1990,30-45 y.,2nd Quintile,At least once per month,0.08985,48,620,0.06732,0.11238
1990,30-45 y.,2nd Quintile,Seldom,0.27256,160,620,0.23748,0.30763
1990,30-45 y.,2nd Quintile,Never,0.33418,252,620,0.29702,0.37134
1990,30-45 y.,3rd Quintile,At least once per week,0.37500,185,576,0.33542,0.41457
1990,30-45 y.,3rd Quintile,At least once per month,0.10679,55,576,0.08154,0.13203
1990,30-45 y.,3rd Quintile,Seldom,0.24644,134,576,0.21122,0.28167
1990,30-45 y.,3rd Quintile,Never,0.26610,202,576,0.22998,0.30222
1990,30-45 y.,4th Quintile,At least once per week,0.35316,147,467,0.30977,0.39656
1990,30-45 y.,4th Quintile,At least once per month,0.13099,54,467,0.10036,0.16162
1990,30-45 y.,4th Quintile,Seldom,0.27033,118,467,0.23001,0.31066
1990,30-45 y.,4th Quintile,Never,0.24199,148,467,0.20310,0.28088
1990,30-45 y.,5th Quintile,At least once per week,0.44427,252,588,0.40407,0.48447
1990,30-45 y.,5th Quintile,At least once per month,0.13526,70,588,0.10760,0.16293
1990,30-45 y.,5th Quintile,Seldom,0.25453,149,588,0.21930,0.28977
1990,30-45 y.,5th Quintile,Never,0.16231,117,588,0.13248,0.19213
1990,46-65 y.,1st Quintile,Seldom,0.14939,58,454,0.11656,0.18221
1990,46-65 y.,1st Quintile,Never,0.71816,396,454,0.67673,0.75959
1990,46-65 y.,2nd Quintile,At least once per week,0.20263,80,449,0.16540,0.23985
1990,46-65 y.,2nd Quintile,Seldom,0.14020,62,449,0.10805,0.17235
1990,46-65 y.,2nd Quintile,Never,0.58902,307,449,0.54346,0.63458
1990,46-65 y.,3rd Quintile,At least once per week,0.20295,97,565,0.16976,0.23615
1990,46-65 y.,3rd Quintile,At least once per month,0.07255,35,565,0.05114,0.09395
1990,46-65 y.,3rd Quintile,Seldom,0.15217,82,565,0.12252,0.18181
1990,46-65 y.,3rd Quintile,Never,0.56732,351,565,0.52643,0.60821
1990,46-65 y.,4th Quintile,At least once per week,0.24212,140,687,0.21007,0.27418
1990,46-65 y.,4th Quintile,At least once per month,0.08517,55,687,0.06428,0.10606
1990,46-65 y.,4th Quintile,Seldom,0.21724,136,687,0.18638,0.24810
1990,46-65 y.,4th Quintile,Never,0.45148,356,687,0.41424,0.48872
1990,46-65 y.,5th Quintile,At least once per week,0.32158,207,663,0.28600,0.35716
1990,46-65 y.,5th Quintile,At least once per month,0.09268,60,663,0.07059,0.11477
1990,46-65 y.,5th Quintile,Seldom,0.22594,135,663,0.19408,0.25780
1990,46-65 y.,5th Quintile,Never,0.35169,261,663,0.31532,0.38807
1990,66 and older,1st Quintile,Never,0.86923,246,246,0.82701,0.91145
1990,66 and older,2nd Quintile,Never,0.79710,183,183,0.73867,0.85553
