year,bula_h,migback,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,No migration background,At least once per week,0.26569,84,291,0.21485,0.31653
1985,Schleswig-Holstein,No migration background,Seldom,0.12668,41,291,0.08840,0.16497
1985,Schleswig-Holstein,No migration background,Never,0.55683,166,291,0.49965,0.61400
1985,Hamburg,No migration background,At least once per week,0.30481,65,164,0.23414,0.37547
1985,Hamburg,No migration background,Never,0.51892,99,164,0.44222,0.59563
1985,Hamburg,Direct migration background,Never,0.49485,48,48,0.35191,0.63779
1985,Lower Saxony,No migration background,At least once per week,0.24659,242,930,0.21887,0.27430
1985,Lower Saxony,No migration background,At least once per month,0.03646,42,930,0.02441,0.04851
1985,Lower Saxony,No migration background,Seldom,0.12745,124,930,0.10601,0.14889
1985,Lower Saxony,No migration background,Never,0.58951,522,930,0.55787,0.62114
1985,Lower Saxony,Direct migration background,Never,0.70190,108,108,0.61523,0.78857
1985,Bremen,No migration background,Never,0.68968,58,58,0.56958,0.80978
1985,North Rhine-Westphalia,No migration background,At least once per week,0.25159,557,2094,0.23300,0.27018
1985,North Rhine-Westphalia,No migration background,At least once per month,0.04728,103,2094,0.03819,0.05638
1985,North Rhine-Westphalia,No migration background,Seldom,0.13476,305,2094,0.12013,0.14939
1985,North Rhine-Westphalia,No migration background,Never,0.56637,1129,2094,0.54514,0.58760
1985,North Rhine-Westphalia,Direct migration background,At least once per week,0.13386,96,771,0.10981,0.15792
1985,North Rhine-Westphalia,Direct migration background,Seldom,0.09609,82,771,0.07527,0.11690
1985,North Rhine-Westphalia,Direct migration background,Never,0.75030,593,771,0.71973,0.78087
1985,Hesse,No migration background,At least once per week,0.26122,188,669,0.22791,0.29454
1985,Hesse,No migration background,Seldom,0.11758,93,669,0.09315,0.14201
1985,Hesse,No migration background,Never,0.58537,388,669,0.54801,0.62273
1985,Hesse,Direct migration background,At least once per week,0.16291,52,390,0.12621,0.19961
1985,Hesse,Direct migration background,Seldom,0.08504,36,390,0.05732,0.11276
1985,Hesse,Direct migration background,Never,0.72968,302,390,0.68554,0.77381
1985,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.20900,139,624,0.17708,0.24093
1985,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.05062,33,624,0.03340,0.06783
1985,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.13529,91,624,0.10843,0.16214
1985,"Rhineland-Palatinate, Saarland",No migration background,Never,0.60510,361,624,0.56671,0.64348
1985,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.78169,101,101,0.70073,0.86266
1985,Baden-Wuerttemberg,No migration background,At least once per week,0.22591,285,1208,0.20232,0.24950
1985,Baden-Wuerttemberg,No migration background,At least once per month,0.05691,74,1208,0.04384,0.06998
1985,Baden-Wuerttemberg,No migration background,Seldom,0.13042,172,1208,0.11142,0.14942
1985,Baden-Wuerttemberg,No migration background,Never,0.58676,677,1208,0.55898,0.61454
1985,Baden-Wuerttemberg,Direct migration background,At least once per week,0.18497,108,751,0.15718,0.21276
1985,Baden-Wuerttemberg,Direct migration background,Seldom,0.10837,71,751,0.08612,0.13061
1985,Baden-Wuerttemberg,Direct migration background,Never,0.67783,572,751,0.64439,0.71128
1985,Bavaria,No migration background,At least once per week,0.25090,387,1465,0.22869,0.27311
1985,Bavaria,No migration background,At least once per month,0.05511,87,1465,0.04342,0.06680
1985,Bavaria,No migration background,Seldom,0.13381,207,1465,0.11637,0.15125
1985,Bavaria,No migration background,Never,0.56018,784,1465,0.53475,0.58560
1985,Bavaria,Direct migration background,At least once per week,0.24734,60,360,0.20270,0.29197
1985,Bavaria,Direct migration background,Seldom,0.12666,56,360,0.09225,0.16106
1985,Bavaria,Direct migration background,Never,0.55049,244,360,0.49903,0.60195
1985,Berlin,No migration background,At least once per week,0.24393,67,240,0.18948,0.29838
1985,Berlin,No migration background,Seldom,0.12735,36,240,0.08509,0.16962
1985,Berlin,No migration background,Never,0.57398,137,240,0.51129,0.63667
1985,Berlin,Direct migration background,Never,0.66887,73,73,0.56016,0.77758
1986,Schleswig-Holstein,No migration background,At least once per week,0.26568,75,266,0.21250,0.31886
1986,Schleswig-Holstein,No migration background,Seldom,0.12310,35,266,0.08354,0.16266
1986,Schleswig-Holstein,No migration background,Never,0.56043,156,266,0.50067,0.62019
1986,Hamburg,No migration background,At least once per week,0.25392,50,144,0.18258,0.32526
1986,Hamburg,No migration background,Never,0.56549,94,144,0.48424,0.64673
1986,Hamburg,Direct migration background,Never,0.55628,49,49,0.41572,0.69683
1986,Lower Saxony,No migration background,At least once per week,0.26534,260,916,0.23673,0.29395
1986,Lower Saxony,No migration background,At least once per month,0.04986,49,916,0.03576,0.06397
1986,Lower Saxony,No migration background,Seldom,0.11279,114,916,0.09229,0.13329
1986,Lower Saxony,No migration background,Never,0.57200,493,916,0.53994,0.60406
1986,Lower Saxony,Direct migration background,Never,0.68240,113,113,0.59618,0.76862
1986,Bremen,No migration background,Never,0.65094,54,54,0.52260,0.77927
1986,North Rhine-Westphalia,No migration background,At least once per week,0.26988,593,2023,0.25053,0.28923
1986,North Rhine-Westphalia,No migration background,At least once per month,0.05125,110,2023,0.04164,0.06087
1986,North Rhine-Westphalia,No migration background,Seldom,0.12376,270,2023,0.10941,0.13812
1986,North Rhine-Westphalia,No migration background,Never,0.55511,1050,2023,0.53344,0.57677
1986,North Rhine-Westphalia,Direct migration background,At least once per week,0.13198,93,762,0.10793,0.15603
1986,North Rhine-Westphalia,Direct migration background,At least once per month,0.03646,32,762,0.02314,0.04977
1986,North Rhine-Westphalia,Direct migration background,Seldom,0.10763,75,762,0.08562,0.12965
1986,North Rhine-Westphalia,Direct migration background,Never,0.72393,562,762,0.69216,0.75569
1986,Hesse,No migration background,At least once per week,0.26997,185,621,0.23503,0.30492
1986,Hesse,No migration background,Seldom,0.11691,82,621,0.09162,0.14221
1986,Hesse,No migration background,Never,0.57366,354,621,0.53473,0.61259
1986,Hesse,Direct migration background,At least once per week,0.13957,60,351,0.10327,0.17588
1986,Hesse,Direct migration background,Never,0.79789,291,351,0.75582,0.83996
1986,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.19195,133,628,0.16112,0.22277
1986,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.06124,40,628,0.04248,0.08001
1986,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.10190,67,628,0.07822,0.12557
1986,"Rhineland-Palatinate, Saarland",No migration background,Never,0.64491,388,628,0.60746,0.68237
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.75900,99,99,0.67432,0.84368
1986,Baden-Wuerttemberg,No migration background,At least once per week,0.22505,283,1169,0.20110,0.24900
1986,Baden-Wuerttemberg,No migration background,At least once per month,0.05694,69,1169,0.04365,0.07023
1986,Baden-Wuerttemberg,No migration background,Seldom,0.14251,171,1169,0.12247,0.16256
1986,Baden-Wuerttemberg,No migration background,Never,0.57549,646,1169,0.54715,0.60384
1986,Baden-Wuerttemberg,Direct migration background,At least once per week,0.18887,125,756,0.16095,0.21679
1986,Baden-Wuerttemberg,Direct migration background,At least once per month,0.05154,37,756,0.03577,0.06731
1986,Baden-Wuerttemberg,Direct migration background,Seldom,0.11421,69,756,0.09152,0.13690
