"pli0092_h","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","1985","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","1985","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","1985","Hauptschule","maennlich","","","",""
"Taeglich","1985","Hauptschule","weiblich","","","",""
"Taeglich","1985","Realschule","maennlich","","","",""
"Taeglich","1985","Realschule","weiblich","","","",""
"Taeglich","1985","(Fach-)Abitur","maennlich","","","",""
"Taeglich","1985","(Fach-)Abitur","weiblich","","","",""
"Taeglich","1985","AkademikerIn","maennlich","","","",""
"Taeglich","1985","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","maennlich","111","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","weiblich","51","0.247111616975229","0.212038698630645","0.282184535319812"
"Min 1x pro Woche","1985","Hauptschule","maennlich","602","0.186559210786897","0.172810492059754","0.20030792951404"
"Min 1x pro Woche","1985","Hauptschule","weiblich","426","0.135272844287901","0.123548582950381","0.146997105625422"
"Min 1x pro Woche","1985","Realschule","maennlich","307","0.393091615021893","0.358065154856479","0.428118075187306"
"Min 1x pro Woche","1985","Realschule","weiblich","359","0.336989006016175","0.30839851113605","0.365579500896301"
"Min 1x pro Woche","1985","(Fach-)Abitur","maennlich","175","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","weiblich","107","","",""
"Min 1x pro Woche","1985","AkademikerIn","maennlich","208","","",""
"Min 1x pro Woche","1985","AkademikerIn","weiblich","88","0.371472572221501","0.310719191795561","0.43222595264744"
"Min 1x pro Monat","1985","(noch) kein Abschluss","maennlich","24","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","weiblich","7","0.0194766753845276","0.00823977832440138","0.0307135724446538"
"Min 1x pro Monat","1985","Hauptschule","maennlich","163","","",""
"Min 1x pro Monat","1985","Hauptschule","weiblich","104","","",""
"Min 1x pro Monat","1985","Realschule","maennlich","66","0.0857781299387049","0.0656963649564986","0.105859894920911"
"Min 1x pro Monat","1985","Realschule","weiblich","57","0.0521104146585546","0.0386674647057118","0.0655533646113973"
"Min 1x pro Monat","1985","(Fach-)Abitur","maennlich","41","0.0807064815384725","0.0557607262201255","0.105652236856819"
"Min 1x pro Monat","1985","(Fach-)Abitur","weiblich","17","","",""
"Min 1x pro Monat","1985","AkademikerIn","maennlich","37","0.0658745903021351","0.0442177856439688","0.0875313949603014"
"Min 1x pro Monat","1985","AkademikerIn","weiblich","19","","",""
"Seltener","1985","(noch) kein Abschluss","maennlich","45","0.101852155462941","0.075180888608082","0.1285234223178"
