year,pli0092_h,age_gr,regtyp,proportion,n,lower_confidence,upper_confidence
1985,At least once per week,18-29 y.,Urban regions,0.32646932646932647,14443,0.3188216898019475,0.3341169631367054
1985,At least once per week,30-45 y.,Urban regions,0.2775632775632776,14443,0.2702601602640922,0.28486639486246296
1985,At least once per week,46-65 y.,Urban regions,0.1522951522951523,14443,0.14643521810292903,0.15815508648737558
1985,At least once per week,18-29 y.,Rural regions,0.08665808665808666,14443,0.08206982044763717,0.09124635286853616
1985,At least once per week,30-45 y.,Rural regions,0.08193908193908193,14443,0.0774659813705138,0.08641218250765006
1985,At least once per week,46-65 y.,Rural regions,0.039468039468039465,14443,0.03629258380977288,0.04264349512630605
1985,At least once per week,66 and older,Urban regions,0.027885027885027884,14443,0.02519985827515051,0.03057019749490526
1985,At least once per week,66 and older,Rural regions,0.007722007722007722,14443,0.006294399103463208,0.009149616340552237
1985,At least once per month,18-29 y.,Urban regions,0.3474903474903475,14443,0.3397244400737828,0.35525625490691226
1985,At least once per month,30-45 y.,Urban regions,0.24903474903474904,14443,0.2419818565768141,0.256087641492684
1985,At least once per month,46-65 y.,Urban regions,0.14092664092664092,14443,0.13525199143386907,0.14660129041941278
1985,At least once per month,30-45 y.,Rural regions,0.09652509652509653,14443,0.09170888519880667,0.10134130785138638
1985,At least once per month,18-29 y.,Rural regions,0.08301158301158301,14443,0.07851193400013373,0.08751123202303229
1985,At least once per month,46-65 y.,Rural regions,0.04826254826254826,14443,0.04476719503935649,0.051757901485740034
1985,At least once per month,66 and older,Urban regions,0.023166023166023165,14443,0.02071265069709985,0.02561939563494648
1985,At least once per month,66 and older,Rural regions,0.011583011583011582,14443,0.009837960230581156,0.013328062935442008
1985,Seldom,18-29 y.,Urban regions,0.3357193987115247,14443,0.3280176140977115,0.34342118332533783
1985,Seldom,30-45 y.,Urban regions,0.2927702219040802,14443,0.2853490740219327,0.3001913697862277
1985,Seldom,46-65 y.,Urban regions,0.15032211882605584,14443,0.14449349581599732,0.15615074183611435
1985,Seldom,30-45 y.,Rural regions,0.08518253400143164,14443,0.08062982526077953,0.08973524274208375
1985,Seldom,18-29 y.,Rural regions,0.07945597709377238,14443,0.07504522211206593,0.08386673207547882
1985,Seldom,46-65 y.,Rural regions,0.03650680028632784,14443,0.03344808835190814,0.03956551222074754
1985,Seldom,66 and older,Urban regions,0.015748031496062992,14443,0.013717575185856791,0.017778487806269193
1985,Seldom,66 and older,Rural regions,0.004294917680744453,14443,0.0032283948669312263,0.005361440494557679
1985,Never,46-65 y.,Urban regions,0.301818751959862,14443,0.2943321530735481,0.30930535084617594
1985,Never,30-45 y.,Urban regions,0.2420821574161179,14443,0.23509629831782208,0.24906801651441374
1985,Never,18-29 y.,Urban regions,0.13342740671056758,14443,0.127881757904813,0.13897305551632216
