year,regtyp,sampreg,ple0005,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,Urban regions,West,Not at all,0.5550759154510271,28961,0.549352326399759,0.5607995045022952
2002,Urban regions,West,A Little,0.31891932122655553,28961,0.3135516118950723,0.32428703055803876
2002,Urban regions,West,Strong,0.1260047633224174,28961,0.12218270500865491,0.12982682163617987
2002,Urban regions,East,Not at all,0.4830124575311438,28961,0.4772571504661644,0.4887677645961232
2002,Urban regions,East,A Little,0.4031710079275198,28961,0.397521392351663,0.4088206235033766
2002,Urban regions,East,Strong,0.11381653454133635,28961,0.11015878642816399,0.11747428265450871
2002,Rural regions,West,Not at all,0.5282000980872977,28961,0.5224506327974451,0.5339495633771504
2002,Rural regions,West,A Little,0.34428641490926926,28961,0.3388141598876144,0.34975866993092414
2002,Rural regions,West,Strong,0.12751348700343307,28961,0.12367193499869752,0.1313550390081686
2002,Rural regions,East,Not at all,0.4464873765093304,28961,0.4407618207059596,0.4522129323127012
2002,Rural regions,East,A Little,0.3995609220636663,28961,0.39391967302442876,0.4052021711029038
2002,Rural regions,East,Strong,0.1539517014270033,28961,0.14979509294752572,0.15810830990648087
2004,Urban regions,West,Not at all,0.5497607655502392,26790,0.5438030707086677,0.5557184603918107
2004,Urban regions,West,A Little,0.3230462519936204,26790,0.3174463352986145,0.32864616868862634
2004,Urban regions,West,Strong,0.12719298245614036,26790,0.12320309721305658,0.13118286769922413
2004,Urban regions,East,Not at all,0.4752418895845191,26790,0.46926181430176944,0.4812219648672687
2004,Urban regions,East,A Little,0.3870233352305065,26790,0.381190761183428,0.39285590927758507
2004,Urban regions,East,Strong,0.1377347751849744,26790,0.13360798914767266,0.14186156122227614
2004,Rural regions,West,Not at all,0.532258064516129,26790,0.5262831183875674,0.5382330106446906
2004,Rural regions,West,A Little,0.3413537810682179,26790,0.33567574463384864,0.34703181750258716
2004,Rural regions,West,Strong,0.1263881544156531,26790,0.12240907911690883,0.13036722971439735
2004,Rural regions,East,Not at all,0.4608241439349971,26790,0.45485513065233807,0.46679315721765613
2004,Rural regions,East,A Little,0.3929193267556587,26790,0.3870708251468107,0.39876782836450675
2004,Rural regions,East,Strong,0.14625652930934416,26790,0.1420250614755797,0.15048799714310862
2006,Urban regions,West,Not at all,0.543127962085308,27321,0.5372211093139477,0.5490348148566683
2006,Urban regions,West,A Little,0.32140600315955764,27321,0.3158681711855799,0.32694383513353537
2006,Urban regions,West,Strong,0.13546603475513427,27321,0.13140801632453575,0.1395240531857328
2006,Urban regions,East,Not at all,0.43595634692705343,27321,0.4300762344103957,0.44183645944371114
2006,Urban regions,East,A Little,0.41585295807007466,27321,0.4100085737871661,0.42169734235298323
2006,Urban regions,East,Strong,0.1481906950028719,27321,0.14397771465701326,0.15240367534873056
2006,Rural regions,West,Not at all,0.4982420894023104,27321,0.4923131761531206,0.5041710026515002
2006,Rural regions,West,A Little,0.3493219487694626,27321,0.3436686258720057,0.3549752716669195
2006,Rural regions,West,Strong,0.15243596182822702,27321,0.14817372326467101,0.15669820039178303
2006,Rural regions,East,Not at all,0.4344494892167991,27321,0.42857171200647526,0.44032726642712294
2006,Rural regions,East,A Little,0.41685584562996597,27321,0.4110094434586063,0.42270224780132565
