year,pgisced97,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No answer / don't know,A Little,0.23490,42,174,0.17173,0.29808
2002,No answer / don't know,Not at all,0.68696,132,174,0.61786,0.75607
2002,Pre-primary Level,A Little,0.12123,65,601,0.09511,0.14735
2002,Pre-primary Level,Not at all,0.86612,536,601,0.83887,0.89336
2002,Primary Level,Strong,0.25267,69,282,0.20186,0.30348
2002,Primary Level,A Little,0.33100,100,282,0.27598,0.38603
2002,Primary Level,Not at all,0.41632,113,282,0.35869,0.47396
2002,Lower Secondary Level,Strong,0.24214,589,2876,0.22648,0.25780
2002,Lower Secondary Level,A Little,0.34913,971,2876,0.33171,0.36656
2002,Lower Secondary Level,Not at all,0.40873,1316,2876,0.39076,0.42670
2002,Upper Secondary Level,Strong,0.15951,1623,11541,0.15283,0.16619
2002,Upper Secondary Level,A Little,0.37106,4136,11541,0.36225,0.37988
2002,Upper Secondary Level,Not at all,0.46943,5782,11541,0.46032,0.47853
2002,Post-secondary Non-tertiary Level,Strong,0.10828,103,1158,0.09038,0.12619
2002,Post-secondary Non-tertiary Level,A Little,0.31084,346,1158,0.28417,0.33751
2002,Post-secondary Non-tertiary Level,Not at all,0.58088,709,1158,0.55244,0.60931
2002,First Stage of Tertiary Education,Strong,0.14843,217,1738,0.13171,0.16515
2002,First Stage of Tertiary Education,A Little,0.38480,656,1738,0.36192,0.40768
2002,First Stage of Tertiary Education,Not at all,0.46677,865,1738,0.44331,0.49024
2002,Second Stage of Tertiary Education,Strong,0.09861,357,4537,0.08994,0.10729
2002,Second Stage of Tertiary Education,A Little,0.35246,1541,4537,0.33855,0.36636
2002,Second Stage of Tertiary Education,Not at all,0.54893,2639,4537,0.53445,0.56341
2004,No answer / don't know,A Little,0.15633,42,253,0.11149,0.20117
2004,No answer / don't know,Not at all,0.79286,211,253,0.74283,0.84290
2004,Pre-primary Level,A Little,0.12904,78,633,0.10290,0.15517
2004,Pre-primary Level,Not at all,0.86004,555,633,0.83299,0.88709
2004,Primary Level,Strong,0.23037,56,252,0.17828,0.28247
2004,Primary Level,A Little,0.42212,102,252,0.36102,0.48322
2004,Primary Level,Not at all,0.34751,94,252,0.28860,0.40642
2004,Lower Secondary Level,Strong,0.24642,529,2558,0.22972,0.26313
2004,Lower Secondary Level,A Little,0.33893,869,2558,0.32058,0.35727
2004,Lower Secondary Level,Not at all,0.41465,1160,2558,0.39555,0.43375
2004,Upper Secondary Level,Strong,0.16585,1541,10743,0.15881,0.17288
2004,Upper Secondary Level,A Little,0.37199,3892,10743,0.36285,0.38113
2004,Upper Secondary Level,Not at all,0.46216,5310,10743,0.45273,0.47159
2004,Post-secondary Non-tertiary Level,Strong,0.10323,93,1156,0.08568,0.12077
2004,Post-secondary Non-tertiary Level,A Little,0.31228,341,1156,0.28556,0.33901
2004,Post-secondary Non-tertiary Level,Not at all,0.58449,722,1156,0.55607,0.61291
2004,First Stage of Tertiary Education,Strong,0.16914,214,1636,0.15096,0.18731
2004,First Stage of Tertiary Education,A Little,0.37436,615,1636,0.35090,0.39782
2004,First Stage of Tertiary Education,Not at all,0.45651,807,1636,0.43236,0.48065
2004,Second Stage of Tertiary Education,Strong,0.10660,370,4278,0.09735,0.11584
2004,Second Stage of Tertiary Education,A Little,0.33923,1437,4278,0.32504,0.35342
2004,Second Stage of Tertiary Education,Not at all,0.55418,2471,4278,0.53928,0.56907
2006,No answer / don't know,A Little,0.19338,56,309,0.14927,0.23749
2006,No answer / don't know,Not at all,0.73509,253,309,0.68580,0.78437
2006,Pre-primary Level,A Little,0.09329,40,390,0.06439,0.12219
2006,Pre-primary Level,Not at all,0.88599,350,390,0.85440,0.91757
2006,Primary Level,Strong,0.26609,65,237,0.20971,0.32247
2006,Primary Level,A Little,0.35829,89,237,0.29711,0.41947
2006,Primary Level,Not at all,0.37562,83,237,0.31383,0.43741
2006,Lower Secondary Level,Strong,0.25366,566,2469,0.23649,0.27083
2006,Lower Secondary Level,A Little,0.33602,839,2469,0.31739,0.35466
2006,Lower Secondary Level,Not at all,0.41032,1064,2469,0.39091,0.42972
2006,Upper Secondary Level,Strong,0.16621,1701,11052,0.15927,0.17315
2006,Upper Secondary Level,A Little,0.36960,4041,11052,0.36060,0.37860
2006,Upper Secondary Level,Not at all,0.46419,5310,11052,0.45489,0.47349
2006,Post-secondary Non-tertiary Level,Strong,0.08542,90,1211,0.06967,0.10117
2006,Post-secondary Non-tertiary Level,A Little,0.32176,379,1211,0.29544,0.34808
2006,Post-secondary Non-tertiary Level,Not at all,0.59282,742,1211,0.56513,0.62050
2006,First Stage of Tertiary Education,Strong,0.14819,225,1644,0.13101,0.16537
2006,First Stage of Tertiary Education,A Little,0.38904,640,1644,0.36547,0.41262
2006,First Stage of Tertiary Education,Not at all,0.46277,779,1644,0.43866,0.48688
2006,Second Stage of Tertiary Education,Strong,0.10866,433,4571,0.09964,0.11769
2006,Second Stage of Tertiary Education,A Little,0.34306,1569,4571,0.32930,0.35683
2006,Second Stage of Tertiary Education,Not at all,0.54827,2569,4571,0.53384,0.56270
2008,No answer / don't know,A Little,0.18639,61,315,0.14332,0.22946
2008,No answer / don't know,Not at all,0.72329,254,315,0.67381,0.77278
2008,Pre-primary Level,A Little,0.10647,37,352,0.07420,0.13874
2008,Pre-primary Level,Not at all,0.89150,315,352,0.85896,0.92403
2008,Primary Level,Strong,0.23026,47,184,0.16927,0.29126
2008,Primary Level,A Little,0.36536,67,184,0.29559,0.43513
2008,Primary Level,Not at all,0.40438,70,184,0.33327,0.47548
2008,Lower Secondary Level,Strong,0.26156,487,2002,0.24231,0.28082
2008,Lower Secondary Level,A Little,0.35233,680,2002,0.33140,0.37327
2008,Lower Secondary Level,Not at all,0.38610,835,2002,0.36477,0.40743
2008,Upper Secondary Level,Strong,0.16530,1492,9696,0.15791,0.17270
2008,Upper Secondary Level,A Little,0.37342,3555,9696,0.36379,0.38305
2008,Upper Secondary Level,Not at all,0.46128,4649,9696,0.45135,0.47120
2008,Post-secondary Non-tertiary Level,Strong,0.08963,87,1090,0.07266,0.10660
2008,Post-secondary Non-tertiary Level,A Little,0.31218,334,1090,0.28466,0.33970
2008,Post-secondary Non-tertiary Level,Not at all,0.59819,669,1090,0.56907,0.62731
2008,First Stage of Tertiary Education,Strong,0.14163,198,1414,0.12345,0.15981
2008,First Stage of Tertiary Education,A Little,0.42519,564,1414,0.39941,0.45096
2008,First Stage of Tertiary Education,Not at all,0.43318,652,1414,0.40735,0.45902
2008,Second Stage of Tertiary Education,Strong,0.09809,384,4186,0.08908,0.10710
2008,Second Stage of Tertiary Education,A Little,0.35093,1482,4186,0.33647,0.36539
2008,Second Stage of Tertiary Education,Not at all,0.55097,2320,4186,0.53590,0.56604
2014,No answer / don't know,Strong,0.12623,48,612,0.09990,0.15256
2014,No answer / don't know,A Little,0.23169,147,612,0.19824,0.26514
2014,No answer / don't know,Not at all,0.64208,417,612,0.60407,0.68009
2014,Pre-primary Level,A Little,0.12381,53,438,0.09293,0.15469
2014,Pre-primary Level,Not at all,0.85633,385,438,0.82344,0.88921
2014,Primary Level,Strong,0.25848,115,501,0.22010,0.29685
2014,Primary Level,A Little,0.34794,164,501,0.30619,0.38969
2014,Primary Level,Not at all,0.39358,222,501,0.35076,0.43640
2014,Lower Secondary Level,Strong,0.23980,597,3108,0.22478,0.25481
2014,Lower Secondary Level,A Little,0.35346,999,3108,0.33665,0.37027
2014,Lower Secondary Level,Not at all,0.40675,1512,3108,0.38947,0.42402
2014,Upper Secondary Level,Strong,0.17595,1898,12511,0.16928,0.18263
2014,Upper Secondary Level,A Little,0.37978,4506,12511,0.37128,0.38829
2014,Upper Secondary Level,Not at all,0.44426,6107,12511,0.43556,0.45297
2014,Post-secondary Non-tertiary Level,Strong,0.09721,179,2040,0.08435,0.11007
2014,Post-secondary Non-tertiary Level,A Little,0.29669,590,2040,0.27686,0.31652
2014,Post-secondary Non-tertiary Level,Not at all,0.60610,1271,2040,0.58489,0.62730
2014,First Stage of Tertiary Education,Strong,0.13979,199,1588,0.12273,0.15685
2014,First Stage of Tertiary Education,A Little,0.41109,633,1588,0.38688,0.43530
2014,First Stage of Tertiary Education,Not at all,0.44912,756,1588,0.42465,0.47359
2014,Second Stage of Tertiary Education,Strong,0.09938,548,6214,0.09194,0.10682
2014,Second Stage of Tertiary Education,A Little,0.31644,1937,6214,0.30488,0.32801
2014,Second Stage of Tertiary Education,Not at all,0.58418,3729,6214,0.57192,0.59643
2016,No answer / don't know,Strong,0.06406,68,779,0.04686,0.08127
2016,No answer / don't know,A Little,0.23809,181,779,0.20816,0.26802
