"ple0005","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stark","2002","(noch) kein Abschluss","maennlich","34","0.0981351669196037","0.0698181029591916","0.126452230880016"
"Stark","2002","(noch) kein Abschluss","weiblich","44","0.124491295056926","0.094895237081267","0.154087353032585"
"Stark","2002","Hauptschule","maennlich","774","0.188056362252196","0.176342853982729","0.199769870521663"
"Stark","2002","Hauptschule","weiblich","1056","","",""
"Stark","2002","Realschule","maennlich","206","","",""
"Stark","2002","Realschule","weiblich","337","0.127013609181927","0.115850352082224","0.138176866281631"
"Stark","2002","(Fach-)Abitur","maennlich","72","0.0748908961613837","0.0596114836353464","0.090170308687421"
"Stark","2002","(Fach-)Abitur","weiblich","85","0.08304287691932","0.068065526091601","0.0980202277470391"
"Stark","2002","AkademikerIn","maennlich","173","","",""
"Stark","2002","AkademikerIn","weiblich","184","","",""
"Ein wenig","2002","(noch) kein Abschluss","maennlich","66","0.188655120942098","0.151415760678746","0.225894481205449"
"Ein wenig","2002","(noch) kein Abschluss","weiblich","112","","",""
"Ein wenig","2002","Hauptschule","maennlich","1574","","",""
"Ein wenig","2002","Hauptschule","weiblich","1869","","",""
"Ein wenig","2002","Realschule","maennlich","778","0.30531048596064","0.287460044588424","0.323160927332855"
"Ein wenig","2002","Realschule","weiblich","1236","","",""
"Ein wenig","2002","(Fach-)Abitur","maennlich","277","","",""
"Ein wenig","2002","(Fach-)Abitur","weiblich","357","0.301154674440066","0.276254944781215","0.326054404098916"
"Ein wenig","2002","AkademikerIn","maennlich","848","0.338225139641393","0.31999424624499","0.356456033037795"
"Ein wenig","2002","AkademikerIn","weiblich","693","0.37228377708388","0.350827739684678","0.393739814483083"
"Gar nicht","2002","(noch) kein Abschluss","maennlich","324","0.713209712138299","0.670161412006361","0.756258012270236"
"Gar nicht","2002","(noch) kein Abschluss","weiblich","322","0.626138205669644","0.582764673791839","0.669511737547449"
"Gar nicht","2002","Hauptschule","maennlich","1927","","",""
"Gar nicht","2002","Hauptschule","weiblich","1677","","",""
"Gar nicht","2002","Realschule","maennlich","1573","","",""
"Gar nicht","2002","Realschule","weiblich","1845","","",""
"Gar nicht","2002","(Fach-)Abitur","maennlich","791","0.665603185702804","0.638216818499011","0.692989552906598"
"Gar nicht","2002","(Fach-)Abitur","weiblich","862","0.615802448640614","0.589402243753491","0.642202653527737"
"Gar nicht","2002","AkademikerIn","maennlich","1566","","",""
"Gar nicht","2002","AkademikerIn","weiblich","1073","","",""
"Stark","2003","(noch) kein Abschluss","maennlich","","","",""
"Stark","2003","(noch) kein Abschluss","weiblich","","","",""
"Stark","2003","Hauptschule","maennlich","","","",""
"Stark","2003","Hauptschule","weiblich","","","",""
"Stark","2003","Realschule","maennlich","","","",""
"Stark","2003","Realschule","weiblich","","","",""
"Stark","2003","(Fach-)Abitur","maennlich","","","",""
"Stark","2003","(Fach-)Abitur","weiblich","","","",""
"Stark","2003","AkademikerIn","maennlich","","","",""
"Stark","2003","AkademikerIn","weiblich","","","",""
"Ein wenig","2003","(noch) kein Abschluss","maennlich","","","",""
"Ein wenig","2003","(noch) kein Abschluss","weiblich","","","",""
"Ein wenig","2003","Hauptschule","maennlich","","","",""
"Ein wenig","2003","Hauptschule","weiblich","","","",""
"Ein wenig","2003","Realschule","maennlich","","","",""
"Ein wenig","2003","Realschule","weiblich","","","",""
"Ein wenig","2003","(Fach-)Abitur","maennlich","","","",""
"Ein wenig","2003","(Fach-)Abitur","weiblich","","","",""
