syear,migback,regtyp,ple0005,proportion,n,lower_confidence,upper_confidence
2002,No migration background,Urban regions,3.0,0.2876025126504973,23026,0.2817558996398756,0.293449125661119
2002,No migration background,Urban regions,2.0,0.17806665503402547,23026,0.1731251820956253,0.18300812797242563
2002,No migration background,Rural regions,3.0,0.15202407956726574,23026,0.14738646370817188,0.1566616954263596
2002,No migration background,Rural regions,2.0,0.11607921828651195,23026,0.1119417876028985,0.1202166489701254
2002,No migration background,Urban regions,1.0,0.06835630779968592,23026,0.06509673231003796,0.07161588328933388
2002,Direct migration background,Urban regions,3.0,0.05260861978712267,23026,0.049724986768503,0.05549225280574233
2002,No migration background,Rural regions,1.0,0.04322980282673181,23026,0.04060291052396251,0.045856695129501114
2002,Direct migration background,Urban regions,2.0,0.034330832315477226,23026,0.031979017238977725,0.03668264739197673
2002,Indirect migration background,Urban regions,3.0,0.02233467108707032,23026,0.020425997301463276,0.024243344872677364
2002,Direct migration background,Urban regions,1.0,0.013173966149014133,23026,0.011701228490976242,0.014646703807052025
2002,Direct migration background,Rural regions,3.0,0.010164020240795673,23026,0.008868449295667283,0.011459591185924062
2002,Direct migration background,Rural regions,2.0,0.007503053568312685,23026,0.00638842432139226,0.00861768281523311
2002,Indirect migration background,Urban regions,2.0,0.00558366777176758,23026,0.004621189951175708,0.006546145592359452
2002,Direct migration background,Rural regions,1.0,0.0035770371662886056,23026,0.0028059021733492606,0.00434817215922795
2002,Indirect migration background,Rural regions,3.0,0.0027482114814168556,23026,0.0020720128180585643,0.003424410144775147
2002,Indirect migration background,Rural regions,2.0,0.0011778049206072239,23026,0.0007347805721388598,0.001620829269075588
2002,Indirect migration background,Urban regions,1.0,0.0010905601116733554,23026,0.0006642411158275241,0.0015168791075191868
2002,Indirect migration background,Rural regions,1.0,0.00034897923573547375,23026,0.0001077272916619639,0.0005902311798089835
2004,No migration background,Urban regions,3.0,0.28473867595818814,21612,0.2787218951044499,0.2907554568119264
2004,No migration background,Urban regions,2.0,0.17997677119628339,21612,0.1748548853201229,0.18509865707244388
2004,No migration background,Rural regions,3.0,0.15414634146341463,21612,0.14933215598261734,0.15896052694421192
2004,No migration background,Rural regions,2.0,0.11382113821138211,21612,0.10958684676420927,0.11805542965855495
2004,No migration background,Urban regions,1.0,0.0710801393728223,21612,0.06765426170152383,0.07450601704412077
2004,Direct migration background,Urban regions,3.0,0.04970963995354239,21612,0.04681191565482018,0.0526073642522646
2004,No migration background,Rural regions,1.0,0.042044134727061554,21612,0.03936845546974616,0.044719813984376945
