year,age_gr,sex,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,male,Strong,0.01800,39,2011,0.01219,0.02381
2002,17-29 y.,male,A Little,0.16381,293,2011,0.14763,0.17999
2002,17-29 y.,male,Not at all,0.81819,1679,2011,0.80132,0.83505
2002,17-29 y.,female,Strong,0.02613,49,2112,0.01933,0.03294
2002,17-29 y.,female,A Little,0.19545,415,2112,0.17854,0.21237
2002,17-29 y.,female,Not at all,0.77841,1648,2112,0.76070,0.79613
2002,30-45 y.,male,Strong,0.04827,166,3554,0.04122,0.05532
2002,30-45 y.,male,A Little,0.25072,876,3554,0.23646,0.26497
2002,30-45 y.,male,Not at all,0.70101,2512,3554,0.68596,0.71607
2002,30-45 y.,female,Strong,0.06318,216,3858,0.05550,0.07085
2002,30-45 y.,female,A Little,0.33921,1250,3858,0.32427,0.35415
2002,30-45 y.,female,Not at all,0.59761,2392,3858,0.58214,0.61309
2002,46-65 y.,male,Strong,0.17621,600,3912,0.16427,0.18815
2002,46-65 y.,male,A Little,0.41772,1584,3912,0.40226,0.43317
2002,46-65 y.,male,Not at all,0.40608,1728,3912,0.39069,0.42147
2002,46-65 y.,female,Strong,0.18741,674,3908,0.17517,0.19964
2002,46-65 y.,female,A Little,0.44486,1731,3908,0.42927,0.46044
2002,46-65 y.,female,Not at all,0.36774,1503,3908,0.35262,0.38286
2002,66 and older,male,Strong,0.29316,457,1606,0.27089,0.31543
2002,66 and older,male,A Little,0.50845,809,1606,0.48399,0.53291
2002,66 and older,male,Not at all,0.19839,340,1606,0.17888,0.21790
2002,66 and older,female,Strong,0.42081,774,1963,0.39896,0.44265
2002,66 and older,female,A Little,0.44328,899,1963,0.42130,0.46527
2002,66 and older,female,Not at all,0.13591,290,1963,0.12074,0.15107
2004,17-29 y.,male,A Little,0.15602,278,1877,0.13960,0.17244
2004,17-29 y.,male,Not at all,0.82595,1599,1877,0.80879,0.84311
2004,17-29 y.,female,Strong,0.02532,32,2039,0.01850,0.03215
2004,17-29 y.,female,A Little,0.20759,411,2039,0.18998,0.22520
2004,17-29 y.,female,Not at all,0.76708,1596,2039,0.74873,0.78544
2004,30-45 y.,male,Strong,0.04440,140,3117,0.03717,0.05163
2004,30-45 y.,male,A Little,0.26097,777,3117,0.24555,0.27639
2004,30-45 y.,male,Not at all,0.69462,2200,3117,0.67845,0.71080
2004,30-45 y.,female,Strong,0.06760,178,3396,0.05916,0.07605
2004,30-45 y.,female,A Little,0.32845,1061,3396,0.31265,0.34425
2004,30-45 y.,female,Not at all,0.60395,2157,3396,0.58750,0.62040
2004,46-65 y.,male,Strong,0.17644,529,3614,0.16401,0.18887
2004,46-65 y.,male,A Little,0.38289,1414,3614,0.36704,0.39874
2004,46-65 y.,male,Not at all,0.44066,1671,3614,0.42447,0.45685
2004,46-65 y.,female,Strong,0.17896,587,3722,0.16665,0.19128
2004,46-65 y.,female,A Little,0.45501,1688,3722,0.43901,0.47101
2004,46-65 y.,female,Not at all,0.36602,1447,3722,0.35055,0.38150
2004,66 and older,male,Strong,0.32041,517,1706,0.29826,0.34256
2004,66 and older,male,A Little,0.48292,818,1706,0.45920,0.50664
2004,66 and older,male,Not at all,0.19667,371,1706,0.17780,0.21554
2004,66 and older,female,Strong,0.42307,806,2024,0.40154,0.44460
2004,66 and older,female,A Little,0.44318,929,2024,0.42154,0.46483
2004,66 and older,female,Not at all,0.13375,289,2024,0.11891,0.14858
2006,17-29 y.,male,A Little,0.13828,235,1732,0.12202,0.15454
2006,17-29 y.,male,Not at all,0.84933,1497,1732,0.83247,0.86618
2006,17-29 y.,female,A Little,0.21739,399,1885,0.19876,0.23601
2006,17-29 y.,female,Not at all,0.76596,1486,1885,0.74684,0.78508
2006,30-45 y.,male,Strong,0.05033,132,2968,0.04246,0.05820
2006,30-45 y.,male,A Little,0.27494,783,2968,0.25888,0.29101
2006,30-45 y.,male,Not at all,0.67473,2053,2968,0.65787,0.69158
