year,regtyp,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Urban regions,Strong,0.15524,1896,15233,0.14949,0.16099
2002,Urban regions,A Little,0.34353,5002,15233,0.33599,0.35107
2002,Urban regions,Not at all,0.50123,8335,15233,0.49329,0.50917
2002,Rural regions,Strong,0.15774,1079,7691,0.14960,0.16589
2002,Rural regions,A Little,0.38363,2855,7691,0.37276,0.39450
2002,Rural regions,Not at all,0.45862,3757,7691,0.44749,0.46976
2004,Urban regions,Strong,0.16057,1838,14320,0.15456,0.16658
2004,Urban regions,A Little,0.34271,4734,14320,0.33493,0.35048
2004,Urban regions,Not at all,0.49672,7748,14320,0.48853,0.50491
2004,Rural regions,Strong,0.16037,981,7205,0.15190,0.16885
2004,Rural regions,A Little,0.37094,2642,7205,0.35978,0.38209
2004,Rural regions,Not at all,0.46869,3582,7205,0.45717,0.48021
2006,Urban regions,Strong,0.15620,1977,14450,0.15028,0.16212
2006,Urban regions,A Little,0.34061,4801,14450,0.33288,0.34834
2006,Urban regions,Not at all,0.50319,7672,14450,0.49504,0.51134
2006,Rural regions,Strong,0.16781,1127,7457,0.15932,0.17629
2006,Rural regions,A Little,0.37717,2852,7457,0.36617,0.38817
2006,Rural regions,Not at all,0.45503,3478,7457,0.44372,0.46633
2008,Urban regions,Strong,0.15453,1740,12661,0.14823,0.16082
2008,Urban regions,A Little,0.34863,4256,12661,0.34032,0.35693
2008,Urban regions,Not at all,0.49685,6665,12661,0.48814,0.50556
2008,Rural regions,Strong,0.15950,976,6599,0.15066,0.16833
2008,Rural regions,A Little,0.38217,2524,6599,0.37044,0.39389
2008,Rural regions,Not at all,0.45833,3099,6599,0.44631,0.47036
2014,Urban regions,Strong,0.15527,2274,17618,0.14992,0.16062
2014,Urban regions,A Little,0.33673,5622,17618,0.32975,0.34370
2014,Urban regions,Not at all,0.50801,9722,17618,0.50062,0.51539
2014,Rural regions,Strong,0.16276,1317,9401,0.15529,0.17022
2014,Rural regions,A Little,0.38703,3407,9401,0.37719,0.39688
2014,Rural regions,Not at all,0.45021,4677,9401,0.44015,0.46027
2016,Urban regions,Strong,0.14812,2146,17739,0.14289,0.15335
2016,Urban regions,A Little,0.33813,5628,17739,0.33116,0.34509
2016,Urban regions,Not at all,0.51375,9965,17739,0.50640,0.52111
2016,Rural regions,Strong,0.16174,1309,9319,0.15426,0.16922
2016,Rural regions,A Little,0.39137,3330,9319,0.38146,0.40128
2016,Rural regions,Not at all,0.44689,4680,9319,0.43680,0.45699
2018,Urban regions,Strong,0.14503,2409,19164,0.14004,0.15001
2018,Urban regions,A Little,0.33846,6095,19164,0.33176,0.34516
2018,Urban regions,Not at all,0.51651,10660,19164,0.50944,0.52359
2018,Rural regions,Strong,0.15853,1374,9927,0.15135,0.16572
2018,Rural regions,A Little,0.39225,3583,9927,0.38264,0.40185
2018,Rural regions,Not at all,0.44922,4970,9927,0.43944,0.45901
2020,Urban regions,Strong,0.13643,2334,19903,0.13166,0.14120
2020,Urban regions,A Little,0.35926,6725,19903,0.35260,0.36593
2020,Urban regions,Not at all,0.50430,10844,19903,0.49736,0.51125
2020,Rural regions,Strong,0.15813,1224,9423,0.15077,0.16550
2020,Rural regions,A Little,0.41718,3592,9423,0.40722,0.42713
2020,Rural regions,Not at all,0.42469,4607,9423,0.41471,0.43467
2022,Urban regions,Strong,0.15246,2254,19094,0.14736,0.15756
2022,Urban regions,A Little,0.37646,6769,19094,0.36959,0.38333
2022,Urban regions,Not at all,0.47108,10071,19094,0.46400,0.47816
2022,Rural regions,Strong,0.17585,1248,8782,0.16789,0.18381
2022,Rural regions,A Little,0.40739,3519,8782,0.39711,0.41766
2022,Rural regions,Not at all,0.41677,4015,8782,0.40645,0.42708
