year,migback,quintil_oecd,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,1st Quintile,Strong,0.20838,448,2428,0.19222,0.22453
2002,No migration background,1st Quintile,A Little,0.36229,847,2428,0.34317,0.38142
2002,No migration background,1st Quintile,Not at all,0.42933,1133,2428,0.40964,0.44902
2002,No migration background,2nd Quintile,Strong,0.19729,541,3043,0.18315,0.21143
2002,No migration background,2nd Quintile,A Little,0.38150,1147,3043,0.36423,0.39876
2002,No migration background,2nd Quintile,Not at all,0.42122,1355,3043,0.40367,0.43876
2002,No migration background,3rd Quintile,Strong,0.16389,509,3462,0.15155,0.17622
2002,No migration background,3rd Quintile,A Little,0.36492,1281,3462,0.34888,0.38096
2002,No migration background,3rd Quintile,Not at all,0.47119,1672,3462,0.45456,0.48782
2002,No migration background,4th Quintile,Strong,0.14387,468,3837,0.13276,0.15497
2002,No migration background,4th Quintile,A Little,0.35839,1334,3837,0.34321,0.37356
2002,No migration background,4th Quintile,Not at all,0.49775,2035,3837,0.48192,0.51357
2002,No migration background,5th Quintile,Strong,0.12639,461,4528,0.11671,0.13607
2002,No migration background,5th Quintile,A Little,0.34692,1513,4528,0.33306,0.36079
2002,No migration background,5th Quintile,Not at all,0.52669,2554,4528,0.51214,0.54123
2002,Direct migration background,1st Quintile,Strong,0.18059,142,843,0.15460,0.20657
2002,Direct migration background,1st Quintile,A Little,0.32263,280,843,0.29105,0.35420
2002,Direct migration background,1st Quintile,Not at all,0.49679,421,843,0.46301,0.53056
2002,Direct migration background,2nd Quintile,Strong,0.14115,103,698,0.11530,0.16700
2002,Direct migration background,2nd Quintile,A Little,0.35489,235,698,0.31937,0.39041
2002,Direct migration background,2nd Quintile,Not at all,0.50396,360,698,0.46684,0.54108
2002,Direct migration background,3rd Quintile,Strong,0.13275,55,433,0.10076,0.16475
2002,Direct migration background,3rd Quintile,A Little,0.39731,157,433,0.35117,0.44346
2002,Direct migration background,3rd Quintile,Not at all,0.46993,221,433,0.42287,0.51700
2002,Direct migration background,4th Quintile,Strong,0.13272,43,373,0.09825,0.16720
2002,Direct migration background,4th Quintile,A Little,0.41278,144,373,0.36275,0.46281
2002,Direct migration background,4th Quintile,Not at all,0.45449,186,373,0.40389,0.50509
2002,Direct migration background,5th Quintile,Strong,0.11666,37,331,0.08202,0.15129
2002,Direct migration background,5th Quintile,A Little,0.37220,114,331,0.32004,0.42435
2002,Direct migration background,5th Quintile,Not at all,0.51114,180,331,0.45721,0.56508
2002,Indirect migration background,1st Quintile,A Little,0.21269,41,177,0.15223,0.27315
