year,migback,sampreg,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,West,Strong,0.16106,1826,14105,0.15499,0.16713
2002,No migration background,West,A Little,0.34600,4648,14105,0.33814,0.35385
2002,No migration background,West,Not at all,0.49294,7631,14105,0.48469,0.50120
2002,No migration background,East,Strong,0.16063,732,5273,0.15072,0.17055
2002,No migration background,East,A Little,0.40837,2095,5273,0.39510,0.42164
2002,No migration background,East,Not at all,0.43100,2446,5273,0.41763,0.44437
2002,Direct migration background,West,Strong,0.14252,355,2668,0.12925,0.15578
2002,Direct migration background,West,A Little,0.35088,895,2668,0.33276,0.36899
2002,Direct migration background,West,Not at all,0.50661,1418,2668,0.48763,0.52558
2002,Direct migration background,East,A Little,0.55150,64,64,0.42868,0.67431
2002,Indirect migration background,West,Strong,0.04419,32,741,0.02938,0.05900
2002,Indirect migration background,West,A Little,0.24353,146,741,0.21261,0.27446
2002,Indirect migration background,West,Not at all,0.71227,563,741,0.67966,0.74489
2004,No migration background,West,Strong,0.16583,1719,13134,0.15947,0.17219
2004,No migration background,West,A Little,0.34647,4356,13134,0.33833,0.35460
2004,No migration background,West,Not at all,0.48770,7059,13134,0.47915,0.49625
2004,No migration background,East,Strong,0.16792,716,5070,0.15763,0.17821
2004,No migration background,East,A Little,0.39441,1968,5070,0.38096,0.40787
2004,No migration background,East,Not at all,0.43767,2386,5070,0.42401,0.45132
2004,Direct migration background,West,Strong,0.15633,336,2426,0.14188,0.17079
2004,Direct migration background,West,A Little,0.34733,842,2426,0.32838,0.36628
2004,Direct migration background,West,Not at all,0.49634,1248,2426,0.47644,0.51624
2004,Direct migration background,East,A Little,0.48324,52,52,0.34609,0.62039
2004,Indirect migration background,West,A Little,0.21573,144,744,0.18616,0.24531
2004,Indirect migration background,West,Not at all,0.76972,600,744,0.73944,0.79999
2006,No migration background,West,Strong,0.16126,1916,13609,0.15508,0.16744
2006,No migration background,West,A Little,0.34660,4547,13609,0.33861,0.35460
2006,No migration background,West,Not at all,0.49214,7146,13609,0.48374,0.50054
2006,No migration background,East,Strong,0.16955,749,5115,0.15927,0.17984
2006,No migration background,East,A Little,0.41069,2132,5115,0.39721,0.42418
2006,No migration background,East,Not at all,0.41976,2234,5115,0.40623,0.43328
2006,Direct migration background,West,Strong,0.17040,369,2262,0.15490,0.18590
2006,Direct migration background,West,A Little,0.34091,774,2262,0.32138,0.36045
2006,Direct migration background,West,Not at all,0.48868,1119,2262,0.46808,0.50929
2006,Direct migration background,East,A Little,0.41595,53,53,0.28198,0.54992
2006,Indirect migration background,West,Strong,0.04402,37,771,0.02953,0.05851
2006,Indirect migration background,West,A Little,0.21069,139,771,0.18189,0.23950
2006,Indirect migration background,West,Not at all,0.74529,595,771,0.71451,0.77606
2008,No migration background,West,Strong,0.16020,1674,11954,0.15363,0.16678
2008,No migration background,West,A Little,0.35421,4096,11954,0.34564,0.36279
2008,No migration background,West,Not at all,0.48559,6184,11954,0.47663,0.49455
2008,No migration background,East,Strong,0.15269,675,4640,0.14234,0.16304
2008,No migration background,East,A Little,0.41440,1868,4640,0.40022,0.42857
2008,No migration background,East,Not at all,0.43292,2097,4640,0.41866,0.44717
2008,Direct migration background,West,Strong,0.17540,314,1822,0.15793,0.19287
2008,Direct migration background,West,A Little,0.35423,614,1822,0.33226,0.37619
2008,Direct migration background,West,Not at all,0.47037,894,1822,0.44745,0.49330
2008,Direct migration background,East,A Little,0.56110,46,46,0.41610,0.70609
2008,Indirect migration background,West,Strong,0.05245,32,723,0.03619,0.06871
2008,Indirect migration background,West,A Little,0.20830,145,723,0.17868,0.23792
2008,Indirect migration background,West,Not at all,0.73925,546,723,0.70722,0.77127
2014,No migration background,West,Strong,0.15993,2010,14938,0.15405,0.16581
2014,No migration background,West,A Little,0.35914,5088,14938,0.35145,0.36683
2014,No migration background,West,Not at all,0.48093,7840,14938,0.47292,0.48894
2014,No migration background,East,Strong,0.17435,801,5115,0.16395,0.18475
2014,No migration background,East,A Little,0.41363,2072,5115,0.40013,0.42712
2014,No migration background,East,Not at all,0.41202,2242,5115,0.39853,0.42551
2014,Direct migration background,West,Strong,0.16425,644,4907,0.15388,0.17462
2014,Direct migration background,West,A Little,0.30782,1425,4907,0.29490,0.32073
2014,Direct migration background,West,Not at all,0.52793,2838,4907,0.51396,0.54190
2014,Direct migration background,East,Strong,0.16429,49,367,0.12633,0.20225
2014,Direct migration background,East,A Little,0.26829,115,367,0.22290,0.31368
2014,Direct migration background,East,Not at all,0.56742,203,367,0.51666,0.61818
2014,Indirect migration background,West,Strong,0.05230,85,1603,0.04140,0.06320
2014,Indirect migration background,West,A Little,0.20058,310,1603,0.18097,0.22019
2014,Indirect migration background,West,Not at all,0.74712,1208,1603,0.72583,0.76841
2014,Indirect migration background,East,Not at all,0.76642,68,68,0.66511,0.86774
