year,quintil_oecd,regtyp,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,1st Quintile,Urban regions,Strong,0.19652,368,2163,0.17977,0.21327
2002,1st Quintile,Urban regions,A Little,0.33238,707,2163,0.31252,0.35223
2002,1st Quintile,Urban regions,Not at all,0.47111,1088,2163,0.45007,0.49215
2002,1st Quintile,Rural regions,Strong,0.19420,228,1291,0.17261,0.21578
2002,1st Quintile,Rural regions,A Little,0.37386,461,1291,0.34745,0.40026
2002,1st Quintile,Rural regions,Not at all,0.43195,602,1291,0.40492,0.45898
2002,2nd Quintile,Urban regions,Strong,0.17320,360,2360,0.15792,0.18847
2002,2nd Quintile,Urban regions,A Little,0.35750,810,2360,0.33816,0.37684
2002,2nd Quintile,Urban regions,Not at all,0.46930,1190,2360,0.44916,0.48944
2002,2nd Quintile,Rural regions,Strong,0.19830,290,1539,0.17838,0.21823
2002,2nd Quintile,Rural regions,A Little,0.39598,597,1539,0.37154,0.42042
2002,2nd Quintile,Rural regions,Not at all,0.40572,652,1539,0.38118,0.43026
2002,3rd Quintile,Urban regions,Strong,0.16160,361,2567,0.14736,0.17584
2002,3rd Quintile,Urban regions,A Little,0.35683,896,2567,0.33829,0.37536
2002,3rd Quintile,Urban regions,Not at all,0.48157,1310,2567,0.46224,0.50091
2002,3rd Quintile,Rural regions,Strong,0.14975,207,1458,0.13143,0.16807
2002,3rd Quintile,Rural regions,A Little,0.37909,566,1458,0.35417,0.40400
2002,3rd Quintile,Rural regions,Not at all,0.47116,685,1458,0.44553,0.49680
2002,4th Quintile,Urban regions,Strong,0.14393,325,2743,0.13080,0.15707
2002,4th Quintile,Urban regions,A Little,0.34612,904,2743,0.32831,0.36392
2002,4th Quintile,Urban regions,Not at all,0.50995,1514,2743,0.49124,0.52866
2002,4th Quintile,Rural regions,Strong,0.13386,193,1601,0.11718,0.15055
2002,4th Quintile,Rural regions,A Little,0.39530,603,1601,0.37134,0.41925
2002,4th Quintile,Rural regions,Not at all,0.47084,805,1601,0.44638,0.49530
2002,5th Quintile,Urban regions,Strong,0.12922,368,3669,0.11837,0.14008
