year,pgisced97,sampreg,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No answer / don't know,West,A Little,0.24433,31,126,0.16900,0.31966
2002,No answer / don't know,West,Not at all,0.67779,95,126,0.59586,0.75971
2002,No answer / don't know,East,Not at all,0.71677,37,37,0.56958,0.86395
2002,Pre-primary Level,West,A Little,0.10582,41,448,0.07731,0.13434
2002,Pre-primary Level,West,Not at all,0.87813,407,448,0.84780,0.90846
2002,Pre-primary Level,East,Not at all,0.82136,129,129,0.75500,0.88772
2002,Primary Level,West,Strong,0.25521,66,265,0.20262,0.30780
2002,Primary Level,West,A Little,0.33106,95,265,0.27429,0.38783
2002,Primary Level,West,Not at all,0.41373,104,265,0.35432,0.47314
2002,Lower Secondary Level,West,Strong,0.23714,489,2457,0.22032,0.25396
2002,Lower Secondary Level,West,A Little,0.35109,835,2457,0.33221,0.36996
2002,Lower Secondary Level,West,Not at all,0.41177,1133,2457,0.39231,0.43124
2002,Lower Secondary Level,East,Strong,0.28047,100,419,0.23741,0.32354
2002,Lower Secondary Level,East,A Little,0.33414,136,419,0.28892,0.37936
2002,Lower Secondary Level,East,Not at all,0.38539,183,419,0.33873,0.43205
2002,Upper Secondary Level,West,Strong,0.15833,1186,8672,0.15064,0.16601
2002,Upper Secondary Level,West,A Little,0.36065,2963,8672,0.35055,0.37076
2002,Upper Secondary Level,West,Not at all,0.48102,4523,8672,0.47050,0.49154
2002,Upper Secondary Level,East,Strong,0.16429,437,2869,0.15073,0.17785
2002,Upper Secondary Level,East,A Little,0.41314,1173,2869,0.39512,0.43116
2002,Upper Secondary Level,East,Not at all,0.42257,1259,2869,0.40449,0.44064
2002,Post-secondary Non-tertiary Level,West,Strong,0.10853,91,1024,0.08947,0.12759
2002,Post-secondary Non-tertiary Level,West,A Little,0.31383,311,1024,0.28539,0.34227
2002,Post-secondary Non-tertiary Level,West,Not at all,0.57764,622,1024,0.54737,0.60791
2002,Post-secondary Non-tertiary Level,East,A Little,0.27833,35,122,0.19847,0.35819
2002,Post-secondary Non-tertiary Level,East,Not at all,0.61605,87,122,0.52939,0.70271
2002,First Stage of Tertiary Education,West,Strong,0.14417,153,1288,0.12498,0.16336
2002,First Stage of Tertiary Education,West,A Little,0.35944,436,1288,0.33323,0.38566
2002,First Stage of Tertiary Education,West,Not at all,0.49639,699,1288,0.46907,0.52370
2002,First Stage of Tertiary Education,East,Strong,0.16377,64,450,0.12954,0.19800
2002,First Stage of Tertiary Education,East,A Little,0.47622,220,450,0.43002,0.52242
2002,First Stage of Tertiary Education,East,Not at all,0.36001,166,450,0.31561,0.40441
2002,Second Stage of Tertiary Education,West,Strong,0.08450,214,3220,0.07489,0.09411
2002,Second Stage of Tertiary Education,West,A Little,0.31351,977,3220,0.29748,0.32953
