year,age_gr,sampreg,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,West,Strong,0.02153,63,3052,0.01638,0.02668
2002,17-29 y.,West,A Little,0.16752,483,3052,0.15427,0.18077
2002,17-29 y.,West,Not at all,0.81094,2506,3052,0.79705,0.82484
2002,17-29 y.,East,A Little,0.22578,225,1046,0.20043,0.25113
2002,17-29 y.,East,Not at all,0.75052,821,1046,0.72429,0.77676
2002,30-45 y.,West,Strong,0.05476,292,5833,0.04892,0.06060
2002,30-45 y.,West,A Little,0.28760,1605,5833,0.27599,0.29922
2002,30-45 y.,West,Not at all,0.65764,3936,5833,0.64546,0.66981
2002,30-45 y.,East,Strong,0.05955,90,1579,0.04788,0.07123
2002,30-45 y.,East,A Little,0.32551,521,1579,0.30239,0.34863
2002,30-45 y.,East,Not at all,0.61494,968,1579,0.59093,0.63895
2002,46-65 y.,West,Strong,0.17843,935,5944,0.16870,0.18816
2002,46-65 y.,West,A Little,0.41381,2368,5944,0.40129,0.42633
2002,46-65 y.,West,Not at all,0.40776,2641,5944,0.39526,0.42025
2002,46-65 y.,East,Strong,0.19628,339,1876,0.17830,0.21426
2002,46-65 y.,East,A Little,0.50591,947,1876,0.48328,0.52854
2002,46-65 y.,East,Not at all,0.29781,590,1876,0.27711,0.31851
2002,66 and older,West,Strong,0.37218,923,2685,0.35389,0.39047
2002,66 and older,West,A Little,0.45508,1233,2685,0.43624,0.47392
2002,66 and older,West,Not at all,0.17274,529,2685,0.15843,0.18704
2002,66 and older,East,Strong,0.35466,308,884,0.32310,0.38621
2002,66 and older,East,A Little,0.52825,475,884,0.49532,0.56117
2002,66 and older,East,Not at all,0.11709,101,884,0.09589,0.13830
2004,17-29 y.,West,Strong,0.02338,47,2877,0.01786,0.02890
2004,17-29 y.,West,A Little,0.17045,459,2877,0.15671,0.18420
2004,17-29 y.,West,Not at all,0.80617,2371,2877,0.79172,0.82061
2004,17-29 y.,East,A Little,0.22278,230,1054,0.19764,0.24791
2004,17-29 y.,East,Not at all,0.76253,824,1054,0.73683,0.78824
2004,30-45 y.,West,Strong,0.05333,240,5143,0.04719,0.05947
2004,30-45 y.,West,A Little,0.28697,1393,5143,0.27461,0.29934
2004,30-45 y.,West,Not at all,0.65969,3510,5143,0.64674,0.67265
2004,30-45 y.,East,Strong,0.06858,78,1370,0.05519,0.08197
2004,30-45 y.,East,A Little,0.33114,445,1370,0.30621,0.35607
2004,30-45 y.,East,Not at all,0.60028,847,1370,0.57434,0.62623
2004,46-65 y.,West,Strong,0.17489,803,5517,0.16487,0.18492
2004,46-65 y.,West,A Little,0.40808,2235,5517,0.39511,0.42105
2004,46-65 y.,West,Not at all,0.41703,2479,5517,0.40402,0.43004
2004,46-65 y.,East,Strong,0.18984,313,1819,0.17181,0.20787
2004,46-65 y.,East,A Little,0.46614,867,1819,0.44321,0.48907
2004,46-65 y.,East,Not at all,0.34402,639,1819,0.32218,0.36585
2004,66 and older,West,Strong,0.38114,983,2785,0.36310,0.39918
2004,66 and older,West,A Little,0.44789,1255,2785,0.42942,0.46636
2004,66 and older,West,Not at all,0.17097,547,2785,0.15698,0.18495
2004,66 and older,East,Strong,0.37504,340,945,0.34415,0.40592
2004,66 and older,East,A Little,0.50806,492,945,0.47617,0.53995
2004,66 and older,East,Not at all,0.11690,113,945,0.09641,0.13740
2006,17-29 y.,West,Strong,0.01460,41,2707,0.01008,0.01912
2006,17-29 y.,West,A Little,0.16796,425,2707,0.15387,0.18204
2006,17-29 y.,West,Not at all,0.81745,2241,2707,0.80289,0.83200
2006,17-29 y.,East,A Little,0.21178,209,951,0.18580,0.23776
2006,17-29 y.,East,Not at all,0.77425,742,951,0.74766,0.80083
2006,30-45 y.,West,Strong,0.05667,257,4951,0.05023,0.06311
2006,30-45 y.,West,A Little,0.29705,1375,4951,0.28432,0.30978
2006,30-45 y.,West,Not at all,0.64628,3319,4951,0.63296,0.65960
2006,30-45 y.,East,Strong,0.06318,64,1311,0.05001,0.07636
2006,30-45 y.,East,A Little,0.37397,484,1311,0.34777,0.40018
2006,30-45 y.,East,Not at all,0.56284,763,1311,0.53598,0.58970
2006,46-65 y.,West,Strong,0.16622,848,5695,0.15655,0.17588
2006,46-65 y.,West,A Little,0.40518,2225,5695,0.39242,0.41793
2006,46-65 y.,West,Not at all,0.42861,2622,5695,0.41576,0.44146
2006,46-65 y.,East,Strong,0.18799,316,1869,0.17027,0.20570
2006,46-65 y.,East,A Little,0.48276,925,1869,0.46010,0.50543
2006,46-65 y.,East,Not at all,0.32925,628,1869,0.30794,0.35056
2006,66 and older,West,Strong,0.38741,1176,3289,0.37076,0.40406
2006,66 and older,West,A Little,0.43312,1435,3289,0.41618,0.45005
2006,66 and older,West,Not at all,0.17948,678,3289,0.16636,0.19259
2006,66 and older,East,Strong,0.37890,391,1123,0.35051,0.40728
2006,66 and older,East,A Little,0.49416,575,1123,0.46491,0.52342
2006,66 and older,East,Not at all,0.12694,157,1123,0.10746,0.14642
2008,17-29 y.,West,Strong,0.02177,41,2322,0.01583,0.02770
2008,17-29 y.,West,A Little,0.18145,374,2322,0.16577,0.19712
2008,17-29 y.,West,Not at all,0.79679,1907,2322,0.78042,0.81316
2008,17-29 y.,East,A Little,0.23438,181,805,0.20510,0.26367
2008,17-29 y.,East,Not at all,0.74576,624,805,0.71566,0.77586
2008,30-45 y.,West,Strong,0.05115,193,4016,0.04434,0.05797
2008,30-45 y.,West,A Little,0.28295,1055,4016,0.26902,0.29688
2008,30-45 y.,West,Not at all,0.66590,2768,4016,0.65131,0.68049
2008,30-45 y.,East,Strong,0.04105,40,1147,0.02956,0.05254
2008,30-45 y.,East,A Little,0.34330,363,1147,0.31581,0.37079
2008,30-45 y.,East,Not at all,0.61565,744,1147,0.58748,0.64381
2008,46-65 y.,West,Strong,0.17098,716,4996,0.16054,0.18142
2008,46-65 y.,West,A Little,0.41023,1997,4996,0.39659,0.42387
2008,46-65 y.,West,Not at all,0.41879,2283,4996,0.40511,0.43247
2008,46-65 y.,East,Strong,0.16879,264,1677,0.15085,0.18672
2008,46-65 y.,East,A Little,0.48861,804,1677,0.46467,0.51254
2008,46-65 y.,East,Not at all,0.34261,609,1677,0.31989,0.36533
2008,66 and older,West,Strong,0.36341,1070,3165,0.34665,0.38017
2008,66 and older,West,A Little,0.45424,1429,3165,0.43689,0.47158
2008,66 and older,West,Not at all,0.18235,666,3165,0.16890,0.19581
2008,66 and older,East,Strong,0.34139,375,1115,0.31355,0.36924
2008,66 and older,East,A Little,0.52537,577,1115,0.49605,0.55469
2008,66 and older,East,Not at all,0.13324,163,1115,0.11328,0.15319
2014,17-29 y.,West,Strong,0.02750,107,3575,0.02213,0.03286
