year,migback,sex,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,male,Strong,0.13227,1086,9365,0.12540,0.13913
2002,No migration background,male,A Little,0.33695,3047,9365,0.32737,0.34652
2002,No migration background,male,Not at all,0.53079,5232,9365,0.52068,0.54090
2002,No migration background,female,Strong,0.18798,1472,10013,0.18032,0.19563
2002,No migration background,female,A Little,0.38088,3696,10013,0.37137,0.39039
2002,No migration background,female,Not at all,0.43114,4845,10013,0.42144,0.44084
2002,Direct migration background,male,Strong,0.12303,164,1354,0.10553,0.14053
2002,Direct migration background,male,A Little,0.36102,453,1354,0.33542,0.38661
2002,Direct migration background,male,Not at all,0.51595,737,1354,0.48932,0.54258
2002,Direct migration background,female,Strong,0.17097,220,1428,0.15144,0.19051
2002,Direct migration background,female,A Little,0.35740,506,1428,0.33253,0.38226
2002,Direct migration background,female,Not at all,0.47163,702,1428,0.44573,0.49753
2002,Indirect migration background,male,A Little,0.20739,62,352,0.16497,0.24980
2002,Indirect migration background,male,Not at all,0.75159,290,352,0.70638,0.79679
2002,Indirect migration background,female,A Little,0.27805,93,379,0.23288,0.32321
2002,Indirect migration background,female,Not at all,0.67397,286,379,0.62672,0.72123
2004,No migration background,male,Strong,0.14019,1049,8749,0.13292,0.14747
2004,No migration background,male,A Little,0.33070,2834,8749,0.32084,0.34056
2004,No migration background,male,Not at all,0.52911,4866,8749,0.51865,0.53957
2004,No migration background,female,Strong,0.19093,1386,9455,0.18301,0.19886
2004,No migration background,female,A Little,0.38151,3490,9455,0.37172,0.39130
2004,No migration background,female,Not at all,0.42755,4579,9455,0.41758,0.43753
2004,Direct migration background,male,Strong,0.13853,158,1214,0.11909,0.15797
2004,Direct migration background,male,A Little,0.32865,397,1214,0.30221,0.35508
2004,Direct migration background,male,Not at all,0.53282,659,1214,0.50475,0.56090
2004,Direct migration background,female,Strong,0.18187,206,1311,0.16098,0.20276
2004,Direct migration background,female,A Little,0.37373,497,1311,0.34753,0.39993
2004,Direct migration background,female,Not at all,0.44440,608,1311,0.41749,0.47131
2004,Indirect migration background,male,A Little,0.16729,56,372,0.12931,0.20527
2004,Indirect migration background,male,Not at all,0.81410,316,372,0.77452,0.85369
2004,Indirect migration background,female,A Little,0.27887,102,404,0.23509,0.32265
2004,Indirect migration background,female,Not at all,0.70597,302,404,0.66149,0.75045
2006,No migration background,male,Strong,0.13462,1104,8958,0.12756,0.14169
2006,No migration background,male,A Little,0.33927,3054,8958,0.32946,0.34907
2006,No migration background,male,Not at all,0.52611,4800,8958,0.51577,0.53645
2006,No migration background,female,Strong,0.19008,1561,9766,0.18230,0.19786
2006,No migration background,female,A Little,0.38096,3625,9766,0.37133,0.39059
2006,No migration background,female,Not at all,0.42896,4580,9766,0.41914,0.43878
2006,Direct migration background,male,Strong,0.15052,159,1098,0.12936,0.17168
2006,Direct migration background,male,A Little,0.32760,363,1098,0.29982,0.35537
2006,Direct migration background,male,Not at all,0.52188,576,1098,0.49232,0.55144
2006,Direct migration background,female,Strong,0.19665,240,1274,0.17482,0.21849
2006,Direct migration background,female,A Little,0.35853,464,1274,0.33219,0.38488
2006,Direct migration background,female,Not at all,0.44481,570,1274,0.41752,0.47211
2006,Indirect migration background,male,A Little,0.15819,57,372,0.12105,0.19532
2006,Indirect migration background,male,Not at all,0.80361,315,372,0.76319,0.84404
2006,Indirect migration background,female,A Little,0.25744,90,399,0.21448,0.30040
2006,Indirect migration background,female,Not at all,0.68898,309,399,0.64351,0.73446
2008,No migration background,male,Strong,0.13416,997,7938,0.12666,0.14166
2008,No migration background,male,A Little,0.34568,2727,7938,0.33521,0.35614
2008,No migration background,male,Not at all,0.52017,4214,7938,0.50917,0.53116
2008,No migration background,female,Strong,0.18171,1352,8656,0.17359,0.18984
2008,No migration background,female,A Little,0.38799,3237,8656,0.37773,0.39826
2008,No migration background,female,Not at all,0.43029,4067,8656,0.41986,0.44073
2008,Direct migration background,male,Strong,0.16275,142,878,0.13832,0.18718
2008,Direct migration background,male,A Little,0.32957,280,878,0.29846,0.36068
2008,Direct migration background,male,Not at all,0.50769,456,878,0.47460,0.54077
2008,Direct migration background,female,Strong,0.19305,191,1023,0.16885,0.21725
2008,Direct migration background,female,A Little,0.38871,380,1023,0.35882,0.41860
2008,Direct migration background,female,Not at all,0.41824,452,1023,0.38800,0.44848
2008,Indirect migration background,male,A Little,0.19259,69,359,0.15174,0.23344
