year,age_gr,migback,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,No migration background,Strong,0.02403,69,3162,0.01869,0.02937
2002,17-29 y.,No migration background,A Little,0.18031,557,3162,0.16690,0.19371
2002,17-29 y.,No migration background,Not at all,0.79567,2536,3162,0.78161,0.80972
2002,17-29 y.,Direct migration background,A Little,0.17536,69,433,0.13950,0.21122
2002,17-29 y.,Direct migration background,Not at all,0.81772,364,433,0.78132,0.85413
2002,17-29 y.,Indirect migration background,A Little,0.17731,82,509,0.14410,0.21053
2002,17-29 y.,Indirect migration background,Not at all,0.79522,427,509,0.76012,0.83031
2002,30-45 y.,No migration background,Strong,0.05457,324,6260,0.04894,0.06019
2002,30-45 y.,No migration background,A Little,0.29101,1809,6260,0.27975,0.30226
2002,30-45 y.,No migration background,Not at all,0.65443,4127,6260,0.64265,0.66621
2002,30-45 y.,Direct migration background,Strong,0.06583,51,965,0.05017,0.08148
2002,30-45 y.,Direct migration background,A Little,0.30667,264,965,0.27756,0.33578
2002,30-45 y.,Direct migration background,Not at all,0.62751,650,965,0.59699,0.65803
2002,30-45 y.,Indirect migration background,A Little,0.33871,53,180,0.26937,0.40804
2002,30-45 y.,Indirect migration background,Not at all,0.62991,127,180,0.55918,0.70064
2002,46-65 y.,No migration background,Strong,0.17990,1072,6747,0.17074,0.18907
2002,46-65 y.,No migration background,A Little,0.42901,2849,6747,0.41720,0.44082
2002,46-65 y.,No migration background,Not at all,0.39109,2826,6747,0.37944,0.40273
2002,46-65 y.,Direct migration background,Strong,0.19450,194,1032,0.17034,0.21866
2002,46-65 y.,Direct migration background,A Little,0.44576,454,1032,0.41542,0.47610
2002,46-65 y.,Direct migration background,Not at all,0.35974,384,1032,0.33045,0.38904
2002,66 and older,No migration background,Strong,0.36658,1093,3209,0.34991,0.38326
2002,66 and older,No migration background,A Little,0.46654,1528,3209,0.44928,0.48381
2002,66 and older,No migration background,Not at all,0.16688,588,3209,0.15397,0.17978
2002,66 and older,Direct migration background,Strong,0.39050,133,346,0.33902,0.44198
2002,66 and older,Direct migration background,A Little,0.49721,172,346,0.44444,0.54997
2002,66 and older,Direct migration background,Not at all,0.11230,41,346,0.07898,0.14561
2004,17-29 y.,No migration background,Strong,0.02195,49,3059,0.01676,0.02715
2004,17-29 y.,No migration background,A Little,0.19002,551,3059,0.17611,0.20392
2004,17-29 y.,No migration background,Not at all,0.78803,2459,3059,0.77355,0.80252
2004,17-29 y.,Direct migration background,A Little,0.15795,64,362,0.12033,0.19557
2004,17-29 y.,Direct migration background,Not at all,0.80651,298,362,0.76576,0.84726
2004,17-29 y.,Indirect migration background,A Little,0.15518,74,512,0.12378,0.18657
2004,17-29 y.,Indirect migration background,Not at all,0.83845,438,512,0.80654,0.87037
2004,30-45 y.,No migration background,Strong,0.05478,264,5447,0.04873,0.06082
2004,30-45 y.,No migration background,A Little,0.28786,1520,5447,0.27583,0.29988
2004,30-45 y.,No migration background,Not at all,0.65736,3663,5447,0.64476,0.66997
2004,30-45 y.,Direct migration background,Strong,0.06861,46,846,0.05157,0.08566
