year,age_gr,regtyp,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,Urban regions,Strong,0.01899,47,2656,0.01379,0.02418
2002,17-29 y.,Urban regions,A Little,0.17558,435,2656,0.16111,0.19005
2002,17-29 y.,Urban regions,Not at all,0.80544,2174,2656,0.79038,0.82049
2002,17-29 y.,Rural regions,Strong,0.02793,41,1467,0.01950,0.03637
2002,17-29 y.,Rural regions,A Little,0.18662,273,1467,0.16667,0.20656
2002,17-29 y.,Rural regions,Not at all,0.78545,1153,1467,0.76444,0.80647
2002,30-45 y.,Urban regions,Strong,0.05016,231,5003,0.04411,0.05621
2002,30-45 y.,Urban regions,A Little,0.27879,1354,5003,0.26636,0.29122
2002,30-45 y.,Urban regions,Not at all,0.67105,3418,5003,0.65803,0.68407
2002,30-45 y.,Rural regions,Strong,0.06742,151,2409,0.05740,0.07743
2002,30-45 y.,Rural regions,A Little,0.32769,772,2409,0.30894,0.34644
2002,30-45 y.,Rural regions,Not at all,0.60489,1486,2409,0.58537,0.62442
2002,46-65 y.,Urban regions,Strong,0.17975,805,5226,0.16934,0.19016
2002,46-65 y.,Urban regions,A Little,0.41759,2130,5226,0.40421,0.43096
2002,46-65 y.,Urban regions,Not at all,0.40266,2291,5226,0.38936,0.41596
2002,46-65 y.,Rural regions,Strong,0.18635,469,2594,0.17136,0.20134
2002,46-65 y.,Rural regions,A Little,0.46133,1185,2594,0.44214,0.48051
2002,46-65 y.,Rural regions,Not at all,0.35233,940,2594,0.33394,0.37071
2002,66 and older,Urban regions,Strong,0.37692,813,2348,0.35731,0.39652
2002,66 and older,Urban regions,A Little,0.45230,1083,2348,0.43217,0.47244
2002,66 and older,Urban regions,Not at all,0.17078,452,2348,0.15556,0.18601
2002,66 and older,Rural regions,Strong,0.35099,418,1221,0.32421,0.37778
2002,66 and older,Rural regions,A Little,0.50740,625,1221,0.47934,0.53545
2002,66 and older,Rural regions,Not at all,0.14161,178,1221,0.12204,0.16117
2004,17-29 y.,Urban regions,Strong,0.02308,42,2576,0.01728,0.02888
2004,17-29 y.,Urban regions,A Little,0.18087,447,2576,0.16600,0.19574
2004,17-29 y.,Urban regions,Not at all,0.79605,2087,2576,0.78048,0.81161
2004,17-29 y.,Rural regions,A Little,0.18193,242,1350,0.16135,0.20252
2004,17-29 y.,Rural regions,Not at all,0.79954,1108,1350,0.77817,0.82090
2004,30-45 y.,Urban regions,Strong,0.05203,196,4433,0.04549,0.05857
2004,30-45 y.,Urban regions,A Little,0.28371,1181,4433,0.27043,0.29698
2004,30-45 y.,Urban regions,Not at all,0.66426,3056,4433,0.65036,0.67817
2004,30-45 y.,Rural regions,Strong,0.06474,122,2080,0.05416,0.07532
2004,30-45 y.,Rural regions,A Little,0.31884,657,2080,0.29881,0.33887
2004,30-45 y.,Rural regions,Not at all,0.61642,1301,2080,0.59552,0.63732
2004,46-65 y.,Urban regions,Strong,0.17754,714,4859,0.16679,0.18828
2004,46-65 y.,Urban regions,A Little,0.41189,1994,4859,0.39805,0.42573
2004,46-65 y.,Urban regions,Not at all,0.41057,2151,4859,0.39673,0.42440
2004,46-65 y.,Rural regions,Strong,0.17805,402,2477,0.16298,0.19312
2004,46-65 y.,Rural regions,A Little,0.43393,1108,2477,0.41441,0.45345
