year,quintil_oecd,sex,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,1st Quintile,male,Strong,0.15559,228,1474,0.13708,0.17410
2002,1st Quintile,male,A Little,0.31906,458,1474,0.29525,0.34286
2002,1st Quintile,male,Not at all,0.52535,788,1474,0.49985,0.55086
2002,1st Quintile,female,Strong,0.22563,368,1980,0.20721,0.24405
2002,1st Quintile,female,A Little,0.36766,710,1980,0.34642,0.38891
2002,1st Quintile,female,Not at all,0.40671,902,1980,0.38507,0.42835
2002,2nd Quintile,male,Strong,0.15307,271,1800,0.13643,0.16970
2002,2nd Quintile,male,A Little,0.34832,606,1800,0.32630,0.37033
2002,2nd Quintile,male,Not at all,0.49862,923,1800,0.47551,0.52172
2002,2nd Quintile,female,Strong,0.20756,379,2099,0.19021,0.22491
2002,2nd Quintile,female,A Little,0.39158,801,2099,0.37070,0.41247
2002,2nd Quintile,female,Not at all,0.40086,919,2099,0.37989,0.42183
2002,3rd Quintile,male,Strong,0.13261,241,1941,0.11751,0.14770
2002,3rd Quintile,male,A Little,0.35802,691,1941,0.33669,0.37936
2002,3rd Quintile,male,Not at all,0.50937,1009,1941,0.48713,0.53162
2002,3rd Quintile,female,Strong,0.18169,327,2084,0.16513,0.19825
2002,3rd Quintile,female,A Little,0.37007,771,2084,0.34933,0.39080
2002,3rd Quintile,female,Not at all,0.44824,986,2084,0.42688,0.46960
2002,4th Quintile,male,Strong,0.12224,239,2180,0.10848,0.13599
2002,4th Quintile,male,A Little,0.34442,708,2180,0.32447,0.36437
2002,4th Quintile,male,Not at all,0.53334,1233,2180,0.51239,0.55429
2002,4th Quintile,female,Strong,0.15979,279,2164,0.14435,0.17524
2002,4th Quintile,female,A Little,0.38013,799,2164,0.35967,0.40058
2002,4th Quintile,female,Not at all,0.46008,1086,2164,0.43907,0.48108
2002,5th Quintile,male,Strong,0.10339,224,2539,0.09155,0.11524
2002,5th Quintile,male,A Little,0.32322,783,2539,0.30502,0.34141
2002,5th Quintile,male,Not at all,0.57339,1532,2539,0.55415,0.59263
2002,5th Quintile,female,Strong,0.14711,282,2440,0.13305,0.16117
2002,5th Quintile,female,A Little,0.37611,873,2440,0.35689,0.39534
2002,5th Quintile,female,Not at all,0.47678,1285,2440,0.45696,0.49660
2004,1st Quintile,male,Strong,0.16358,222,1365,0.14395,0.18322
2004,1st Quintile,male,A Little,0.29516,391,1365,0.27095,0.31936
2004,1st Quintile,male,Not at all,0.54126,752,1365,0.51481,0.56770
2004,1st Quintile,female,Strong,0.22645,347,1878,0.20751,0.24538
2004,1st Quintile,female,A Little,0.36570,675,1878,0.34391,0.38749
2004,1st Quintile,female,Not at all,0.40785,856,1878,0.38562,0.43009
2004,2nd Quintile,male,Strong,0.16166,250,1731,0.14431,0.17901
2004,2nd Quintile,male,A Little,0.32693,578,1731,0.30482,0.34903
2004,2nd Quintile,male,Not at all,0.51141,903,1731,0.48786,0.53497
2004,2nd Quintile,female,Strong,0.20679,354,2036,0.18919,0.22439
2004,2nd Quintile,female,A Little,0.37664,764,2036,0.35558,0.39769
2004,2nd Quintile,female,Not at all,0.41657,918,2036,0.39515,0.43799
2004,3rd Quintile,male,Strong,0.14111,255,1938,0.12560,0.15661
2004,3rd Quintile,male,A Little,0.36947,690,1938,0.34797,0.39096
2004,3rd Quintile,male,Not at all,0.48943,993,1938,0.46716,0.51169
2004,3rd Quintile,female,Strong,0.18068,312,2061,0.16407,0.19730
2004,3rd Quintile,female,A Little,0.39823,788,2061,0.37709,0.41937
2004,3rd Quintile,female,Not at all,0.42109,961,2061,0.39977,0.44241
2004,4th Quintile,male,Strong,0.14703,273,2150,0.13205,0.16200
2004,4th Quintile,male,A Little,0.31303,666,2150,0.29342,0.33263
