year,regtyp,sex,ple0005,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2002,Urban regions,male,Strong,0.04044378167915004,774,22924,0.04039682148304126,0.04049074187525882
2002,Urban regions,male,A Little,0.10730958676050602,2263,22924,0.10723580678482243,0.1073833667361896
2002,Urban regions,male,Not at all,0.18092958690843738,4283,22924,0.18083782039613527,0.1810213534207395
2002,Urban regions,female,Strong,0.06515674801330289,1120,22924,0.06509791543112706,0.06521558059547872
2002,Urban regions,female,A Little,0.1264223070230875,2734,22924,0.12634308764391197,0.126501526402263
2002,Urban regions,female,Not at all,0.1591357109138213,4028,22924,0.1590485110935568,0.15922291073408582
2002,Rural regions,male,Strong,0.021913228702668226,488,22924,0.02187832988696616,0.021948127518370292
2002,Rural regions,male,A Little,0.05588925598653908,1299,22924,0.05583449838146564,0.05594401359161252
2002,Rural regions,male,Not at all,0.07862123874017186,1976,22924,0.07855707970110191,0.07868539777924181
2002,Rural regions,female,Strong,0.028505525710166645,593,22924,0.028465856504350927,0.028545194915982362
2002,Rural regions,female,A Little,0.06670176352056081,1561,22924,0.06664228670720368,0.06676124033391795
2002,Rural regions,female,Not at all,0.06897126604158833,1805,22924,0.06891085943318838,0.06903167264998829
2004,Urban regions,male,Strong,0.043770806845906125,771,21525,0.04372218602827542,0.04381942766353683
2004,Urban regions,male,A Little,0.10518561865701334,2100,21525,0.10511270755824204,0.10525852975578465
2004,Urban regions,male,Not at all,0.18280740893082023,3974,21525,0.18271555281240104,0.18289926504923942
2004,Urban regions,female,Strong,0.06605324858139182,1066,21525,0.06599422070878597,0.06611227645399767
2004,Urban regions,female,A Little,0.1290864138217864,2631,21525,0.1290067287839403,0.1291660988596325
2004,Urban regions,female,Not at all,0.15613937207473338,3755,21525,0.15605310589635704,0.15622563825310973
2004,Rural regions,male,Strong,0.02225701289970474,445,21525,0.022221954283010274,0.022292071516399208
2004,Rural regions,male,A Little,0.052786643076447926,1187,21525,0.05273350144152768,0.05283978471136817
2004,Rural regions,male,Not at all,0.07972378499273651,1867,21525,0.07965941224667127,0.07978815773880175
2004,Rural regions,female,Strong,0.02843615059953543,537,21525,0.02839664851092615,0.02847565268814471
2004,Rural regions,female,A Little,0.06453623132243794,1458,21525,0.0644778378544616,0.06459462479041428
2004,Rural regions,female,Not at all,0.06921730819748613,1734,21525,0.06915698553735186,0.0692776308576204
2006,Urban regions,male,Strong,0.041601084464369796,791,21907,0.04155355977800841,0.04164860915073118
2006,Urban regions,male,A Little,0.10451328542624491,2161,21907,0.10444047239686313,0.10458609845562669
2006,Urban regions,male,Not at all,0.18413701260269785,3901,21907,0.18404476120842775,0.18422926399696796
2006,Urban regions,female,Strong,0.06456238798793662,1182,21907,0.06450389672707546,0.06462087924879778
2006,Urban regions,female,A Little,0.12689980968860923,2632,21907,0.12682058577299926,0.1269790336042192
2006,Urban regions,female,Not at all,0.1566431037155646,3734,21907,0.1565565959456056,0.15672961148552364
2006,Rural regions,male,Strong,0.022816299517961325,487,21907,0.022780760576471253,0.022851838459451396
2006,Rural regions,male,A Little,0.055883557722144435,1313,21907,0.055828887784239986,0.055938227660048884
2006,Rural regions,male,Not at all,0.07686730593617115,1790,21907,0.07680390485369852,0.07693070701864378
2006,Rural regions,female,Strong,0.03091971069187124,644,21907,0.030878511246690016,0.030960910137052464
2006,Rural regions,female,A Little,0.06498296835023143,1547,21907,0.06492430007641518,0.06504163662404767
2006,Rural regions,female,Not at all,0.07017347389619737,1725,21907,0.07011267702485939,0.07023427076753534
2008,Urban regions,male,Strong,0.04172521805154904,699,19260,0.041677720050325454,0.04177271605277262
2008,Urban regions,male,A Little,0.10610288456404394,1902,19260,0.1060297305164352,0.10617603861165269
2008,Urban regions,male,Not at all,0.1825844365788654,3381,19260,0.18249267004541625,0.18267620311231453
2008,Urban regions,female,Strong,0.06344135087959361,1040,19260,0.06338345006181428,0.06349925169737294
2008,Urban regions,female,A Little,0.13038289342796694,2339,19260,0.1303029090186954,0.13046287783723848
2008,Urban regions,female,Not at all,0.15465878389818902,3263,19260,0.15457289553726966,0.15474467225910837
2008,Rural regions,male,Strong,0.02296230500545214,448,19260,0.02292672595136772,0.022997884059536563
2008,Rural regions,male,A Little,0.05748675107826076,1174,19260,0.057431459547779014,0.05754204260874251
2008,Rural regions,male,Not at all,0.07568354141306496,1579,19260,0.07562071502925803,0.0757463677968719
2008,Rural regions,female,Strong,0.027978018555960972,529,19260,0.027938846396184353,0.02801719071573759
2008,Rural regions,female,A Little,0.06532172322742213,1365,19260,0.06526302960844879,0.06538041684639548
2008,Rural regions,female,Not at all,0.0716720933196311,1541,19260,0.0716108220690304,0.07173336457023181
2014,Urban regions,male,Strong,0.043240889584942176,912,27019,0.043192249855104996,0.043289529314779356
2014,Urban regions,male,A Little,0.09941232813089494,2361,27019,0.09934077549091046,0.09948388077087943
2014,Urban regions,male,Not at all,0.18367045531481493,4757,27019,0.18357785873417426,0.1837630518954556
2014,Urban regions,female,Strong,0.0616301839334642,1360,27019,0.06157267619517726,0.06168769167175114
2014,Urban regions,female,A Little,0.1271231023247543,3249,27019,0.12704344397924813,0.12720276067026046
2014,Urban regions,female,Not at all,0.1589328601998572,4945,27019,0.1588454293453038,0.1590202910544106
