year,bula_h,migback,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Schleswig-Holstein,No migration background,Strong,0.14668,79,634,0.11912,0.17424
2002,Schleswig-Holstein,No migration background,A Little,0.33426,193,634,0.29751,0.37101
2002,Schleswig-Holstein,No migration background,Not at all,0.51906,362,634,0.48014,0.55798
2002,Schleswig-Holstein,Direct migration background,Not at all,0.63825,44,44,0.49462,0.78187
2002,Hamburg,No migration background,Strong,0.21356,41,292,0.16647,0.26065
2002,Hamburg,No migration background,A Little,0.24020,73,292,0.19112,0.28929
2002,Hamburg,No migration background,Not at all,0.54624,178,292,0.48904,0.60344
2002,Lower Saxony,No migration background,Strong,0.16038,244,1709,0.14297,0.17778
2002,Lower Saxony,No migration background,A Little,0.37232,602,1709,0.34939,0.39525
2002,Lower Saxony,No migration background,Not at all,0.46730,863,1709,0.44364,0.49096
2002,Lower Saxony,Direct migration background,A Little,0.34822,78,184,0.27919,0.41724
2002,Lower Saxony,Direct migration background,Not at all,0.48890,106,184,0.41647,0.56132
2002,Lower Saxony,Indirect migration background,Not at all,0.61560,35,35,0.45209,0.77912
2002,Bremen,No migration background,A Little,0.33901,39,118,0.25324,0.42479
2002,Bremen,No migration background,Not at all,0.40406,79,118,0.31515,0.49298
2002,North Rhine-Westphalia,No migration background,Strong,0.15999,493,3857,0.14842,0.17157
2002,North Rhine-Westphalia,No migration background,A Little,0.35239,1294,3857,0.33731,0.36747
2002,North Rhine-Westphalia,No migration background,Not at all,0.48761,2070,3857,0.47184,0.50339
2002,North Rhine-Westphalia,Direct migration background,Strong,0.13090,85,764,0.10697,0.15483
2002,North Rhine-Westphalia,Direct migration background,A Little,0.32166,245,764,0.28851,0.35480
2002,North Rhine-Westphalia,Direct migration background,Not at all,0.54744,434,764,0.51213,0.58276
2002,North Rhine-Westphalia,Indirect migration background,A Little,0.19771,39,219,0.14484,0.25058
2002,North Rhine-Westphalia,Indirect migration background,Not at all,0.75204,180,219,0.69472,0.80937
2002,Hesse,No migration background,Strong,0.17927,183,1274,0.15820,0.20034
2002,Hesse,No migration background,A Little,0.31516,399,1274,0.28964,0.34068
2002,Hesse,No migration background,Not at all,0.50557,692,1274,0.47810,0.53303
2002,Hesse,Direct migration background,Strong,0.16038,48,291,0.11814,0.20261
2002,Hesse,Direct migration background,A Little,0.37182,101,291,0.31619,0.42744
2002,Hesse,Direct migration background,Not at all,0.46781,142,291,0.41038,0.52524
2002,Hesse,Indirect migration background,Not at all,0.69165,52,52,0.56490,0.81840
2002,"Rhineland-Palatinate, Saarland",No migration background,Strong,0.17131,162,1125,0.14929,0.19334
2002,"Rhineland-Palatinate, Saarland",No migration background,A Little,0.32024,340,1125,0.29296,0.34751
2002,"Rhineland-Palatinate, Saarland",No migration background,Not at all,0.50845,623,1125,0.47922,0.53768
2002,"Rhineland-Palatinate, Saarland",Direct migration background,A Little,0.39109,74,195,0.32241,0.45976
2002,"Rhineland-Palatinate, Saarland",Direct migration background,Not at all,0.53284,121,195,0.46263,0.60305
2002,Baden-Wuerttemberg,No migration background,Strong,0.15732,226,1955,0.14117,0.17346
2002,Baden-Wuerttemberg,No migration background,A Little,0.35264,660,1955,0.33145,0.37382
2002,Baden-Wuerttemberg,No migration background,Not at all,0.49005,1069,1955,0.46788,0.51221
2002,Baden-Wuerttemberg,Direct migration background,Strong,0.15110,101,619,0.12286,0.17934
2002,Baden-Wuerttemberg,Direct migration background,A Little,0.35456,202,619,0.31684,0.39227
2002,Baden-Wuerttemberg,Direct migration background,Not at all,0.49434,316,619,0.45492,0.53376
2002,Baden-Wuerttemberg,Indirect migration background,A Little,0.26881,40,194,0.20626,0.33136
2002,Baden-Wuerttemberg,Indirect migration background,Not at all,0.67884,154,194,0.61297,0.74472
2002,Bavaria,No migration background,Strong,0.14612,324,2744,0.13290,0.15934
2002,Bavaria,No migration background,A Little,0.35050,913,2744,0.33264,0.36835
2002,Bavaria,No migration background,Not at all,0.50338,1507,2744,0.48467,0.52209
2002,Bavaria,Direct migration background,Strong,0.16413,53,397,0.12765,0.20061
2002,Bavaria,Direct migration background,A Little,0.37203,143,397,0.32442,0.41964
2002,Bavaria,Direct migration background,Not at all,0.46384,201,397,0.41472,0.51296
2002,Bavaria,Indirect migration background,Not at all,0.77544,76,76,0.68100,0.86989
2002,Berlin,No migration background,Strong,0.12667,80,720,0.10236,0.15099
2002,Berlin,No migration background,A Little,0.38249,274,720,0.34697,0.41802
2002,Berlin,No migration background,Not at all,0.49083,366,720,0.45429,0.52738
2002,Berlin,Direct migration background,Not at all,0.47030,32,32,0.29460,0.64600
2002,Brandenburg,No migration background,Strong,0.17529,154,946,0.15105,0.19953
2002,Brandenburg,No migration background,A Little,0.44415,410,946,0.41247,0.47583
2002,Brandenburg,No migration background,Not at all,0.38056,382,946,0.34960,0.41152
2002,Mecklenburg-Western Pomerania,No migration background,Strong,0.19613,81,498,0.16122,0.23104
2002,Mecklenburg-Western Pomerania,No migration background,A Little,0.40106,187,498,0.35797,0.44415
2002,Mecklenburg-Western Pomerania,No migration background,Not at all,0.40281,230,498,0.35969,0.44593
2002,Saxony,No migration background,Strong,0.15233,208,1604,0.13474,0.16992
2002,Saxony,No migration background,A Little,0.39661,603,1604,0.37266,0.42056
2002,Saxony,No migration background,Not at all,0.45106,793,1604,0.42670,0.47542
2002,Saxony-Anhalt,No migration background,Strong,0.17667,144,931,0.15216,0.20119
2002,Saxony-Anhalt,No migration background,A Little,0.41632,381,931,0.38464,0.44800
2002,Saxony-Anhalt,No migration background,Not at all,0.40700,406,931,0.37543,0.43858
2002,Thuringa,No migration background,Strong,0.14774,110,942,0.12507,0.17042
2002,Thuringa,No migration background,A Little,0.40416,375,942,0.37281,0.43552
2002,Thuringa,No migration background,Not at all,0.44809,457,942,0.41632,0.47987
2004,Schleswig-Holstein,No migration background,Strong,0.12460,61,591,0.09795,0.15125
2004,Schleswig-Holstein,No migration background,A Little,0.29197,161,591,0.25528,0.32865
2004,Schleswig-Holstein,No migration background,Not at all,0.58343,369,591,0.54365,0.62321
2004,Schleswig-Holstein,Direct migration background,Not at all,0.66240,34,34,0.50106,0.82375
2004,Hamburg,No migration background,Strong,0.17742,35,262,0.13107,0.22377
2004,Hamburg,No migration background,A Little,0.26053,70,262,0.20728,0.31378
2004,Hamburg,No migration background,Not at all,0.56205,157,262,0.50186,0.62224
2004,Lower Saxony,No migration background,Strong,0.17474,231,1624,0.15626,0.19321
2004,Lower Saxony,No migration background,A Little,0.37373,578,1624,0.35019,0.39727
2004,Lower Saxony,No migration background,Not at all,0.45153,815,1624,0.42732,0.47574
2004,Lower Saxony,Direct migration background,A Little,0.36160,80,187,0.29255,0.43065
2004,Lower Saxony,Direct migration background,Not at all,0.51486,107,187,0.44303,0.58668
2004,Lower Saxony,Indirect migration background,Not at all,0.70030,37,37,0.55064,0.84995
2004,Bremen,No migration background,A Little,0.33356,35,118,0.24812,0.41899
2004,Bremen,No migration background,Not at all,0.45392,83,118,0.36370,0.54413
2004,North Rhine-Westphalia,No migration background,Strong,0.17693,500,3621,0.16449,0.18936
2004,North Rhine-Westphalia,No migration background,A Little,0.33890,1197,3621,0.32348,0.35432
2004,North Rhine-Westphalia,No migration background,Not at all,0.48418,1924,3621,0.46790,0.50046
2004,North Rhine-Westphalia,Direct migration background,Strong,0.13063,78,685,0.10538,0.15589
2004,North Rhine-Westphalia,Direct migration background,A Little,0.32930,235,685,0.29408,0.36452
2004,North Rhine-Westphalia,Direct migration background,Not at all,0.54006,372,685,0.50271,0.57741
2004,North Rhine-Westphalia,Indirect migration background,A Little,0.24312,49,219,0.18617,0.30006
2004,North Rhine-Westphalia,Indirect migration background,Not at all,0.74891,170,219,0.69134,0.80647
2004,Hesse,No migration background,Strong,0.16445,144,1126,0.14279,0.18611
2004,Hesse,No migration background,A Little,0.33508,377,1126,0.30750,0.36267
2004,Hesse,No migration background,Not at all,0.50047,605,1126,0.47125,0.52969
2004,Hesse,Direct migration background,Strong,0.23222,52,240,0.17869,0.28576
2004,Hesse,Direct migration background,A Little,0.34683,81,240,0.28649,0.40717
2004,Hesse,Direct migration background,Not at all,0.42095,107,240,0.35835,0.48354
2004,Hesse,Indirect migration background,Not at all,0.79063,58,58,0.68501,0.89625
2004,"Rhineland-Palatinate, Saarland",No migration background,Strong,0.18350,155,1066,0.16025,0.20674
2004,"Rhineland-Palatinate, Saarland",No migration background,A Little,0.30373,314,1066,0.27611,0.33134
2004,"Rhineland-Palatinate, Saarland",No migration background,Not at all,0.51278,597,1066,0.48276,0.54280
2004,"Rhineland-Palatinate, Saarland",Direct migration background,A Little,0.41060,74,171,0.33664,0.48455
2004,"Rhineland-Palatinate, Saarland",Direct migration background,Not at all,0.47455,97,171,0.39949,0.54962
2004,"Rhineland-Palatinate, Saarland",Indirect migration background,Not at all,0.69322,31,31,0.52819,0.85824
2004,Baden-Wuerttemberg,No migration background,Strong,0.15228,212,1829,0.13581,0.16875
2004,Baden-Wuerttemberg,No migration background,A Little,0.37505,632,1829,0.35285,0.39724
2004,Baden-Wuerttemberg,No migration background,Not at all,0.47268,985,1829,0.44979,0.49556
2004,Baden-Wuerttemberg,Direct migration background,Strong,0.18079,98,561,0.14892,0.21267
2004,Baden-Wuerttemberg,Direct migration background,A Little,0.31669,179,561,0.27816,0.35522
2004,Baden-Wuerttemberg,Direct migration background,Not at all,0.50252,284,561,0.46110,0.54393
2004,Baden-Wuerttemberg,Indirect migration background,Not at all,0.81537,166,166,0.75617,0.87457
2004,Bavaria,No migration background,Strong,0.15696,310,2525,0.14277,0.17116
2004,Bavaria,No migration background,A Little,0.36010,868,2525,0.34138,0.37883
2004,Bavaria,No migration background,Not at all,0.48293,1347,2525,0.46344,0.50243
2004,Bavaria,Direct migration background,Strong,0.15612,45,376,0.11938,0.19285
2004,Bavaria,Direct migration background,A Little,0.38499,132,376,0.33574,0.43424
2004,Bavaria,Direct migration background,Not at all,0.45890,199,376,0.40846,0.50933
2004,Bavaria,Indirect migration background,Not at all,0.80346,99,99,0.72479,0.88214
2004,Berlin,No migration background,Strong,0.14901,99,703,0.12267,0.17536
2004,Berlin,No migration background,A Little,0.37803,255,703,0.34216,0.41390
2004,Berlin,No migration background,Not at all,0.47295,349,703,0.43602,0.50989
2004,Brandenburg,No migration background,Strong,0.17751,136,886,0.15234,0.20269
2004,Brandenburg,No migration background,A Little,0.42350,372,886,0.39094,0.45605
2004,Brandenburg,No migration background,Not at all,0.39899,378,886,0.36672,0.43125
