year,bula_h,regtyp,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Baden-Wuerttemberg,Urban regions,Yes,0.31338,403,1228,0.28743,0.33934
2001,Baden-Wuerttemberg,Urban regions,No,0.68662,825,1228,0.66066,0.71257
2001,Baden-Wuerttemberg,Rural regions,Yes,0.29600,41,134,0.21842,0.37358
2001,Baden-Wuerttemberg,Rural regions,No,0.70400,93,134,0.62642,0.78158
2001,Bavaria,Urban regions,Yes,0.27482,246,805,0.24396,0.30568
2001,Bavaria,Urban regions,No,0.72518,559,805,0.69432,0.75604
2001,Bavaria,Rural regions,Yes,0.39329,358,811,0.35965,0.42693
2001,Bavaria,Rural regions,No,0.60671,453,811,0.57307,0.64035
2001,Berlin,Urban regions,Yes,0.31222,158,481,0.27076,0.35367
2001,Berlin,Urban regions,No,0.68778,323,481,0.64633,0.72924
2001,Brandenburg,Rural regions,Yes,0.52172,253,463,0.47617,0.56727
2001,Brandenburg,Rural regions,No,0.47828,210,463,0.43273,0.52383
2001,Mecklenburg-Western Pomerania,Rural regions,Yes,0.44838,119,245,0.38598,0.51078
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.55162,126,245,0.48922,0.61402
2001,Saxony,Urban regions,Yes,0.41054,186,420,0.36344,0.45765
2001,Saxony,Urban regions,No,0.58946,234,420,0.54235,0.63656
2001,Saxony,Rural regions,Yes,0.45710,218,429,0.40991,0.50430
2001,Saxony,Rural regions,No,0.54290,211,429,0.49570,0.59009
2001,Saxony-Anhalt,Urban regions,Yes,0.43253,47,104,0.33685,0.52821
2001,Saxony-Anhalt,Urban regions,No,0.56747,57,104,0.47179,0.66315
2001,Saxony-Anhalt,Rural regions,Yes,0.51418,227,401,0.46520,0.56316
2001,Saxony-Anhalt,Rural regions,No,0.48582,174,401,0.43684,0.53480
2001,Thuringa,Urban regions,Yes,0.36448,63,144,0.28560,0.44337
2001,Thuringa,Urban regions,No,0.63552,81,144,0.55663,0.71440
2001,Thuringa,Rural regions,Yes,0.48758,194,350,0.43514,0.54002
2001,Thuringa,Rural regions,No,0.51242,156,350,0.45998,0.56486
2006,Schleswig-Holstein,Urban regions,Yes,0.25770,48,159,0.18950,0.32590
2006,Schleswig-Holstein,Urban regions,No,0.74230,111,159,0.67410,0.81050
2006,Schleswig-Holstein,Rural regions,Yes,0.39192,97,230,0.32869,0.45515
2006,Schleswig-Holstein,Rural regions,No,0.60808,133,230,0.54485,0.67131
2006,Hamburg,Urban regions,Yes,0.18127,42,194,0.12692,0.23563
2006,Hamburg,Urban regions,No,0.81873,152,194,0.76437,0.87308
2006,Lower Saxony,Urban regions,Yes,0.28632,174,526,0.24765,0.32498
2006,Lower Saxony,Urban regions,No,0.71368,352,526,0.67502,0.75235
2006,Lower Saxony,Rural regions,Yes,0.42373,252,548,0.38232,0.46514
2006,Lower Saxony,Rural regions,No,0.57627,296,548,0.53486,0.61768
2006,Bremen,Urban regions,Yes,0.38540,36,90,0.28429,0.48652
2006,Bremen,Urban regions,No,0.61460,54,90,0.51348,0.71571
2006,North Rhine-Westphalia,Urban regions,Yes,0.30762,834,2474,0.28943,0.32581
2006,North Rhine-Westphalia,Urban regions,No,0.69238,1640,2474,0.67419,0.71057
2006,North Rhine-Westphalia,Rural regions,No,0.68373,41,41,0.53962,0.82784
2006,Hesse,Urban regions,Yes,0.29754,245,691,0.26342,0.33165
2006,Hesse,Urban regions,No,0.70246,446,691,0.66835,0.73658
2006,Hesse,Rural regions,Yes,0.43179,72,155,0.35356,0.51003
2006,Hesse,Rural regions,No,0.56821,83,155,0.48997,0.64644
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.37227,215,551,0.33187,0.41267
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.62773,336,551,0.58733,0.66813
2006,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.38612,82,176,0.31399,0.45826
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.61388,94,176,0.54174,0.68601
2006,Baden-Wuerttemberg,Urban regions,Yes,0.29626,447,1348,0.27188,0.32064
2006,Baden-Wuerttemberg,Urban regions,No,0.70374,901,1348,0.67936,0.72812
2006,Baden-Wuerttemberg,Rural regions,Yes,0.42623,48,125,0.33918,0.51327
2006,Baden-Wuerttemberg,Rural regions,No,0.57377,77,125,0.48673,0.66082
2006,Bavaria,Urban regions,Yes,0.26845,265,867,0.23894,0.29797
2006,Bavaria,Urban regions,No,0.73155,602,867,0.70203,0.76106
2006,Bavaria,Rural regions,Yes,0.41782,378,863,0.38489,0.45074
2006,Bavaria,Rural regions,No,0.58218,485,863,0.54926,0.61511
2006,Berlin,Urban regions,Yes,0.26946,150,484,0.22990,0.30903
2006,Berlin,Urban regions,No,0.73054,334,484,0.69097,0.77010
2006,Brandenburg,Urban regions,No,0.75978,36,36,0.61824,0.90131
2006,Brandenburg,Rural regions,Yes,0.51864,269,486,0.47417,0.56310
2006,Brandenburg,Rural regions,No,0.48136,217,486,0.43690,0.52583
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.43787,123,264,0.37791,0.49783
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.56213,141,264,0.50217,0.62209
2006,Saxony,Urban regions,Yes,0.34594,181,455,0.30218,0.38969
2006,Saxony,Urban regions,No,0.65406,274,455,0.61031,0.69782
2006,Saxony,Rural regions,Yes,0.43634,196,422,0.38897,0.48371
2006,Saxony,Rural regions,No,0.56366,226,422,0.51629,0.61103
2006,Saxony-Anhalt,Urban regions,Yes,0.32163,38,96,0.22770,0.41556
2006,Saxony-Anhalt,Urban regions,No,0.67837,58,96,0.58444,0.77230
2006,Saxony-Anhalt,Rural regions,Yes,0.50933,218,396,0.46003,0.55863
2006,Saxony-Anhalt,Rural regions,No,0.49067,178,396,0.44137,0.53997
2006,Thuringa,Urban regions,Yes,0.31254,59,147,0.23735,0.38773
2006,Thuringa,Urban regions,No,0.68746,88,147,0.61227,0.76265
2006,Thuringa,Rural regions,Yes,0.43369,195,368,0.38298,0.48439
2006,Thuringa,Rural regions,No,0.56631,173,368,0.51561,0.61702
2011,Schleswig-Holstein,Urban regions,Yes,0.19754,34,119,0.12571,0.26938
2011,Schleswig-Holstein,Urban regions,No,0.80246,85,119,0.73062,0.87429
2011,Schleswig-Holstein,Rural regions,Yes,0.32683,102,287,0.27247,0.38119
2011,Schleswig-Holstein,Rural regions,No,0.67317,185,287,0.61881,0.72753
2011,Hamburg,Urban regions,Yes,0.22697,46,196,0.16818,0.28576
2011,Hamburg,Urban regions,No,0.77303,150,196,0.71424,0.83182
2011,Lower Saxony,Urban regions,Yes,0.27978,168,513,0.24089,0.31866
2011,Lower Saxony,Urban regions,No,0.72022,345,513,0.68134,0.75911
2011,Lower Saxony,Rural regions,Yes,0.39042,240,574,0.35047,0.43036
2011,Lower Saxony,Rural regions,No,0.60958,334,574,0.56964,0.64953
2011,Bremen,Urban regions,No,0.72209,59,59,0.60680,0.83738
2011,North Rhine-Westphalia,Urban regions,Yes,0.30294,773,2287,0.28410,0.32178
2011,North Rhine-Westphalia,Urban regions,No,0.69706,1514,2287,0.67822,0.71590
2011,North Rhine-Westphalia,Rural regions,No,0.72676,41,41,0.58866,0.86486
2011,Hesse,Urban regions,Yes,0.34005,253,678,0.30436,0.37573
2011,Hesse,Urban regions,No,0.65995,425,678,0.62427,0.69564
2011,Hesse,Rural regions,Yes,0.43354,68,152,0.35449,0.51258
2011,Hesse,Rural regions,No,0.56646,84,152,0.48742,0.64551
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.36788,218,527,0.32667,0.40909
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.63212,309,527,0.59091,0.67333
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.28247,70,183,0.21707,0.34788
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.71753,113,183,0.65212,0.78293
2011,Baden-Wuerttemberg,Urban regions,Yes,0.30585,430,1254,0.28034,0.33136
2011,Baden-Wuerttemberg,Urban regions,No,0.69415,824,1254,0.66864,0.71966
2011,Baden-Wuerttemberg,Rural regions,Yes,0.30237,47,147,0.22787,0.37687
2011,Baden-Wuerttemberg,Rural regions,No,0.69763,100,147,0.62313,0.77213
2011,Bavaria,Urban regions,Yes,0.27343,283,907,0.24441,0.30246
2011,Bavaria,Urban regions,No,0.72657,624,907,0.69754,0.75559
2011,Bavaria,Rural regions,Yes,0.38801,408,932,0.35670,0.41931
2011,Bavaria,Rural regions,No,0.61199,524,932,0.58069,0.64330
2011,Berlin,Urban regions,Yes,0.21795,142,513,0.18219,0.25371
2011,Berlin,Urban regions,No,0.78205,371,513,0.74629,0.81781
2011,Brandenburg,Urban regions,No,0.72098,33,33,0.56558,0.87639
2011,Brandenburg,Rural regions,Yes,0.43903,226,473,0.39425,0.48380
2011,Brandenburg,Rural regions,No,0.56097,247,473,0.51620,0.60575
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.36801,116,285,0.31192,0.42410
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.63199,169,285,0.57590,0.68808
2011,Saxony,Urban regions,Yes,0.32567,155,425,0.28107,0.37028
2011,Saxony,Urban regions,No,0.67433,270,425,0.62972,0.71893
2011,Saxony,Rural regions,Yes,0.48631,185,383,0.43619,0.53643
2011,Saxony,Rural regions,No,0.51369,198,383,0.46357,0.56381
2011,Saxony-Anhalt,Urban regions,Yes,0.24353,44,130,0.16946,0.31759
2011,Saxony-Anhalt,Urban regions,No,0.75647,86,130,0.68241,0.83054
2011,Saxony-Anhalt,Rural regions,Yes,0.50314,194,379,0.45274,0.55355
2011,Saxony-Anhalt,Rural regions,No,0.49686,185,379,0.44645,0.54726
2011,Thuringa,Urban regions,Yes,0.32011,60,169,0.24956,0.39065
2011,Thuringa,Urban regions,No,0.67989,109,169,0.60935,0.75044
2011,Thuringa,Rural regions,Yes,0.40018,155,350,0.34877,0.45158
2011,Thuringa,Rural regions,No,0.59982,195,350,0.54842,0.65123
2016,Schleswig-Holstein,Urban regions,Yes,0.36851,50,139,0.28802,0.44900
2016,Schleswig-Holstein,Urban regions,No,0.63149,89,139,0.55100,0.71198
2016,Schleswig-Holstein,Rural regions,Yes,0.39536,157,364,0.34507,0.44566
2016,Schleswig-Holstein,Rural regions,No,0.60464,207,364,0.55434,0.65493
2016,Hamburg,Urban regions,Yes,0.24577,74,264,0.19374,0.29781
2016,Hamburg,Urban regions,No,0.75423,190,264,0.70219,0.80626
2016,Lower Saxony,Urban regions,Yes,0.27287,205,567,0.23618,0.30957
2016,Lower Saxony,Urban regions,No,0.72713,362,567,0.69043,0.76382
2016,Lower Saxony,Rural regions,Yes,0.39008,340,781,0.35585,0.42431
2016,Lower Saxony,Rural regions,No,0.60992,441,781,0.57569,0.64415
2016,Bremen,Urban regions,Yes,0.37072,32,105,0.27789,0.46355
2016,Bremen,Urban regions,No,0.62928,73,105,0.53645,0.72211
2016,North Rhine-Westphalia,Urban regions,Yes,0.28718,925,2855,0.27058,0.30377
2016,North Rhine-Westphalia,Urban regions,No,0.71282,1930,2855,0.69623,0.72942
2016,North Rhine-Westphalia,Rural regions,No,0.79160,35,35,0.65507,0.92812
2016,Hesse,Urban regions,Yes,0.29898,273,799,0.26721,0.33074
2016,Hesse,Urban regions,No,0.70102,526,799,0.66926,0.73279
2016,Hesse,Rural regions,Yes,0.37214,71,179,0.30112,0.44315
2016,Hesse,Rural regions,No,0.62786,108,179,0.55685,0.69888
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.32939,232,624,0.29249,0.36630
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.67061,392,624,0.63370,0.70751
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.35498,93,224,0.29218,0.41779
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.64502,131,224,0.58221,0.70782
2016,Baden-Wuerttemberg,Urban regions,Yes,0.27927,492,1454,0.25620,0.30234
2016,Baden-Wuerttemberg,Urban regions,No,0.72073,962,1454,0.69766,0.74380
2016,Baden-Wuerttemberg,Rural regions,Yes,0.26493,64,173,0.19898,0.33088
2016,Baden-Wuerttemberg,Rural regions,No,0.73507,109,173,0.66912,0.80102
2016,Bavaria,Urban regions,Yes,0.23578,320,1100,0.21068,0.26088
2016,Bavaria,Urban regions,No,0.76422,780,1100,0.73912,0.78932
2016,Bavaria,Rural regions,Yes,0.38135,514,1200,0.35385,0.40884
2016,Bavaria,Rural regions,No,0.61865,686,1200,0.59116,0.64615
2016,Berlin,Urban regions,Yes,0.21607,158,610,0.18338,0.24876
2016,Berlin,Urban regions,No,0.78393,452,610,0.75124,0.81662
2016,Brandenburg,Rural regions,Yes,0.44694,254,517,0.40405,0.48984
2016,Brandenburg,Rural regions,No,0.55306,263,517,0.51016,0.59595
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.37285,116,283,0.31641,0.42929
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.62715,167,283,0.57071,0.68359
2016,Saxony,Urban regions,Yes,0.34530,180,465,0.30204,0.38856
2016,Saxony,Urban regions,No,0.65470,285,465,0.61144,0.69796
2016,Saxony,Rural regions,Yes,0.45536,194,400,0.40649,0.50422
2016,Saxony,Rural regions,No,0.54464,206,400,0.49578,0.59351
2016,Saxony-Anhalt,Urban regions,Yes,0.17688,41,125,0.10972,0.24405
2016,Saxony-Anhalt,Urban regions,No,0.82312,84,125,0.75595,0.89028
2016,Saxony-Anhalt,Rural regions,Yes,0.49929,204,388,0.44947,0.54910
2016,Saxony-Anhalt,Rural regions,No,0.50071,184,388,0.45090,0.55053
2016,Thuringa,Urban regions,Yes,0.36340,70,180,0.29294,0.43387
2016,Thuringa,Urban regions,No,0.63660,110,180,0.56613,0.70706
2016,Thuringa,Rural regions,Yes,0.43370,175,364,0.38272,0.48468
2016,Thuringa,Rural regions,No,0.56630,189,364,0.51532,0.61728
2021,Schleswig-Holstein,Urban regions,Yes,0.29082,53,155,0.21910,0.36255
2021,Schleswig-Holstein,Urban regions,No,0.70918,102,155,0.63745,0.78090
2021,Schleswig-Holstein,Rural regions,Yes,0.39066,128,272,0.33257,0.44875
2021,Schleswig-Holstein,Rural regions,No,0.60934,144,272,0.55125,0.66743
2021,Hamburg,Urban regions,Yes,0.22848,68,268,0.17812,0.27884
2021,Hamburg,Urban regions,No,0.77152,200,268,0.72116,0.82188
2021,Lower Saxony,Urban regions,Yes,0.29902,181,477,0.25789,0.34015
2021,Lower Saxony,Urban regions,No,0.70098,296,477,0.65985,0.74211
2021,Lower Saxony,Rural regions,Yes,0.36534,257,586,0.32632,0.40436
2021,Lower Saxony,Rural regions,No,0.63466,329,586,0.59564,0.67368
2021,Bremen,Urban regions,No,0.78943,59,59,0.68450,0.89436
2021,North Rhine-Westphalia,Urban regions,Yes,0.31452,776,2237,0.29527,0.33377
2021,North Rhine-Westphalia,Urban regions,No,0.68548,1461,2237,0.66623,0.70473
2021,Hesse,Urban regions,Yes,0.32960,198,562,0.29070,0.36850
2021,Hesse,Urban regions,No,0.67040,364,562,0.63150,0.70930
2021,Hesse,Rural regions,Yes,0.34820,56,140,0.26900,0.42740
2021,Hesse,Rural regions,No,0.65180,84,140,0.57260,0.73100
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.31432,142,415,0.26960,0.35904
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.68568,273,415,0.64096,0.73040
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.31592,59,122,0.23308,0.39875
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.68408,63,122,0.60125,0.76692
2021,Baden-Wuerttemberg,Urban regions,Yes,0.27926,352,1101,0.25275,0.30577
2021,Baden-Wuerttemberg,Urban regions,No,0.72074,749,1101,0.69423,0.74725
2021,Baden-Wuerttemberg,Rural regions,Yes,0.38519,51,118,0.29701,0.47337
2021,Baden-Wuerttemberg,Rural regions,No,0.61481,67,118,0.52663,0.70299
2021,Bavaria,Urban regions,Yes,0.25356,272,881,0.22482,0.28231
2021,Bavaria,Urban regions,No,0.74644,609,881,0.71769,0.77518
2021,Bavaria,Rural regions,Yes,0.37735,372,875,0.34521,0.40948
2021,Bavaria,Rural regions,No,0.62265,503,875,0.59052,0.65479
2021,Berlin,Urban regions,Yes,0.20043,138,559,0.16721,0.23364
2021,Berlin,Urban regions,No,0.79957,421,559,0.76636,0.83279
2021,Brandenburg,Rural regions,Yes,0.38359,190,407,0.33629,0.43089
2021,Brandenburg,Rural regions,No,0.61641,217,407,0.56911,0.66371
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.77864,38,38,0.64487,0.91242
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.36746,99,213,0.30256,0.43236
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.63254,114,213,0.56764,0.69744
2021,Saxony,Urban regions,Yes,0.31838,138,392,0.27221,0.36456
2021,Saxony,Urban regions,No,0.68162,254,392,0.63544,0.72779
2021,Saxony,Rural regions,Yes,0.49071,170,341,0.43758,0.54385
2021,Saxony,Rural regions,No,0.50929,171,341,0.45615,0.56242
2021,Saxony-Anhalt,Urban regions,No,0.67190,52,52,0.54304,0.80076
2021,Saxony-Anhalt,Rural regions,Yes,0.43482,148,288,0.37746,0.49217
2021,Saxony-Anhalt,Rural regions,No,0.56518,140,288,0.50783,0.62254
2021,Thuringa,Urban regions,Yes,0.25345,44,137,0.18034,0.32655
2021,Thuringa,Urban regions,No,0.74655,93,137,0.67345,0.81966
2021,Thuringa,Rural regions,Yes,0.38158,112,246,0.32075,0.44241
2021,Thuringa,Rural regions,No,0.61842,134,246,0.55759,0.67925
