year,migback,sex,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,male,Strong,0.09479,757,9383,0.08886,0.10071
2002,No migration background,male,A Little,0.27215,2430,9383,0.26314,0.28115
2002,No migration background,male,Not at all,0.63307,6196,9383,0.62331,0.64282
2002,No migration background,female,Strong,0.14783,1119,10033,0.14088,0.15477
2002,No migration background,female,A Little,0.33191,3047,10033,0.32270,0.34113
2002,No migration background,female,Not at all,0.52026,5867,10033,0.51048,0.53003
2002,Direct migration background,male,Strong,0.08760,124,1357,0.07255,0.10265
2002,Direct migration background,male,A Little,0.29360,374,1357,0.26936,0.31784
2002,Direct migration background,male,Not at all,0.61880,859,1357,0.59295,0.64465
2002,Direct migration background,female,Strong,0.13871,178,1432,0.12080,0.15662
2002,Direct migration background,female,A Little,0.33647,473,1432,0.31199,0.36095
2002,Direct migration background,female,Not at all,0.52482,781,1432,0.49895,0.55069
2002,Indirect migration background,male,A Little,0.13908,44,353,0.10293,0.17523
2002,Indirect migration background,male,Not at all,0.81955,309,353,0.77938,0.85973
2002,Indirect migration background,female,A Little,0.20736,67,383,0.16671,0.24802
2002,Indirect migration background,female,Not at all,0.75105,316,383,0.70768,0.79441
2004,No migration background,male,Strong,0.10630,773,8759,0.09984,0.11275
2004,No migration background,male,A Little,0.27682,2299,8759,0.26745,0.28619
2004,No migration background,male,Not at all,0.61689,5687,8759,0.60670,0.62707
2004,No migration background,female,Strong,0.14824,1056,9468,0.14108,0.15540
2004,No migration background,female,A Little,0.33354,2942,9468,0.32404,0.34303
2004,No migration background,female,Not at all,0.51822,5470,9468,0.50816,0.52829
2004,Direct migration background,male,Strong,0.10168,120,1215,0.08468,0.11868
2004,Direct migration background,male,A Little,0.28841,340,1215,0.26293,0.31390
2004,Direct migration background,male,Not at all,0.60991,755,1215,0.58247,0.63735
2004,Direct migration background,female,Strong,0.14896,166,1313,0.12970,0.16823
2004,Direct migration background,female,A Little,0.32120,433,1313,0.29593,0.34646
2004,Direct migration background,female,Not at all,0.52984,714,1313,0.50283,0.55685
