year,quintil_oecd,regtyp,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,1st Quintile,Urban regions,Strong,0.16696,306,2166,0.15125,0.18267
2002,1st Quintile,Urban regions,A Little,0.29857,624,2166,0.27929,0.31785
2002,1st Quintile,Urban regions,Not at all,0.53447,1236,2166,0.51346,0.55549
2002,1st Quintile,Rural regions,Strong,0.15922,190,1295,0.13928,0.17915
2002,1st Quintile,Rural regions,A Little,0.33101,411,1295,0.30537,0.35665
2002,1st Quintile,Rural regions,Not at all,0.50977,694,1295,0.48253,0.53700
2002,2nd Quintile,Urban regions,Strong,0.13904,293,2369,0.12510,0.15297
2002,2nd Quintile,Urban regions,A Little,0.31682,703,2369,0.29808,0.33556
2002,2nd Quintile,Urban regions,Not at all,0.54414,1373,2369,0.52408,0.56420
2002,2nd Quintile,Rural regions,Strong,0.15294,218,1545,0.13499,0.17089
2002,2nd Quintile,Rural regions,A Little,0.35413,527,1545,0.33028,0.37799
2002,2nd Quintile,Rural regions,Not at all,0.49293,800,1545,0.46799,0.51787
2002,3rd Quintile,Urban regions,Strong,0.12200,279,2571,0.10934,0.13465
2002,3rd Quintile,Urban regions,A Little,0.30877,755,2571,0.29091,0.32663
2002,3rd Quintile,Urban regions,Not at all,0.56924,1537,2571,0.55009,0.58838
2002,3rd Quintile,Rural regions,Strong,0.09822,142,1458,0.08294,0.11350
2002,3rd Quintile,Rural regions,A Little,0.30962,451,1458,0.28588,0.33336
2002,3rd Quintile,Rural regions,Not at all,0.59216,865,1458,0.56693,0.61740
2002,4th Quintile,Urban regions,Strong,0.10602,226,2751,0.09451,0.11752
2002,4th Quintile,Urban regions,A Little,0.29959,777,2751,0.28247,0.31671
2002,4th Quintile,Urban regions,Not at all,0.59439,1748,2751,0.57604,0.61274
2002,4th Quintile,Rural regions,Strong,0.09655,130,1605,0.08210,0.11100
2002,4th Quintile,Rural regions,A Little,0.33487,490,1605,0.31178,0.35797
2002,4th Quintile,Rural regions,Not at all,0.56858,985,1605,0.54434,0.59281
2002,5th Quintile,Urban regions,Strong,0.09103,261,3679,0.08173,0.10033
2002,5th Quintile,Urban regions,A Little,0.25854,880,3679,0.24439,0.27269
2002,5th Quintile,Urban regions,Not at all,0.65043,2538,3679,0.63502,0.66584
2002,5th Quintile,Rural regions,Strong,0.07079,78,1310,0.05690,0.08469
2002,5th Quintile,Rural regions,A Little,0.27451,356,1310,0.25033,0.29868
2002,5th Quintile,Rural regions,Not at all,0.65470,876,1310,0.62894,0.68046
2004,1st Quintile,Urban regions,Strong,0.15658,289,2063,0.14090,0.17227
2004,1st Quintile,Urban regions,A Little,0.29333,571,2063,0.27368,0.31298
2004,1st Quintile,Urban regions,Not at all,0.55009,1203,2063,0.52861,0.57156
2004,1st Quintile,Rural regions,Strong,0.16231,169,1190,0.14135,0.18327
2004,1st Quintile,Rural regions,A Little,0.31910,364,1190,0.29260,0.34559
2004,1st Quintile,Rural regions,Not at all,0.51860,657,1190,0.49019,0.54700
2004,2nd Quintile,Urban regions,Strong,0.14499,280,2308,0.13062,0.15936
2004,2nd Quintile,Urban regions,A Little,0.31134,695,2308,0.29245,0.33024
2004,2nd Quintile,Urban regions,Not at all,0.54366,1333,2308,0.52334,0.56399
