year,migback,regtyp,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,Urban regions,Strong,0.12510,1170,12287,0.11925,0.13095
2002,No migration background,Urban regions,A Little,0.29467,3325,12287,0.28661,0.30273
2002,No migration background,Urban regions,Not at all,0.58023,7792,12287,0.57150,0.58895
2002,No migration background,Rural regions,Strong,0.11649,706,7129,0.10905,0.12394
2002,No migration background,Rural regions,A Little,0.31856,2152,7129,0.30775,0.32938
2002,No migration background,Rural regions,Not at all,0.56494,4271,7129,0.55343,0.57645
2002,Direct migration background,Urban regions,Strong,0.11213,246,2308,0.09925,0.12500
2002,Direct migration background,Urban regions,A Little,0.30514,674,2308,0.28635,0.32393
2002,Direct migration background,Urban regions,Not at all,0.58273,1388,2308,0.56260,0.60285
2002,Direct migration background,Rural regions,Strong,0.12210,56,481,0.09281,0.15139
2002,Direct migration background,Rural regions,A Little,0.36482,173,481,0.32176,0.40789
2002,Direct migration background,Rural regions,Not at all,0.51308,252,481,0.46836,0.55779
2002,Indirect migration background,Urban regions,A Little,0.15679,91,648,0.12878,0.18481
2002,Indirect migration background,Urban regions,Not at all,0.80741,557,648,0.77702,0.83779
2002,Indirect migration background,Rural regions,Not at all,0.63033,68,68,0.51475,0.74592
2004,No migration background,Urban regions,Strong,0.13205,1170,11563,0.12588,0.13822
2004,No migration background,Urban regions,A Little,0.29731,3180,11563,0.28898,0.30564
2004,No migration background,Urban regions,Not at all,0.57064,7213,11563,0.56162,0.57967
2004,No migration background,Rural regions,Strong,0.11989,659,6664,0.11209,0.12769
2004,No migration background,Rural regions,A Little,0.32253,2061,6664,0.31130,0.33375
2004,No migration background,Rural regions,Not at all,0.55758,3944,6664,0.54566,0.56951
2004,Direct migration background,Urban regions,Strong,0.12466,229,2093,0.11050,0.13882
2004,Direct migration background,Urban regions,A Little,0.30073,619,2093,0.28107,0.32038
2004,Direct migration background,Urban regions,Not at all,0.57462,1245,2093,0.55343,0.59580
2004,Direct migration background,Rural regions,Strong,0.13199,57,435,0.10014,0.16383
2004,Direct migration background,Rural regions,A Little,0.32629,154,435,0.28218,0.37041
2004,Direct migration background,Rural regions,Not at all,0.54172,224,435,0.49484,0.58859
2004,Indirect migration background,Urban regions,A Little,0.13653,87,665,0.11042,0.16265
2004,Indirect migration background,Urban regions,Not at all,0.83802,578,665,0.80999,0.86604
2004,Indirect migration background,Rural regions,Not at all,0.73841,85,85,0.64442,0.83240
2006,No migration background,Urban regions,Strong,0.11843,1160,11818,0.11261,0.12426
